Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5490  1.6308    -9.2082 -4.1543
      1  -5.2009  0.9086    -6.6455 -4.0110
      2  -5.8965  0.5815    -6.7122 -5.3540
      3  -5.4819  0.4609    -6.0769 -5.1450
      4  -5.3113  0.4389    -5.7858 -4.9972
      5  -5.0840  0.7325    -5.8505 -4.0402
      6  -5.1817  0.5447    -5.7482 -4.7928
      7  -5.2079  0.4184    -5.6620 -5.0256
      8  -5.2196  0.3314    -5.6174 -5.0795
      9  -5.1701  0.7986    -6.6194 -4.5180
     10  -5.1353  0.6241    -5.9434 -4.6897
     11  -5.1392  0.4975    -5.8205 -4.8287
     12  -5.3287  0.7038    -6.4368 -4.8234
     13  -5.3082  0.5663    -6.1690 -4.8857
     14  -5.2539  0.4520    -5.8942 -4.9046
     15  -5.4524  0.6895    -6.5138 -4.8658
     16  -5.4382  0.5642    -6.3430 -4.9476
     17  -5.3845  0.4680    -6.1245 -4.9624
     18  -5.3459  0.3951    -5.9967 -4.9678
     19  -5.2150  0.5791    -6.0142 -4.6583
     20  -5.2321  0.4860    -5.9570 -4.7973
     21  -5.2246  0.4175    -5.9038 -4.8082
     22  -5.0969  0.5731    -5.8823 -4.5456
     23  -5.0834  0.4842    -5.8481 -4.5667
     24  -5.1157  0.4301    -5.8520 -4.6417
     25  -5.2670  0.5389    -6.0883 -4.7689
     26  -5.2578  0.4631    -6.0491 -4.7954
     27  -5.2529  0.4167    -6.0283 -4.8016
     28  -5.3833  0.4627    -6.1589 -4.8778
     29  -5.3539  0.4178    -6.1172 -4.8723
     30  -5.3262  0.3860    -6.0734 -4.8634
     31  -5.2700  0.3661    -5.9770 -4.8338
     32  -5.3115  0.3470    -6.0150 -4.8838
     33  -5.3504  0.3314    -6.0469 -4.9472
     34  -5.3158  0.3157    -5.9746 -4.9209
     35  -5.3483  0.3036    -6.0066 -4.9898
     36  -5.3354  0.2943    -5.9696 -4.9805
     37  -5.3623  0.2848    -5.9966 -5.0641
     38  -5.3372  0.2743    -5.9207 -5.0344
     39  -5.3285  0.2687    -5.8914 -5.0277
     40  -5.3504  0.2603    -5.9069 -5.0756
     41  -5.3414  0.2548    -5.8878 -5.0742

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0070  0.1899
      1   0.1021  0.0587     0.0065  0.1899
      2   0.1023  0.0587     0.0065  0.1900
      3   0.1007  0.0591     0.0051  0.1897
      4   0.1008  0.0597     0.0045  0.1899
      5   0.0461  0.0399     0.0001  0.1239
      6   0.0549  0.0406     0.0002  0.1322
      7   0.0605  0.0403     0.0042  0.1367
      8   0.0649  0.0400     0.0087  0.1402
      9   0.0246  0.0191     0.0000  0.0571
     10   0.0262  0.0186     0.0001  0.0581
     11   0.0286  0.0185     0.0008  0.0601
     12   0.0179  0.0121     0.0001  0.0372
     13   0.0187  0.0118     0.0002  0.0376
     14   0.0204  0.0117     0.0010  0.0390
     15   0.0127  0.0078     0.0001  0.0242
     16   0.0132  0.0076     0.0002  0.0245
     17   0.0143  0.0076     0.0006  0.0255
     18   0.0152  0.0077     0.0010  0.0263
     19   0.0107  0.0056     0.0001  0.0185
     20   0.0113  0.0056     0.0004  0.0190
     21   0.0115  0.0055     0.0006  0.0190
     22   0.0087  0.0040     0.0002  0.0133
     23   0.0089  0.0039     0.0004  0.0133
     24   0.0093  0.0040     0.0005  0.0135
     25   0.0078  0.0030     0.0002  0.0116
     26   0.0079  0.0028     0.0003  0.0117
     27   0.0080  0.0027     0.0004  0.0117
     28   0.0074  0.0021     0.0003  0.0094
     29   0.0075  0.0022     0.0004  0.0100
     30   0.0077  0.0022     0.0004  0.0105
     31   0.0078  0.0024     0.0005  0.0110
     32   0.0080  0.0025     0.0005  0.0115
     33   0.0081  0.0027     0.0005  0.0119
     34   0.0083  0.0029     0.0005  0.0122
     35   0.0086  0.0030     0.0005  0.0125
     36   0.0087  0.0031     0.0006  0.0126
     37   0.0090  0.0033     0.0006  0.0128
     38   0.0093  0.0034     0.0006  0.0130
     39   0.0094  0.0035     0.0006  0.0131
     40   0.0097  0.0036     0.0007  0.0132
     41   0.0099  0.0036     0.0007  0.0133

