Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7566  2.0723    -9.1275 -2.6619
      1  -4.1468  1.1825    -6.0565 -2.4984
      2  -3.1977  0.7254    -4.2137 -2.4010
      3  -2.7774  0.5517    -3.4048 -2.3584
      4  -3.0355  0.4778    -3.5712 -2.7481
      5  -3.1926  0.4566    -3.6729 -2.9829
      6  -3.1354  0.3337    -3.4056 -2.9739
      7  -3.0374  0.6586    -3.5235 -2.6926
      8  -3.1716  0.6901    -3.6714 -2.8653
      9  -3.2838  0.7871    -4.1072 -2.9332
     10  -3.1998  0.6016    -3.6310 -2.9390
     11  -3.1846  0.4667    -3.5787 -3.0676
     12  -3.1510  0.3509    -3.4064 -3.0767
     13  -3.1721  0.7622    -3.6737 -2.8280
     14  -3.1431  0.5988    -3.5697 -2.8788
     15  -3.0945  0.6694    -3.5249 -2.8447
     16  -3.0385  0.7439    -3.5071 -2.7042
     17  -2.9960  0.5717    -3.3977 -2.7866
     18  -3.1195  0.7172    -3.6127 -2.8558
     19  -3.0775  0.5504    -3.4850 -2.8653
     20  -3.0651  0.4355    -3.4140 -2.8760
     21  -3.0090  0.4890    -3.4005 -2.8612
     22  -2.9631  0.4178    -3.3822 -2.8589
     23  -2.9241  0.3564    -3.3571 -2.8571
     24  -2.8987  0.2866    -3.3276 -2.8570
     25  -2.8791  0.2316    -3.2805 -2.8569
     26  -2.8720  0.1808    -3.2581 -2.8577
     27  -2.8540  0.1688    -3.1288 -2.8276
     28  -2.8577  0.1334    -3.1289 -2.8589
     29  -2.8608  0.1080    -3.1291 -2.8626
     30  -2.8567  0.0882    -3.1251 -2.8627
     31  -2.8591  0.0740    -3.1254 -2.8652
     32  -2.8571  0.0627    -3.1233 -2.8653
     33  -2.8700  0.0954    -3.1999 -2.8659
     34  -2.8868  0.1145    -3.2953 -2.8679
     35  -2.8738  0.0940    -3.2262 -2.8672
     36  -2.8665  0.0776    -3.1315 -2.8670
     37  -2.8826  0.1018    -3.2773 -2.8683
     38  -2.8713  0.0831    -3.1965 -2.8678
     39  -2.8676  0.0724    -3.1407 -2.8677
     40  -2.8606  0.0568    -3.1249 -2.8673
     41  -2.8584  0.0484    -3.1227 -2.8674

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0068  0.1898
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1022  0.0585     0.0077  0.1899
      3   0.1035  0.0579     0.0094  0.1901
      4   0.1025  0.0583     0.0085  0.1899
      5   0.1025  0.0587     0.0078  0.1900
      6   0.1125  0.0557     0.0148  0.1914
      7   0.0547  0.0396     0.0019  0.1294
      8   0.0519  0.0377     0.0011  0.1218
      9   0.0480  0.0370     0.0001  0.1162
     10   0.0532  0.0367     0.0023  0.1203
     11   0.0584  0.0366     0.0056  0.1243
     12   0.0627  0.0361     0.0095  0.1277
     13   0.0293  0.0191     0.0001  0.0613
     14   0.0321  0.0190     0.0019  0.0636
     15   0.0281  0.0165     0.0011  0.0547
     16   0.0256  0.0157     0.0004  0.0512
     17   0.0273  0.0154     0.0020  0.0524
     18   0.0227  0.0131     0.0005  0.0431
     19   0.0240  0.0127     0.0018  0.0440
     20   0.0254  0.0126     0.0032  0.0453
     21   0.0237  0.0119     0.0025  0.0416
     22   0.0252  0.0121     0.0035  0.0440
     23   0.0266  0.0124     0.0047  0.0459
     24   0.0280  0.0125     0.0066  0.0472
     25   0.0294  0.0126     0.0076  0.0483
     26   0.0301  0.0124     0.0083  0.0489
     27   0.0305  0.0127     0.0082  0.0500
     28   0.0315  0.0125     0.0093  0.0509
     29   0.0324  0.0124     0.0104  0.0517
     30   0.0334  0.0124     0.0115  0.0526
     31   0.0343  0.0123     0.0131  0.0533
     32   0.0350  0.0122     0.0141  0.0538
     33   0.0300  0.0103     0.0106  0.0455
     34   0.0289  0.0099     0.0100  0.0435
     35   0.0298  0.0100     0.0108  0.0446
     36   0.0306  0.0100     0.0119  0.0455
     37   0.0289  0.0094     0.0106  0.0422
     38   0.0297  0.0095     0.0115  0.0433
     39   0.0303  0.0094     0.0125  0.0439
     40   0.0310  0.0095     0.0137  0.0449
     41   0.0316  0.0095     0.0142  0.0455

