trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 520
6.0, 200, 0.0, 800, 520
7.0, 100, 0.0, 800, 520
8.0, 50, 0.0, 800, 520
9.0, 25, 0.0, 800, 520
10.0, 12, 0.0, 800, 520
11.0, 800, 156.0, 400, 0
12.0, 800, 156.0, 200, 0
13.0, 800, 156.0, 100, 0
14.0, 800, 156.0, 50, 0
15.0, 800, 156.0, 25, 0
16.0, 800, 156.0, 12, 0
17.0, 400, 0.0, 800, 52
18.0, 200, 0.0, 800, 52
19.0, 100, 0.0, 800, 52
20.0, 50, 0.0, 800, 52
21.0, 75, 0.0, 800, 52
22.0, 62, 0.0, 800, 52
23.0, 800, 4.0, 400, 0
24.0, 800, 4.0, 200, 0
25.0, 800, 4.0, 100, 0
26.0, 800, 4.0, 50, 0
27.0, 800, 4.0, 75, 0
28.0, 800, 4.0, 87, 0
29.0, 800, 2.0, 400, 0
30.0, 800, 2.0, 200, 0
31.0, 800, 2.0, 300, 0
32.0, 800, 2.0, 350, 0
33.0, 800, 2.0, 375, 0
34.0, 800, 2.0, 387, 0
35.0, 400, 0.0, 800, 26
36.0, 200, 0.0, 800, 26
37.0, 100, 0.0, 800, 26
38.0, 50, 0.0, 800, 26
39.0, 75, 0.0, 800, 26
40.0, 87, 0.0, 800, 26
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 650, 0.0, 800, 1
45.0, 675, 0.0, 800, 1
46.0, 687, 0.0, 800, 1
