trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  308 180.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  695 390.00  0.00 800.00 21.50  1
  4  822 460.00  0.00 800.00 26.00  0
  5  714 400.00  0.00 800.00 26.00  0
  6  677 380.00  0.00 800.00 21.50  0
  7  766 430.00  0.00 800.00 17.20  0
  8  729 410.00  0.00 800.00 12.90  0
  9 1420 790.00  0.00 800.00 260.00  0
 10  747 420.00  0.00 800.00 12.90  0
 11  910 510.00  0.00 800.00 17.20  0
 12  657 370.00  0.00 800.00 12.90  0
 13  927 520.00  0.00 800.00 12.90  0
 14  891 500.00  0.00 800.00 12.90  0
 15  891 500.00  0.00 800.00 10.80  1
 16  458 260.00  0.00 800.00 10.80  1
 17  477 270.00  0.00 800.00 12.90  1
 18  567 320.00  0.00 800.00 12.90  0
 19  999 560.00  0.00 800.00 12.90  0
 20  963 540.00  0.00 800.00 12.90  0
 21  927 520.00  0.00 800.00 12.90  0
 22  909 510.00  0.00 800.00 12.90  0
 23  909 520.00  0.00 800.00 17.20  0
 24  494 280.00  0.00 800.00 10.80  1
 25  530 300.00  0.00 800.00 10.80  1
 26  764 430.00  0.00 800.00 10.80  1
 27  656 370.00  0.00 800.00 10.80  1
 28  638 360.00  0.00 800.00 10.80  1
 29  638 350.00  0.00 800.00  8.60  1
 30  638 370.00  0.00 800.00 12.90  0
 31  710 400.00  0.00 800.00 10.80  0
 32  782 440.00  0.00 800.00 10.80  0
 33  800 450.00  0.00 800.00 10.80  0
 34  836 470.00  0.00 800.00 10.80  0
 35  836 490.00  0.00 800.00 12.90  0
 36  818 460.00  0.00 800.00 10.80  0
 37  836 450.00  0.00 800.00  8.60  0
 38  801 450.00  0.00 800.00 12.90  0
 39  854 480.00  0.00 800.00 10.80  0
 40  854 470.00  0.00 800.00 12.90  1
 41  890 500.00  0.00 800.00 10.80  0
