trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 1
6.0, 200, 0.0, 800, 1
7.0, 300, 0.0, 800, 1
8.0, 350, 0.0, 800, 1
9.0, 375, 0.0, 800, 1
10.0, 387, 0.0, 800, 1
11.0, 400, 0.0, 800, 52
12.0, 200, 0.0, 800, 52
13.0, 100, 0.0, 800, 52
14.0, 50, 0.0, 800, 52
15.0, 25, 0.0, 800, 52
16.0, 12, 0.0, 800, 52
17.0, 800, 520.0, 400, 0
18.0, 800, 520.0, 200, 0
19.0, 800, 520.0, 100, 0
20.0, 800, 520.0, 50, 0
21.0, 800, 520.0, 25, 0
22.0, 800, 520.0, 12, 0
23.0, 800, 2.0, 400, 0
24.0, 800, 2.0, 200, 0
25.0, 800, 2.0, 100, 0
26.0, 800, 2.0, 50, 0
27.0, 800, 2.0, 75, 0
28.0, 800, 2.0, 87, 0
29.0, 800, 156.0, 400, 0
30.0, 800, 156.0, 200, 0
31.0, 800, 156.0, 100, 0
32.0, 800, 156.0, 50, 0
33.0, 800, 156.0, 25, 0
34.0, 800, 156.0, 12, 0
35.0, 400, 0.0, 800, 26
36.0, 200, 0.0, 800, 26
37.0, 100, 0.0, 800, 26
38.0, 50, 0.0, 800, 26
39.0, 25, 0.0, 800, 26
40.0, 12, 0.0, 800, 26
41.0, 400, 0.0, 800, 4
42.0, 200, 0.0, 800, 4
43.0, 100, 0.0, 800, 4
44.0, 50, 0.0, 800, 4
45.0, 25, 0.0, 800, 4
46.0, 12, 0.0, 800, 4
