Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4405  1.6889    -9.1969 -3.9570
      1  -5.0954  0.9623    -6.6371 -3.8026
      2  -5.8977  0.5924    -6.7166 -5.3502
      3  -5.4803  0.4712    -6.0893 -5.1244
      4  -5.6455  0.4308    -6.1772 -5.4116
      5  -5.6232  0.3164    -6.1050 -5.4275
      6  -5.4076  0.6664    -6.2586 -4.6813
      7  -5.5826  0.7534    -6.7259 -4.7915
      8  -5.5306  0.6062    -6.2058 -4.9798
      9  -5.6074  0.5235    -6.2025 -5.3204
     10  -5.7848  1.0242    -7.8934 -3.9843
     11  -5.7866  0.8201    -7.1671 -4.8322
     12  -5.7869  0.6647    -6.8197 -5.1476
     13  -5.7384  0.5389    -6.5036 -5.2250
     14  -5.7050  0.4476    -6.3743 -5.2706
     15  -5.7423  0.3720    -6.3703 -5.4042
     16  -5.6728  0.3416    -6.2050 -5.3716
     17  -5.5681  0.4173    -6.1545 -5.1437
     18  -5.6041  0.3466    -6.1537 -5.3311
     19  -5.6733  0.3558    -6.2491 -5.3779
     20  -5.6811  0.3023    -6.2280 -5.4056
     21  -5.6528  0.2624    -6.1520 -5.4006
     22  -5.6272  0.2327    -6.1236 -5.3942
     23  -5.6460  0.2049    -6.1267 -5.4374
     24  -5.6422  0.1900    -6.1193 -5.4394
     25  -5.6198  0.1734    -6.0859 -5.4273
     26  -5.6346  0.1571    -6.0918 -5.4732
     27  -5.6325  0.1512    -6.0861 -5.4746
     28  -5.6306  0.1468    -6.0805 -5.4759
     29  -5.6441  0.1364    -6.0889 -5.5490
     30  -5.6415  0.1326    -6.0825 -5.5498
     31  -5.6248  0.1201    -6.0336 -5.5254
     32  -5.6239  0.1182    -6.0282 -5.5267
     33  -5.6333  0.1103    -6.0397 -5.6184
     34  -5.6215  0.0991    -5.9663 -5.5929
     35  -5.6547  0.1221    -6.0901 -5.6234
     36  -5.6630  0.1197    -6.0975 -5.6278
     37  -5.6755  0.1222    -6.1095 -5.6317
     38  -5.6532  0.1048    -6.0740 -5.6298
     39  -5.6513  0.1025    -6.0687 -5.6297
     40  -5.6292  0.0861    -5.9665 -5.6250
     41  -5.6236  0.0780    -5.8942 -5.6246

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0589     0.0062  0.1898
      1   0.1017  0.0590     0.0062  0.1899
      2   0.1011  0.0593     0.0054  0.1898
      3   0.0993  0.0597     0.0042  0.1895
      4   0.0993  0.0592     0.0046  0.1893
      5   0.1031  0.0573     0.0101  0.1897
      6   0.0446  0.0400     0.0001  0.1249
      7   0.0303  0.0259     0.0000  0.0773
      8   0.0345  0.0264     0.0001  0.0817
      9   0.0382  0.0273     0.0001  0.0867
     10   0.0135  0.0115     0.0000  0.0321
     11   0.0150  0.0112     0.0000  0.0329
     12   0.0160  0.0109     0.0001  0.0333
     13   0.0176  0.0109     0.0003  0.0345
     14   0.0190  0.0110     0.0009  0.0362
     15   0.0204  0.0110     0.0016  0.0378
     16   0.0215  0.0115     0.0019  0.0397
     17   0.0177  0.0098     0.0010  0.0329
     18   0.0190  0.0099     0.0015  0.0339
     19   0.0183  0.0095     0.0014  0.0327
     20   0.0189  0.0093     0.0019  0.0330
     21   0.0200  0.0094     0.0025  0.0340
     22   0.0211  0.0096     0.0032  0.0352
     23   0.0221  0.0096     0.0043  0.0365
     24   0.0224  0.0095     0.0052  0.0368
     25   0.0234  0.0097     0.0065  0.0383
     26   0.0244  0.0097     0.0074  0.0392
     27   0.0246  0.0097     0.0076  0.0393
     28   0.0249  0.0096     0.0078  0.0395
     29   0.0258  0.0097     0.0083  0.0403
     30   0.0261  0.0096     0.0085  0.0404
     31   0.0270  0.0098     0.0090  0.0413
     32   0.0272  0.0098     0.0091  0.0414
     33   0.0280  0.0098     0.0098  0.0426
     34   0.0289  0.0100     0.0104  0.0441
     35   0.0254  0.0085     0.0088  0.0378
     36   0.0260  0.0085     0.0093  0.0386
     37   0.0266  0.0086     0.0097  0.0393
     38   0.0275  0.0088     0.0103  0.0402
     39   0.0277  0.0088     0.0106  0.0403
     40   0.0268  0.0085     0.0099  0.0392
     41   0.0274  0.0085     0.0105  0.0397

