Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7571  2.0721    -9.1275 -2.6623
      1  -4.0145  1.1200    -5.7957 -2.4847
      2  -3.1953  0.7215    -4.2111 -2.4009
      3  -3.7309  0.5380    -4.3983 -3.3412
      4  -4.0389  0.5533    -4.7558 -3.7325
      5  -3.9535  0.3917    -4.2824 -3.7274
      6  -3.9328  0.2939    -4.2328 -3.7334
      7  -3.9238  0.2331    -4.2293 -3.7386
      8  -3.9199  0.1948    -4.2274 -3.7429
      9  -3.9185  0.1722    -4.2266 -3.7459
     10  -3.9260  0.1386    -4.2266 -3.7703
     11  -3.9253  0.1291    -4.2258 -3.7721
     12  -3.9275  0.1182    -4.2258 -3.7798
     13  -3.9273  0.1149    -4.2254 -3.7807
     14  -3.9272  0.1129    -4.2251 -3.7815
     15  -3.9268  0.1108    -4.2245 -3.7825
     16  -3.9281  0.1069    -4.2245 -3.7871
     17  -3.9294  0.1035    -4.2245 -3.7922
     18  -3.9293  0.1029    -4.2243 -3.7927
     19  -3.9290  0.1019    -4.2239 -3.7931
     20  -3.9287  0.1011    -4.2235 -3.7936
     21  -3.9293  0.0997    -4.2235 -3.7960
     22  -3.9293  0.0994    -4.2234 -3.7963
     23  -3.9303  0.0974    -4.2235 -3.8004
     24  -3.9303  0.0971    -4.2234 -3.8007
     25  -3.9302  0.0969    -4.2233 -3.8009
     26  -3.9306  0.0961    -4.2233 -3.8025
     27  -3.9306  0.0960    -4.2233 -3.8027
     28  -3.9306  0.0958    -4.2232 -3.8028
     29  -3.9306  0.0957    -4.2232 -3.8030
     30  -3.9306  0.0955    -4.2231 -3.8032
     31  -3.9310  0.0947    -4.2231 -3.8049
     32  -3.9318  0.0931    -4.2232 -3.8086
     33  -3.9317  0.0929    -4.2231 -3.8088
     34  -3.9324  0.0915    -4.2231 -3.8119
     35  -3.9330  0.0904    -4.2231 -3.8147
     36  -3.9329  0.0902    -4.2231 -3.8148
     37  -3.9334  0.0893    -4.2231 -3.8173
     38  -3.9334  0.0892    -4.2230 -3.8174
     39  -3.9333  0.0889    -4.2229 -3.8174
     40  -3.9334  0.0886    -4.2229 -3.8183
     41  -3.9339  0.0878    -4.2229 -3.8204

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0074  0.1899
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1025  0.0583     0.0082  0.1899
      3   0.1008  0.0589     0.0064  0.1897
      4   0.0950  0.0602     0.0036  0.1887
      5   0.1061  0.0576     0.0091  0.1904
      6   0.1090  0.0560     0.0143  0.1907
      7   0.1111  0.0548     0.0180  0.1909
      8   0.1126  0.0539     0.0209  0.1911
      9   0.1133  0.0535     0.0224  0.1911
     10   0.1148  0.0525     0.0257  0.1913
     11   0.1156  0.0521     0.0274  0.1914
     12   0.1160  0.0517     0.0285  0.1914
     13   0.1165  0.0515     0.0293  0.1914
     14   0.1168  0.0512     0.0300  0.1915
     15   0.1175  0.0509     0.0311  0.1915
     16   0.1178  0.0507     0.0317  0.1916
     17   0.1181  0.0505     0.0325  0.1916
     18   0.1184  0.0503     0.0332  0.1916
     19   0.1189  0.0500     0.0341  0.1917
     20   0.1194  0.0498     0.0349  0.1917
     21   0.1195  0.0497     0.0352  0.1917
     22   0.1197  0.0496     0.0356  0.1918
     23   0.1200  0.0494     0.0361  0.1918
     24   0.1202  0.0493     0.0365  0.1918
     25   0.1203  0.0492     0.0368  0.1918
     26   0.1204  0.0491     0.0370  0.1918
     27   0.1205  0.0490     0.0373  0.1918
     28   0.1207  0.0489     0.0375  0.1918
     29   0.1208  0.0489     0.0377  0.1919
     30   0.1209  0.0488     0.0380  0.1919
     31   0.1210  0.0487     0.0383  0.1919
     32   0.1213  0.0486     0.0388  0.1919
     33   0.1215  0.0485     0.0392  0.1919
     34   0.1217  0.0483     0.0396  0.1919
     35   0.1218  0.0482     0.0400  0.1920
     36   0.1220  0.0481     0.0403  0.1920
     37   0.1221  0.0480     0.0407  0.1920
     38   0.1222  0.0480     0.0409  0.1920
     39   0.1225  0.0478     0.0414  0.1920
     40   0.1225  0.0478     0.0415  0.1920
     41   0.1227  0.0477     0.0418  0.1920

