Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7607  2.0707    -9.1280 -2.6657
      1  -7.5064  1.1115    -6.0427 -6.0020
      2  -8.3204  0.7180    -3.2555 -7.5670
      3  -8.6934  0.5698    -1.9445 -8.1536
      4  -8.4050  0.5657    -8.6873 -7.9521
      5  -8.2557  0.5256    -8.9331 -7.8527
      6  -8.0600  0.5851    -8.7645 -7.5679
      7  -8.1516  0.4679    -8.7813 -7.8932
      8  -8.2793  0.5807    -9.0423 -7.9670
      9  -8.1369  0.6596    -8.9178 -7.7504
     10  -8.1949  0.5181    -8.8999 -7.9609
     11  -8.1340  0.4581    -8.6733 -7.9360
     12  -8.0584  0.5994    -8.7433 -7.7473
     13  -8.1102  0.4732    -8.7108 -7.8991
     14  -8.1044  0.3720    -8.6171 -7.9202
     15  -8.1188  0.2899    -8.6082 -7.9598
     16  -8.1020  0.2343    -8.5399 -7.9596
     17  -8.1180  0.1889    -8.5417 -8.0795
     18  -8.1004  0.1920    -8.4693 -7.9975
     19  -8.1049  0.1566    -8.4572 -8.0322
     20  -8.1067  0.1349    -8.4497 -8.0488
     21  -8.1076  0.1218    -8.4441 -8.0603
     22  -8.1081  0.1137    -8.4392 -8.0704
     23  -8.1089  0.1070    -8.4324 -8.0918
     24  -8.1090  0.1036    -8.4286 -8.1003
     25  -8.1013  0.0895    -8.3775 -8.0891
     26  -8.1016  0.0876    -8.3774 -8.0963
     27  -8.1097  0.0753    -8.3782 -8.1125
     28  -8.1051  0.0647    -8.3740 -8.1122
     29  -8.1059  0.0616    -8.3739 -8.1132
     30  -8.0861  0.1050    -8.3756 -7.9621
     31  -8.0972  0.0912    -8.3763 -8.0426
     32  -8.0974  0.0898    -8.3762 -8.0476
     33  -8.0977  0.0883    -8.3760 -8.0543
     34  -8.0979  0.0872    -8.3759 -8.0590
     35  -8.0986  0.0850    -8.3757 -8.0725
     36  -8.0990  0.0835    -8.3755 -8.0817
     37  -8.0993  0.0822    -8.3754 -8.0909
     38  -8.0996  0.0809    -8.3753 -8.1001
     39  -8.1001  0.0793    -8.3751 -8.1056
     40  -8.1006  0.0778    -8.3750 -8.1062
     41  -8.1012  0.0758    -8.3748 -8.1071

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1032  0.0581     0.0085  0.1900
      3   0.1059  0.0571     0.0110  0.1903
      4   0.0982  0.0581     0.0077  0.1887
      5   0.1010  0.0590     0.0075  0.1899
      6   0.0841  0.0563     0.0040  0.1818
      7   0.0962  0.0556     0.0085  0.1856
      8   0.0797  0.0532     0.0044  0.1758
      9   0.0666  0.0476     0.0019  0.1559
     10   0.0733  0.0471     0.0058  0.1599
     11   0.0792  0.0476     0.0077  0.1646
     12   0.0606  0.0416     0.0027  0.1373
     13   0.0668  0.0414     0.0065  0.1423
     14   0.0720  0.0409     0.0104  0.1457
     15   0.0743  0.0401     0.0144  0.1469
     16   0.0795  0.0401     0.0183  0.1514
     17   0.0843  0.0397     0.0228  0.1550
     18   0.0827  0.0394     0.0221  0.1529
     19   0.0846  0.0388     0.0251  0.1539
     20   0.0854  0.0384     0.0271  0.1542
     21   0.0859  0.0381     0.0283  0.1545
     22   0.0863  0.0379     0.0291  0.1547
     23   0.0873  0.0376     0.0305  0.1551
     24   0.0876  0.0374     0.0313  0.1553
     25   0.0909  0.0373     0.0344  0.1579
     26   0.0912  0.0372     0.0350  0.1580
     27   0.0952  0.0372     0.0376  0.1616
     28   0.0980  0.0370     0.0406  0.1637
     29   0.0990  0.0367     0.0421  0.1641
     30   0.0693  0.0264     0.0288  0.1145
     31   0.0719  0.0266     0.0305  0.1170
     32   0.0721  0.0265     0.0310  0.1171
     33   0.0724  0.0264     0.0315  0.1172
     34   0.0727  0.0263     0.0320  0.1173
     35   0.0732  0.0262     0.0328  0.1177
     36   0.0736  0.0261     0.0335  0.1180
     37   0.0739  0.0260     0.0342  0.1182
     38   0.0742  0.0259     0.0348  0.1184
     39   0.0747  0.0258     0.0353  0.1188
     40   0.0751  0.0257     0.0358  0.1191
     41   0.0757  0.0256     0.0364  0.1195

