Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4276  1.0271    -4.8064 -2.4161
      1  -2.8998  0.8982    -3.8714 -2.3605
      2  -3.1510  0.8306    -4.0627 -2.7428
      3  -3.3114  0.8184    -4.3379 -2.9743
      4  -3.1987  0.6097    -3.5429 -2.9675
      5  -3.1875  0.4695    -3.4474 -3.1379
      6  -3.1669  0.3490    -3.4065 -3.1407
      7  -3.4913  0.9323    -5.2563 -3.1414
      8  -3.4459  0.7863    -4.5176 -3.1506
      9  -3.5135  0.7628    -4.6192 -3.1664
     10  -3.3809  0.7547    -4.2175 -3.1475
     11  -3.3463  0.6258    -3.9833 -3.1507
     12  -3.3255  0.5227    -3.9112 -3.1528
     13  -3.2284  0.4600    -3.6581 -3.1466
     14  -3.1793  0.3436    -3.5302 -3.1455
     15  -3.1545  0.2615    -3.4023 -3.1451
     16  -3.1695  0.3112    -3.4666 -3.1455
     17  -3.2679  0.5412    -3.6759 -3.1479
     18  -3.3150  0.5574    -3.7759 -3.1518
     19  -3.3975  0.5834    -3.9167 -3.1641
     20  -3.4868  0.5949    -4.0703 -3.2188
     21  -3.4305  0.4443    -3.8436 -3.2156
     22  -3.3988  0.3336    -3.6839 -3.2125
     23  -3.4166  0.2818    -3.6903 -3.2945
     24  -3.4014  0.2140    -3.6784 -3.2871
     25  -3.4046  0.1701    -3.6778 -3.3538
     26  -3.3980  0.1330    -3.6746 -3.3449
     27  -3.4051  0.1063    -3.6748 -3.4121
     28  -3.4015  0.0864    -3.6727 -3.4115
     29  -3.3995  0.0735    -3.6716 -3.4111
     30  -3.3981  0.0658    -3.6709 -3.4106
     31  -3.4042  0.0483    -3.6712 -3.4169
     32  -3.4036  0.0438    -3.6708 -3.4168
     33  -3.4052  0.0361    -3.6708 -3.4184
     34  -3.4048  0.0341    -3.6706 -3.4183
     35  -3.4057  0.0294    -3.6706 -3.4192
     36  -3.4067  0.0233    -3.6706 -3.4202
     37  -3.4065  0.0225    -3.6704 -3.4202
     38  -3.4078  0.0144    -3.6706 -3.4213
     39  -3.4081  0.0122    -3.6707 -3.4215
     40  -3.4081  0.0114    -3.6706 -3.4216
     41  -3.4081  0.0105    -3.6706 -3.4216

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0977  0.0611     0.0001  0.1895
      1   0.0987  0.0605     0.0001  0.1896
      2   0.0976  0.0609     0.0001  0.1894
      3   0.0971  0.0614     0.0001  0.1895
      4   0.1093  0.0579     0.0063  0.1912
      5   0.1186  0.0545     0.0158  0.1923
      6   0.1215  0.0524     0.0242  0.1925
      7   0.0464  0.0356     0.0001  0.1114
      8   0.0505  0.0362     0.0004  0.1167
      9   0.0455  0.0322     0.0009  0.1032
     10   0.0511  0.0353     0.0003  0.1147
     11   0.0546  0.0358     0.0030  0.1193
     12   0.0575  0.0363     0.0054  0.1232
     13   0.0696  0.0386     0.0091  0.1367
     14   0.0761  0.0372     0.0168  0.1407
     15   0.0818  0.0363     0.0241  0.1448
     16   0.0748  0.0349     0.0188  0.1346
     17   0.0500  0.0276     0.0059  0.0960
     18   0.0445  0.0257     0.0044  0.0883
     19   0.0362  0.0207     0.0028  0.0715
     20   0.0306  0.0162     0.0019  0.0552
     21   0.0324  0.0155     0.0052  0.0565
     22   0.0339  0.0150     0.0081  0.0574
     23   0.0345  0.0146     0.0088  0.0571
     24   0.0357  0.0143     0.0107  0.0580
     25   0.0367  0.0141     0.0122  0.0589
     26   0.0377  0.0139     0.0141  0.0595
     27   0.0387  0.0139     0.0148  0.0604
     28   0.0397  0.0137     0.0158  0.0610
     29   0.0404  0.0136     0.0167  0.0615
     30   0.0411  0.0135     0.0175  0.0619
     31   0.0422  0.0136     0.0186  0.0632
     32   0.0428  0.0135     0.0197  0.0638
     33   0.0435  0.0134     0.0209  0.0645
     34   0.0440  0.0134     0.0213  0.0650
     35   0.0445  0.0133     0.0217  0.0654
     36   0.0452  0.0133     0.0222  0.0662
     37   0.0459  0.0133     0.0227  0.0668
     38   0.0459  0.0133     0.0227  0.0667
     39   0.0468  0.0135     0.0233  0.0679
     40   0.0471  0.0135     0.0236  0.0681
     41   0.0479  0.0135     0.0243  0.0687

