Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.6603  1.5698    -8.9084 -4.3801
      1  -5.3337  0.8715    -6.6830 -4.2495
      2  -4.7608  0.6044    -5.6007 -4.0924
      3  -5.0799  0.4493    -5.6840 -4.7534
      4  -5.2374  0.3753    -5.7851 -5.0676
      5  -5.3844  0.3603    -5.8897 -5.2070
      6  -5.3328  0.2397    -5.6150 -5.2009
      7  -5.3244  0.1799    -5.6105 -5.2071
      8  -5.3195  0.1424    -5.6066 -5.2109
      9  -5.3220  0.1152    -5.6064 -5.2293
     10  -5.3243  0.0977    -5.6064 -5.2490
     11  -5.3254  0.0876    -5.6063 -5.2611
     12  -5.3263  0.0815    -5.6062 -5.2713
     13  -5.3249  0.0761    -5.6051 -5.2707
     14  -5.3264  0.0720    -5.6051 -5.2882
     15  -5.3269  0.0702    -5.6051 -5.2959
     16  -5.3266  0.0690    -5.6048 -5.2958
     17  -5.3263  0.0682    -5.6045 -5.2956
     18  -5.3266  0.0674    -5.6045 -5.3004
     19  -5.3282  0.0643    -5.6046 -5.3254
     20  -5.3285  0.0636    -5.6046 -5.3317
     21  -5.3289  0.0629    -5.6046 -5.3377
     22  -5.3286  0.0625    -5.6045 -5.3372
     23  -5.3284  0.0621    -5.6043 -5.3366
     24  -5.3283  0.0619    -5.6042 -5.3365
     25  -5.3295  0.0595    -5.6043 -5.3429
     26  -5.3297  0.0590    -5.6043 -5.3432
     27  -5.3294  0.0586    -5.6040 -5.3431
     28  -5.3298  0.0578    -5.6041 -5.3434
     29  -5.3301  0.0571    -5.6041 -5.3438
     30  -5.3304  0.0565    -5.6041 -5.3441
     31  -5.3305  0.0561    -5.6041 -5.3442
     32  -5.3306  0.0559    -5.6041 -5.3443
     33  -5.3314  0.0541    -5.6041 -5.3451
     34  -5.3314  0.0540    -5.6041 -5.3451
     35  -5.3317  0.0531    -5.6041 -5.3455
     36  -5.3319  0.0527    -5.6041 -5.3457
     37  -5.3320  0.0525    -5.6041 -5.3458
     38  -5.3318  0.0524    -5.6040 -5.3457
     39  -5.3322  0.0516    -5.6041 -5.3460
     40  -5.3322  0.0515    -5.6041 -5.3461
     41  -5.3322  0.0515    -5.6040 -5.3461

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0591     0.0056  0.1897
      1   0.1000  0.0592     0.0051  0.1895
      2   0.1007  0.0589     0.0060  0.1896
      3   0.1029  0.0584     0.0077  0.1900
      4   0.1056  0.0578     0.0095  0.1905
      5   0.1037  0.0584     0.0084  0.1902
      6   0.1144  0.0548     0.0175  0.1916
      7   0.1169  0.0531     0.0233  0.1918
      8   0.1197  0.0516     0.0284  0.1921
      9   0.1208  0.0508     0.0311  0.1922
     10   0.1219  0.0500     0.0338  0.1923
     11   0.1225  0.0496     0.0354  0.1923
     12   0.1231  0.0492     0.0366  0.1924
     13   0.1241  0.0485     0.0388  0.1925
     14   0.1249  0.0480     0.0404  0.1925
     15   0.1252  0.0478     0.0413  0.1926
     16   0.1255  0.0476     0.0420  0.1926
     17   0.1259  0.0473     0.0428  0.1926
     18   0.1260  0.0472     0.0433  0.1926
     19   0.1267  0.0468     0.0445  0.1927
     20   0.1269  0.0466     0.0450  0.1927
     21   0.1271  0.0465     0.0454  0.1927
     22   0.1274  0.0463     0.0461  0.1928
     23   0.1278  0.0461     0.0469  0.1928
     24   0.1279  0.0460     0.0473  0.1928
     25   0.1284  0.0457     0.0483  0.1929
     26   0.1285  0.0456     0.0486  0.1929
     27   0.1292  0.0452     0.0498  0.1929
     28   0.1294  0.0451     0.0501  0.1930
     29   0.1296  0.0450     0.0505  0.1930
     30   0.1297  0.0449     0.0508  0.1930
     31   0.1298  0.0448     0.0510  0.1930
     32   0.1299  0.0448     0.0511  0.1930
     33   0.1302  0.0446     0.0517  0.1930
     34   0.1304  0.0445     0.0521  0.1930
     35   0.1305  0.0444     0.0525  0.1931
     36   0.1307  0.0443     0.0527  0.1931
     37   0.1307  0.0443     0.0528  0.1931
     38   0.1313  0.0440     0.0539  0.1931
     39   0.1314  0.0439     0.0542  0.1931
     40   0.1315  0.0438     0.0543  0.1931
     41   0.1316  0.0438     0.0546  0.1932

