Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7566  2.0723    -9.1275 -2.6619
      1  -4.0150  1.1214    -5.7969 -2.4845
      2  -3.1959  0.7229    -4.2120 -2.4009
      3  -3.5915  0.5442    -4.2934 -3.1441
      4  -3.8816  0.4667    -4.4698 -3.6230
      5  -4.0358  0.4579    -4.6656 -3.8002
      6  -3.9593  0.2988    -4.2400 -3.7891
      7  -3.9559  0.2371    -4.2356 -3.8078
      8  -3.9536  0.1977    -4.2349 -3.8172
      9  -3.9451  0.1475    -4.2319 -3.8177
     10  -3.9408  0.1231    -4.2294 -3.8183
     11  -3.9389  0.1106    -4.2281 -3.8191
     12  -3.9377  0.1032    -4.2270 -3.8199
     13  -3.9388  0.0976    -4.2270 -3.8264
     14  -3.9382  0.0948    -4.2264 -3.8268
     15  -3.9375  0.0924    -4.2255 -3.8272
     16  -3.9371  0.0911    -4.2250 -3.8276
     17  -3.9368  0.0901    -4.2247 -3.8280
     18  -3.9364  0.0890    -4.2242 -3.8284
     19  -3.9362  0.0882    -4.2238 -3.8288
     20  -3.9366  0.0870    -4.2239 -3.8313
     21  -3.9364  0.0864    -4.2236 -3.8316
     22  -3.9367  0.0857    -4.2236 -3.8332
     23  -3.9367  0.0855    -4.2235 -3.8335
     24  -3.9366  0.0852    -4.2234 -3.8337
     25  -3.9368  0.0848    -4.2234 -3.8348
     26  -3.9367  0.0846    -4.2233 -3.8350
     27  -3.9372  0.0836    -4.2233 -3.8378
     28  -3.9374  0.0833    -4.2233 -3.8388
     29  -3.9377  0.0827    -4.2234 -3.8406
     30  -3.9377  0.0826    -4.2233 -3.8407
     31  -3.9376  0.0826    -4.2233 -3.8408
     32  -3.9377  0.0824    -4.2233 -3.8414
     33  -3.9378  0.0822    -4.2233 -3.8421
     34  -3.9377  0.0818    -4.2232 -3.8421
     35  -3.9378  0.0816    -4.2232 -3.8429
     36  -3.9377  0.0814    -4.2231 -3.8429
     37  -3.9378  0.0813    -4.2231 -3.8435
     38  -3.9378  0.0812    -4.2231 -3.8435
     39  -3.9379  0.0811    -4.2231 -3.8440
     40  -3.9379  0.0810    -4.2230 -3.8441
     41  -3.9380  0.0808    -4.2230 -3.8448

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1022  0.0585     0.0078  0.1899
      3   0.1023  0.0584     0.0079  0.1899
      4   0.1022  0.0587     0.0074  0.1899
      5   0.1002  0.0587     0.0067  0.1894
      6   0.1110  0.0554     0.0148  0.1910
      7   0.1127  0.0543     0.0188  0.1912
      8   0.1136  0.0537     0.0212  0.1912
      9   0.1150  0.0528     0.0245  0.1914
     10   0.1164  0.0519     0.0275  0.1915
     11   0.1172  0.0514     0.0292  0.1916
     12   0.1180  0.0509     0.0308  0.1916
     13   0.1185  0.0506     0.0319  0.1917
     14   0.1190  0.0503     0.0330  0.1917
     15   0.1197  0.0499     0.0344  0.1918
     16   0.1201  0.0496     0.0353  0.1918
     17   0.1205  0.0493     0.0361  0.1919
     18   0.1210  0.0490     0.0369  0.1919
     19   0.1215  0.0488     0.0377  0.1920
     20   0.1216  0.0487     0.0381  0.1920
     21   0.1220  0.0485     0.0388  0.1920
     22   0.1221  0.0484     0.0391  0.1920
     23   0.1222  0.0483     0.0394  0.1920
     24   0.1225  0.0482     0.0399  0.1921
     25   0.1225  0.0481     0.0401  0.1921
     26   0.1227  0.0480     0.0405  0.1921
     27   0.1229  0.0479     0.0409  0.1921
     28   0.1229  0.0478     0.0411  0.1921
     29   0.1230  0.0478     0.0414  0.1921
     30   0.1231  0.0477     0.0415  0.1921
     31   0.1232  0.0477     0.0417  0.1921
     32   0.1232  0.0476     0.0418  0.1921
     33   0.1233  0.0476     0.0419  0.1921
     34   0.1235  0.0475     0.0423  0.1922
     35   0.1236  0.0474     0.0424  0.1922
     36   0.1238  0.0473     0.0427  0.1922
     37   0.1238  0.0473     0.0428  0.1922
     38   0.1239  0.0473     0.0430  0.1922
     39   0.1239  0.0472     0.0431  0.1922
     40   0.1240  0.0472     0.0432  0.1922
     41   0.1240  0.0472     0.0433  0.1922

