trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1328 740.00  0.00 800.00 104.00  0
  1  681 380.00  0.00 800.00 156.00  1
  2  647 360.00  0.00 800.00 520.00  1
  3  845 470.00  0.00 800.00 520.00  1
  4 1025 570.00  0.00 800.00 520.00  1
  5 1151 640.00  0.00 800.00 520.00  0
  6 1097 610.00  0.00 800.00 520.00  0
  7 1007 560.00  0.00 800.00 520.00  1
  8 1115 620.00  0.00 800.00 520.00  0
  9 1007 560.00  0.00 800.00 260.00  0
 10   13  10.00  0.00 800.00 52.00  1
 11   13  10.00  0.00 800.00 104.00  1
 12 1259 700.00  0.00 800.00 520.00  0
 13  791 440.00  0.00 800.00 520.00  0
 14    9  10.00  0.00 800.00 12.90  1
 15  575 320.00  0.00 800.00 520.00  1
 16  683 380.00  0.00 800.00 520.00  1
 17 1205 670.00  0.00 800.00 520.00  1
 18    9  10.00  0.00 800.00 12.90  1
 19    9  10.00  0.00 800.00 17.20  1
 20 1259 700.00  0.00 800.00 520.00  0
 21 1259 710.00  0.00 800.00 260.00  0
 22 1259 680.00  0.00 800.00 260.00  0
 23  701 390.00  0.00 800.00 520.00  1
 24 1223 680.00  0.00 800.00 520.00  0
 25  701 380.00  0.00 800.00 260.00  1
 26  737 410.00  0.00 800.00 520.00  1
 27 1223 680.00  0.00 800.00 520.00  0
 28  719 400.00  0.00 800.00 520.00  1
 29 1187 660.00  0.00 800.00 520.00  1
 30 1295 720.00  0.00 800.00 520.00  0
 31 1277 710.00  0.00 800.00 520.00  0
 32  755 420.00  0.00 800.00 520.00  1
 33  737 410.00  0.00 800.00 520.00  1
 34 1259 700.00  0.00 800.00 520.00  0
 35  845 470.00  0.00 800.00 520.00  1
 36 1259 700.00  0.00 800.00 260.00  0
 37  845 460.00  0.00 800.00 260.00  1
 38  863 480.00  0.00 800.00 520.00  1
 39 1187 660.00  0.00 800.00 520.00  0
 40  899 500.00  0.00 800.00 520.00  0
 41  809 450.00  0.00 800.00 520.00  1
