Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0621  1.4317    -7.1275 -2.3444
      1  -3.1386  1.3253    -6.8580 -2.5462
      2  -3.4519  1.4397    -7.5056 -2.6851
      3  -4.4618  1.8695    -8.6739 -2.7976
      4  -4.1841  1.7002    -8.3755 -2.8250
      5  -3.6976  1.3153    -7.2525 -2.7969
      6  -3.4335  1.1267    -6.2523 -2.7480
      7  -3.2568  0.9249    -4.6188 -2.7257
      8  -3.3154  0.8420    -4.3421 -2.8868
      9  -3.2096  0.6865    -3.7393 -2.8799
     10  -3.2139  0.5644    -3.6723 -2.9524
     11  -3.1586  0.4491    -3.5664 -2.9425
     12  -3.1652  0.3590    -3.5576 -3.0687
     13  -3.1488  0.2657    -3.5199 -3.0740
     14  -3.1401  0.2019    -3.4929 -3.0787
     15  -3.1818  0.2527    -3.6176 -3.1384
     16  -3.1969  0.2302    -3.6335 -3.1444
     17  -3.1887  0.1834    -3.6244 -3.1444
     18  -3.2640  0.2288    -3.6652 -3.1522
     19  -3.2061  0.2049    -3.6389 -3.1460
     20  -3.1999  0.1701    -3.6335 -3.1461
     21  -3.1965  0.1489    -3.6302 -3.1461
     22  -3.1941  0.1364    -3.6276 -3.1462
     23  -3.1917  0.1284    -3.6248 -3.1462
     24  -3.2307  0.1432    -3.6482 -3.1511
     25  -3.1830  0.1184    -3.6131 -3.1467
     26  -3.2176  0.1361    -3.6416 -3.1503
     27  -3.2393  0.1405    -3.6502 -3.1534
     28  -3.2623  0.1423    -3.6564 -3.1572
     29  -3.2604  0.1407    -3.6556 -3.1570
     30  -3.3074  0.1359    -3.6636 -3.1690
     31  -3.2346  0.1359    -3.6480 -3.1532
     32  -3.2807  0.1400    -3.6594 -3.1612
     33  -3.3367  0.1237    -3.6665 -3.1844
     34  -3.2712  0.1403    -3.6576 -3.1592
     35  -3.2693  0.1396    -3.6570 -3.1589
     36  -3.3020  0.1357    -3.6623 -3.1673
     37  -3.3007  0.1356    -3.6620 -3.1670
     38  -3.2977  0.1359    -3.6615 -3.1660
     39  -3.2285  0.1323    -3.6450 -3.1527
     40  -3.2272  0.1318    -3.6444 -3.1526
     41  -3.2869  0.1375    -3.6598 -3.1630

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0869  0.0651     0.0000  0.1881
      1   0.0876  0.0648     0.0000  0.1883
      2   0.0741  0.0650     0.0000  0.1854
      3   0.0145  0.0202     0.0000  0.0529
      4   0.0176  0.0210     0.0000  0.0573
      5   0.0222  0.0226     0.0000  0.0642
      6   0.0276  0.0247     0.0000  0.0727
      7   0.0323  0.0257     0.0001  0.0787
      8   0.0344  0.0266     0.0001  0.0823
      9   0.0391  0.0276     0.0011  0.0885
     10   0.0433  0.0285     0.0031  0.0944
     11   0.0478  0.0291     0.0063  0.0997
     12   0.0519  0.0297     0.0089  0.1044
     13   0.0528  0.0293     0.0108  0.1050
     14   0.0535  0.0291     0.0124  0.1054
     15   0.0445  0.0236     0.0096  0.0854
     16   0.0462  0.0243     0.0106  0.0885
     17   0.0469  0.0241     0.0120  0.0889
     18   0.0375  0.0180     0.0094  0.0675
     19   0.0398  0.0189     0.0103  0.0716
     20   0.0404  0.0187     0.0114  0.0720
     21   0.0408  0.0186     0.0122  0.0723
     22   0.0411  0.0185     0.0131  0.0725
     23   0.0415  0.0184     0.0140  0.0727
     24   0.0397  0.0171     0.0139  0.0683
     25   0.0421  0.0182     0.0144  0.0727
     26   0.0401  0.0170     0.0142  0.0684
     27   0.0406  0.0171     0.0146  0.0690
     28   0.0410  0.0171     0.0150  0.0697
     29   0.0413  0.0170     0.0153  0.0700
     30   0.0397  0.0155     0.0153  0.0654
     31   0.0417  0.0174     0.0153  0.0713
     32   0.0394  0.0157     0.0151  0.0659
     33   0.0371  0.0134     0.0150  0.0585
     34   0.0379  0.0149     0.0147  0.0625
     35   0.0382  0.0148     0.0150  0.0628
     36   0.0376  0.0142     0.0152  0.0609
     37   0.0378  0.0141     0.0154  0.0611
     38   0.0383  0.0141     0.0158  0.0614
     39   0.0409  0.0161     0.0159  0.0681
     40   0.0411  0.0161     0.0161  0.0682
     41   0.0373  0.0135     0.0156  0.0596

