Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.7462  1.5320    -8.5931 -4.5467
      1  -7.9090  0.9242    -4.6491 -6.7864
      2  -7.1585  0.6411    -8.1061 -6.6600
      3  -7.4691  0.5746    -8.4287 -7.1172
      4  -7.2596  0.5173    -7.8263 -7.0144
      5  -6.8443  1.1837    -8.6272 -4.1472
      6  -6.9583  0.9814    -8.5238 -5.2840
      7  -6.3927  1.3167    -8.5550 -3.5772
      8  -6.4897  1.1319    -8.3415 -4.2662
      9  -6.5517  0.9903    -8.1884 -4.9170
     10  -6.7334  0.8413    -8.2322 -5.6703
     11  -6.8553  0.7398    -8.2821 -6.0879
     12  -6.7457  0.6124    -7.7920 -6.0848
     13  -6.8275  0.5456    -7.8244 -6.2990
     14  -6.7461  0.4496    -7.5188 -6.2801
     15  -6.9471  0.5791    -7.9864 -6.4140
     16  -7.0024  0.5229    -8.0125 -6.5192
     17  -6.9488  0.4385    -7.7593 -6.5163
     18  -7.1577  0.6178    -8.3275 -6.5780
     19  -7.1039  0.5296    -8.0774 -6.5803
     20  -7.0401  0.4836    -7.9091 -6.5455
     21  -7.0870  0.4437    -7.9406 -6.6679
     22  -7.0447  0.3856    -7.7794 -6.6548
     23  -7.0860  0.3605    -7.7961 -6.7449
     24  -7.0295  0.3372    -7.7074 -6.7269
     25  -7.0398  0.3181    -7.7017 -6.7405
     26  -7.0123  0.2852    -7.5802 -6.7375
     27  -7.0506  0.2712    -7.6224 -6.7700
     28  -7.0782  0.2598    -7.6468 -6.8028
     29  -7.0478  0.2330    -7.5438 -6.7927
     30  -7.0793  0.2242    -7.5508 -6.8394
     31  -7.0581  0.2054    -7.5333 -6.8294
     32  -7.0618  0.2005    -7.5328 -6.8407
     33  -7.0831  0.1937    -7.5378 -6.8996
     34  -7.0617  0.1794    -7.5221 -6.8801
     35  -7.0820  0.1741    -7.5280 -6.9671
     36  -7.0513  0.1599    -7.5074 -6.9169
     37  -7.1037  0.1702    -7.5321 -7.0064
     38  -7.1469  0.1723    -7.5433 -7.0182
     39  -7.1831  0.1690    -7.5499 -7.0300
     40  -7.2114  0.1621    -7.5725 -7.0433
     41  -7.2325  0.1537    -7.6040 -7.0587

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0592     0.0053  0.1897
      1   0.1017  0.0589     0.0062  0.1899
      2   0.0989  0.0599     0.0041  0.1895
      3   0.0981  0.0600     0.0044  0.1893
      4   0.1009  0.0598     0.0040  0.1899
      5   0.0217  0.0219     0.0000  0.0618
      6   0.0239  0.0219     0.0000  0.0638
      7   0.0093  0.0091     0.0000  0.0241
      8   0.0107  0.0089     0.0000  0.0253
      9   0.0116  0.0087     0.0001  0.0259
     10   0.0131  0.0092     0.0001  0.0276
     11   0.0144  0.0096     0.0003  0.0299
     12   0.0159  0.0101     0.0006  0.0322
     13   0.0173  0.0104     0.0009  0.0337
     14   0.0188  0.0107     0.0013  0.0355
     15   0.0144  0.0083     0.0006  0.0268
     16   0.0153  0.0085     0.0009  0.0276
     17   0.0164  0.0086     0.0012  0.0290
     18   0.0117  0.0062     0.0005  0.0201
     19   0.0125  0.0063     0.0007  0.0206
     20   0.0130  0.0065     0.0008  0.0218
     21   0.0138  0.0066     0.0010  0.0231
     22   0.0145  0.0067     0.0012  0.0241
     23   0.0153  0.0068     0.0014  0.0251
     24   0.0156  0.0068     0.0015  0.0253
     25   0.0160  0.0068     0.0018  0.0256
     26   0.0167  0.0068     0.0022  0.0261
     27   0.0174  0.0070     0.0027  0.0268
     28   0.0181  0.0071     0.0032  0.0273
     29   0.0188  0.0071     0.0041  0.0278
     30   0.0195  0.0072     0.0050  0.0294
     31   0.0202  0.0072     0.0065  0.0303
     32   0.0205  0.0072     0.0071  0.0306
     33   0.0211  0.0073     0.0074  0.0315
     34   0.0218  0.0073     0.0076  0.0321
     35   0.0224  0.0074     0.0079  0.0328
     36   0.0229  0.0074     0.0081  0.0332
     37   0.0221  0.0073     0.0078  0.0323
     38   0.0222  0.0074     0.0078  0.0327
     39   0.0227  0.0077     0.0079  0.0334
     40   0.0233  0.0079     0.0080  0.0342
     41   0.0240  0.0082     0.0083  0.0353

