trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  162 100.00  0.00 800.00  0.43  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  827 460.00  0.00 800.00 520.00  0
  4  647 360.00  0.00 800.00 520.00  0
  5  772 430.00  0.00 800.00 260.00  0
  6  789 440.00  0.00 800.00 156.00  0
  7  644 360.00  0.00 800.00 104.00  0
  8    0  10.00  0.00 800.00  0.43  1
  9  643 360.00  0.00 800.00 52.00  1
 10  697 390.00  0.00 800.00 52.00  1
 11  626 350.00  0.00 800.00 104.00  1
 12  626 330.00  0.00 800.00 52.00  1
 13  735 410.00  0.00 800.00 156.00  0
 14  590 330.00  0.00 800.00 104.00  0
 15  607 340.00  0.00 800.00 52.00  1
 16  896 500.00  0.00 800.00 104.00  0
 17  607 350.00  0.00 800.00 104.00  1
 18  932 520.00  0.00 800.00 104.00  1
 19    0  10.00  0.00 800.00  0.43  0
 20    0  30.00  0.00 800.00  0.71  1
 21    0  10.00  0.00 800.00  0.71  1
 22    0  20.00  0.00 800.00  0.71  1
 23    0  20.00  0.00 800.00  0.71  1
 24    0  30.00  0.00 800.00  0.71  1
 25    0  10.00  0.00 800.00  0.71  1
 26    0  10.00  0.00 800.00  0.71  1
 27    0  10.00  0.00 800.00  0.71  1
 28    0  20.00  0.00 800.00  0.71  1
 29  752 420.00  0.00 800.00 104.00  1
 30  699 390.00  0.00 800.00 156.00  1
 31  735 410.00  0.00 800.00 156.00  0
 32    0  10.00  0.00 800.00  0.43  1
 33  699 390.00  0.00 800.00 156.00  1
 34  717 400.00  0.00 800.00 156.00  0
 35  681 380.00  0.00 800.00 156.00  1
 36  717 380.00  0.00 800.00 104.00  0
 37  681 400.00  0.00 800.00 260.00  0
 38  663 370.00  0.00 800.00 156.00  0
 39  752 420.00  0.00 800.00 104.00  0
 40  734 410.00  0.00 800.00 104.00  0
 41    0  10.00  0.00 800.00  0.43  1
