Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -7.5052  1.1136    -6.0444 -6.0008
      2  -6.5915  0.6862    -7.6323 -5.9107
      3  -6.1329  0.5110    -6.7417 -5.7168
      4  -5.8281  0.5355    -6.3998 -5.2596
      5  -5.3865  0.9473    -6.4152 -3.4203
      6  -4.7390  1.2400    -6.7059 -2.7269
      7  -4.1237  1.3623    -7.1197 -2.5068
      8  -3.9968  1.2009    -6.0067 -2.5006
      9  -4.3974  1.0620    -6.0762 -2.8558
     10  -4.6509  0.8984    -6.0464 -3.4201
     11  -4.8690  0.7914    -6.1040 -3.8624
     12  -4.9159  0.6777    -6.0291 -4.0880
     13  -4.7482  0.6285    -5.7458 -3.9968
     14  -4.5264  0.7123    -5.5683 -3.7123
     15  -4.5800  0.6109    -5.5404 -3.9180
     16  -4.4912  0.5451    -5.3293 -3.8658
     17  -4.6095  0.5115    -5.4396 -4.0459
     18  -4.8205  0.6205    -5.7477 -4.2046
     19  -5.6036  1.9667    -9.0610 -2.7066
     20  -5.5280  1.8934    -9.0177 -2.7485
     21  -5.4158  1.7740    -8.9347 -2.8283
     22  -5.2736  1.5994    -8.7758 -2.9795
     23  -5.1253  1.3794    -8.4718 -3.2623
     24  -4.9991  1.1450    -7.8925 -3.7008
     25  -4.9088  0.9321    -6.8119 -3.9775
     26  -4.8518  0.7628    -5.9657 -4.0597
     27  -4.8188  0.6423    -5.8095 -4.1068
     28  -4.8005  0.5638    -5.7485 -4.1327
     29  -4.9231  0.5447    -5.8411 -4.2961
     30  -5.0479  0.5401    -5.9518 -4.4445
     31  -4.9395  0.5207    -5.8082 -4.3507
     32  -4.9308  0.4707    -5.7847 -4.3621
     33  -5.0392  0.4647    -5.8645 -4.5225
     34  -4.9414  0.4500    -5.7485 -4.4207
     35  -5.0332  0.4427    -5.8274 -4.5430
     36  -4.9267  0.4628    -5.6983 -4.4274
     37  -4.8745  0.4288    -5.5995 -4.3878
     38  -4.7979  0.4205    -5.5315 -4.3226
     39  -4.7221  0.4190    -5.4339 -4.2711
     40  -4.6493  0.4170    -5.3258 -4.2224
     41  -4.6433  0.3784    -5.3198 -4.2322

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1019  0.0587     0.0069  0.1899
      2   0.1003  0.0593     0.0055  0.1897
      3   0.1013  0.0594     0.0052  0.1899
      4   0.0946  0.0608     0.0028  0.1888
      5   0.0344  0.0346     0.0001  0.1033
      6   0.0116  0.0100     0.0000  0.0280
      7   0.0074  0.0047     0.0000  0.0130
      8   0.0080  0.0044     0.0001  0.0132
      9   0.0086  0.0050     0.0001  0.0145
     10   0.0094  0.0054     0.0001  0.0169
     11   0.0100  0.0057     0.0001  0.0181
     12   0.0107  0.0057     0.0003  0.0188
     13   0.0111  0.0059     0.0004  0.0193
     14   0.0096  0.0051     0.0001  0.0164
     15   0.0103  0.0052     0.0003  0.0175
     16   0.0109  0.0054     0.0005  0.0185
     17   0.0111  0.0054     0.0005  0.0187
     18   0.0090  0.0043     0.0002  0.0135
     19   0.0009  0.0022     0.0000  0.0039
     20   0.0014  0.0027     0.0000  0.0052
     21   0.0023  0.0032     0.0000  0.0059
     22   0.0033  0.0035     0.0000  0.0063
     23   0.0044  0.0033     0.0000  0.0065
     24   0.0054  0.0029     0.0000  0.0066
     25   0.0060  0.0024     0.0000  0.0066
     26   0.0065  0.0019     0.0001  0.0066
     27   0.0067  0.0014     0.0002  0.0066
     28   0.0069  0.0011     0.0003  0.0067
     29   0.0069  0.0011     0.0003  0.0067
     30   0.0068  0.0011     0.0003  0.0067
     31   0.0069  0.0011     0.0003  0.0067
     32   0.0069  0.0008     0.0004  0.0067
     33   0.0069  0.0008     0.0004  0.0067
     34   0.0069  0.0008     0.0004  0.0067
     35   0.0069  0.0008     0.0004  0.0067
     36   0.0069  0.0009     0.0003  0.0067
     37   0.0069  0.0008     0.0004  0.0067
     38   0.0069  0.0008     0.0004  0.0067
     39   0.0069  0.0008     0.0004  0.0067
     40   0.0069  0.0008     0.0004  0.0067
     41   0.0070  0.0006     0.0004  0.0067

