Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7747  2.0643    -9.1296 -2.6853
      1  -4.0299  1.1154    -5.7981 -2.4984
      2  -4.9623  0.6558    -5.8856 -4.2686
      3  -4.5359  0.4757    -5.1795 -4.1680
      4  -4.6942  0.3884    -5.2522 -4.5138
      5  -4.5307  0.3506    -4.9682 -4.3530
      6  -4.4989  0.2680    -4.7839 -4.3541
      7  -4.5190  0.1914    -4.7838 -4.5197
      8  -4.6168  0.4456    -5.0610 -4.5169
      9  -4.7887  0.5874    -5.4886 -4.5246
     10  -4.8318  0.5160    -5.4533 -4.5679
     11  -4.7865  0.3855    -5.2030 -4.5744
     12  -4.7564  0.3182    -5.0605 -4.5667
     13  -4.7433  0.2470    -5.0547 -4.5689
     14  -4.7423  0.1956    -5.0538 -4.5761
     15  -4.7364  0.1639    -5.0511 -4.5752
     16  -4.7372  0.1417    -5.0508 -4.5792
     17  -4.6440  0.1828    -5.0396 -4.5341
     18  -4.5815  0.5394    -5.0595 -4.2642
     19  -4.5737  0.4231    -5.0442 -4.3131
     20  -4.5475  0.3386    -5.0182 -4.3183
     21  -4.5532  0.2732    -5.0149 -4.3703
     22  -4.6397  0.3930    -5.0621 -4.4186
     23  -4.6181  0.3167    -5.0494 -4.4284
     24  -4.6266  0.2642    -5.0486 -4.5149
     25  -4.6828  0.2742    -5.0606 -4.5284
     26  -4.6942  0.2341    -5.0603 -4.5376
     27  -4.7308  0.2169    -5.0648 -4.5557
     28  -4.7499  0.1898    -5.0671 -4.5749
     29  -4.7630  0.1651    -5.0721 -4.5973
     30  -4.7360  0.1703    -5.0591 -4.5688
     31  -4.6814  0.2166    -5.0550 -4.5397
     32  -4.7258  0.2125    -5.0618 -4.5564
     33  -4.7411  0.1866    -5.0623 -4.5701
     34  -4.7564  0.1642    -5.0630 -4.5908
     35  -4.7566  0.1463    -5.0621 -4.5947
     36  -4.7566  0.1353    -5.0614 -4.5972
     37  -4.7706  0.1208    -5.0623 -4.6340
     38  -4.7651  0.1115    -5.0586 -4.6283
     39  -4.7731  0.1005    -5.0589 -4.6660
     40  -4.7587  0.1066    -5.0552 -4.6187
     41  -4.7189  0.1385    -5.0528 -4.5628

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1024  0.0584     0.0076  0.1899
      1   0.1027  0.0584     0.0078  0.1900
      2   0.1015  0.0588     0.0064  0.1898
      3   0.1017  0.0585     0.0073  0.1898
      4   0.1047  0.0575     0.0098  0.1902
      5   0.1068  0.0574     0.0102  0.1906
      6   0.1145  0.0549     0.0169  0.1917
      7   0.1224  0.0516     0.0275  0.1926
      8   0.0642  0.0420     0.0039  0.1429
      9   0.0422  0.0298     0.0001  0.0948
     10   0.0456  0.0310     0.0010  0.1006
     11   0.0495  0.0304     0.0049  0.1031
     12   0.0538  0.0310     0.0082  0.1086
     13   0.0564  0.0306     0.0116  0.1103
     14   0.0572  0.0302     0.0139  0.1108
     15   0.0593  0.0301     0.0158  0.1129
     16   0.0599  0.0299     0.0168  0.1131
     17   0.0465  0.0216     0.0137  0.0829
     18   0.0199  0.0110     0.0004  0.0364
     19   0.0212  0.0107     0.0016  0.0375
     20   0.0224  0.0106     0.0029  0.0385
     21   0.0234  0.0104     0.0045  0.0393
     22   0.0189  0.0087     0.0017  0.0314
     23   0.0197  0.0085     0.0027  0.0321
     24   0.0206  0.0084     0.0039  0.0327
     25   0.0202  0.0085     0.0034  0.0325
     26   0.0211  0.0085     0.0047  0.0332
     27   0.0216  0.0087     0.0051  0.0340
     28   0.0226  0.0089     0.0064  0.0350
     29   0.0234  0.0090     0.0072  0.0365
     30   0.0232  0.0088     0.0073  0.0356
     31   0.0204  0.0077     0.0051  0.0312
     32   0.0202  0.0076     0.0047  0.0309
     33   0.0209  0.0077     0.0058  0.0318
     34   0.0216  0.0078     0.0070  0.0325
     35   0.0219  0.0077     0.0073  0.0327
     36   0.0221  0.0076     0.0074  0.0328
     37   0.0227  0.0077     0.0077  0.0334
     38   0.0233  0.0077     0.0080  0.0337
     39   0.0239  0.0077     0.0083  0.0341
     40   0.0240  0.0077     0.0085  0.0342
     41   0.0216  0.0069     0.0077  0.0311

