Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.2273  1.3972    -6.9381 -2.4946
      1  -5.2563  1.0834    -7.9294 -4.2684
      2  -4.5581  0.6016    -5.2483 -4.1127
      3  -4.8714  0.6294    -5.6427 -4.5427
      4  -5.7953  1.6088    -8.9358 -3.1861
      5  -5.7977  1.4767    -8.8527 -3.5865
      6  -5.4178  1.1570    -8.0240 -3.7802
      7  -5.3823  1.0119    -7.5271 -4.0967
      8  -5.9499  1.2645    -8.5445 -3.9221
      9  -5.9675  1.1369    -8.3565 -4.4326
     10  -5.7252  0.9146    -7.4188 -4.5244
     11  -6.1543  1.1343    -8.3305 -4.3445
     12  -6.1854  1.0081    -8.1365 -4.8342
     13  -6.2036  0.9248    -8.0215 -5.0242
     14  -5.9760  0.7727    -7.3140 -4.9412
     15  -5.8160  0.6792    -6.9294 -4.8689
     16  -5.9454  0.6011    -6.9730 -5.1639
     17  -6.0601  0.5469    -7.0435 -5.4028
     18  -5.9798  0.4801    -6.8466 -5.3785
     19  -6.0512  0.4367    -6.8857 -5.5287
     20  -6.1505  0.4181    -6.9627 -5.6725
     21  -6.0970  0.3704    -6.8229 -5.6584
     22  -6.1394  0.3460    -6.8523 -5.7300
     23  -6.0985  0.3134    -6.7139 -5.7140
     24  -6.1402  0.2935    -6.7235 -5.8133
     25  -6.2764  0.3279    -6.9598 -5.9213
     26  -6.2396  0.2984    -6.8784 -5.9133
     27  -6.2140  0.2781    -6.7877 -5.9083
     28  -6.2518  0.2607    -6.8204 -5.9487
     29  -6.2608  0.2513    -6.8203 -5.9658
     30  -6.2913  0.2395    -6.8458 -6.0162
     31  -6.2660  0.2233    -6.7359 -6.0029
     32  -6.2968  0.2130    -6.7753 -6.0758
     33  -6.2749  0.2008    -6.7154 -6.0570
     34  -6.3140  0.1927    -6.7231 -6.1734
     35  -6.3517  0.1850    -6.7852 -6.1900
     36  -6.3565  0.1806    -6.7826 -6.1941
     37  -6.3628  0.1760    -6.7821 -6.1989
     38  -6.3961  0.1676    -6.8327 -6.2166
     39  -6.4179  0.1590    -6.8564 -6.2354
     40  -6.4335  0.1511    -6.8705 -6.2572
     41  -6.4208  0.1407    -6.8094 -6.2497

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0974  0.0601     0.0034  0.1892
      1   0.0940  0.0607     0.0027  0.1886
      2   0.1003  0.0596     0.0029  0.1896
      3   0.0956  0.0606     0.0001  0.1888
      4   0.0085  0.0106     0.0000  0.0266
      5   0.0105  0.0109     0.0000  0.0289
      6   0.0131  0.0120     0.0000  0.0333
      7   0.0145  0.0118     0.0000  0.0342
      8   0.0083  0.0066     0.0000  0.0180
      9   0.0092  0.0063     0.0000  0.0186
     10   0.0104  0.0067     0.0001  0.0200
     11   0.0074  0.0048     0.0000  0.0132
     12   0.0081  0.0045     0.0001  0.0133
     13   0.0084  0.0042     0.0001  0.0134
     14   0.0090  0.0045     0.0002  0.0141
     15   0.0094  0.0047     0.0003  0.0156
     16   0.0101  0.0050     0.0004  0.0172
     17   0.0106  0.0053     0.0005  0.0183
     18   0.0113  0.0055     0.0006  0.0191
     19   0.0119  0.0057     0.0007  0.0197
     20   0.0123  0.0059     0.0008  0.0202
     21   0.0130  0.0061     0.0009  0.0206
     22   0.0137  0.0062     0.0011  0.0216
     23   0.0144  0.0063     0.0013  0.0228
     24   0.0150  0.0064     0.0015  0.0239
     25   0.0127  0.0056     0.0010  0.0199
     26   0.0133  0.0056     0.0011  0.0202
     27   0.0139  0.0057     0.0013  0.0205
     28   0.0145  0.0058     0.0015  0.0212
     29   0.0148  0.0058     0.0017  0.0217
     30   0.0154  0.0058     0.0020  0.0229
     31   0.0160  0.0058     0.0025  0.0237
     32   0.0165  0.0060     0.0029  0.0246
     33   0.0170  0.0060     0.0036  0.0252
     34   0.0175  0.0061     0.0040  0.0258
     35   0.0179  0.0063     0.0044  0.0263
     36   0.0182  0.0062     0.0052  0.0265
     37   0.0186  0.0062     0.0063  0.0267
     38   0.0190  0.0064     0.0067  0.0271
     39   0.0195  0.0066     0.0071  0.0276
     40   0.0200  0.0067     0.0072  0.0285
     41   0.0206  0.0067     0.0075  0.0295

