Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.1999  2.0437    -8.6792 -2.3775
      1  -3.7586  1.8053    -8.2359 -2.3638
      2  -4.3974  1.7749    -8.5286 -2.6278
      3  -4.1049  1.5588    -8.0193 -2.6238
      4  -3.8760  1.3215    -7.0563 -2.6200
      5  -3.5162  1.1426    -6.1229 -2.5581
      6  -3.2790  1.0615    -5.4586 -2.4800
      7  -3.3216  0.9171    -4.7478 -2.6529
      8  -3.1789  0.7684    -3.9843 -2.6253
      9  -3.0640  0.9007    -4.1464 -2.4826
     10  -3.0548  0.7453    -3.8022 -2.6010
     11  -2.9563  0.6713    -3.5460 -2.5708
     12  -2.9530  0.5408    -3.4607 -2.6376
     13  -2.8928  0.4503    -3.3651 -2.6248
     14  -2.9006  0.3603    -3.3605 -2.6949
     15  -2.8559  0.3409    -3.2610 -2.6488
     16  -2.8661  0.2715    -3.2581 -2.7231
     17  -2.8827  0.2403    -3.2878 -2.8579
     18  -2.8647  0.1865    -3.1629 -2.8577
     19  -2.8556  0.1440    -3.1264 -2.8580
     20  -2.8199  0.3049    -3.1276 -2.6227
     21  -2.8346  0.2457    -3.1276 -2.6632
     22  -2.8549  0.2160    -3.1300 -2.7621
     23  -2.8581  0.1699    -3.1294 -2.8554
     24  -2.8609  0.1356    -3.1290 -2.8605
     25  -2.8550  0.1068    -3.1245 -2.8605
     26  -2.8576  0.0867    -3.1244 -2.8638
     27  -2.8543  0.0703    -3.1216 -2.8637
     28  -2.8564  0.0582    -3.1216 -2.8659
     29  -2.8544  0.0482    -3.1199 -2.8658
     30  -2.8550  0.0423    -3.1199 -2.8665
     31  -2.8517  0.0459    -3.1187 -2.8644
     32  -2.8536  0.0370    -3.1187 -2.8663
     33  -2.8522  0.0363    -3.1181 -2.8656
     34  -2.8544  0.0266    -3.1182 -2.8677
     35  -2.8490  0.0522    -3.1182 -2.8621
     36  -2.8514  0.0425    -3.1182 -2.8646
     37  -2.8491  0.0467    -3.1178 -2.8626
     38  -2.8516  0.0371    -3.1179 -2.8651
     39  -2.8386  0.0732    -3.1174 -2.7990
     40  -2.8418  0.0651    -3.1175 -2.8508
     41  -2.8444  0.0583    -3.1176 -2.8577

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0206  0.0328     0.0000  0.0890
      1   0.0264  0.0350     0.0000  0.0993
      2   0.0112  0.0148     0.0000  0.0375
      3   0.0137  0.0153     0.0000  0.0406
      4   0.0155  0.0154     0.0000  0.0428
      5   0.0191  0.0174     0.0000  0.0499
      6   0.0215  0.0190     0.0001  0.0555
      7   0.0248  0.0207     0.0001  0.0617
      8   0.0284  0.0218     0.0003  0.0673
      9   0.0224  0.0175     0.0001  0.0532
     10   0.0254  0.0183     0.0004  0.0571
     11   0.0276  0.0195     0.0009  0.0616
     12   0.0305  0.0199     0.0019  0.0650
     13   0.0335  0.0207     0.0030  0.0690
     14   0.0363  0.0209     0.0049  0.0721
     15   0.0378  0.0219     0.0053  0.0753
     16   0.0407  0.0220     0.0076  0.0783
     17   0.0433  0.0229     0.0086  0.0823
     18   0.0462  0.0230     0.0107  0.0853
     19   0.0483  0.0228     0.0133  0.0871
     20   0.0300  0.0148     0.0052  0.0537
     21   0.0321  0.0148     0.0073  0.0552
     22   0.0339  0.0153     0.0080  0.0582
     23   0.0354  0.0151     0.0094  0.0594
     24   0.0367  0.0150     0.0108  0.0604
     25   0.0379  0.0148     0.0128  0.0612
     26   0.0391  0.0147     0.0143  0.0619
     27   0.0401  0.0146     0.0152  0.0630
     28   0.0412  0.0146     0.0162  0.0642
     29   0.0422  0.0145     0.0173  0.0652
     30   0.0426  0.0144     0.0179  0.0654
     31   0.0417  0.0140     0.0174  0.0637
     32   0.0426  0.0140     0.0186  0.0647
     33   0.0437  0.0142     0.0196  0.0663
     34   0.0449  0.0145     0.0209  0.0678
     35   0.0370  0.0118     0.0156  0.0545
     36   0.0377  0.0117     0.0164  0.0550
     37   0.0381  0.0118     0.0166  0.0556
     38   0.0390  0.0118     0.0175  0.0566
     39   0.0327  0.0100     0.0143  0.0471
     40   0.0332  0.0099     0.0147  0.0474
     41   0.0336  0.0098     0.0151  0.0476

