trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   16  10.00  0.00 800.00 260.00  0
  1 1421 790.00  0.00 800.00 520.00  0
  2  695 390.00  0.00 800.00 21.50  1
  3    0  10.00  0.00 800.00  0.43  1
  4 1421 790.00  0.00 800.00 520.00  0
  5  679 380.00  0.00 800.00 52.00  0
  6  750 420.00  0.00 800.00 26.00  0
  7  676 380.00  0.00 800.00 17.20  1
  8  786 440.00  0.00 800.00 26.00  0
  9  659 370.00  0.00 800.00 21.50  0
 10  586 330.00  0.00 800.00 17.20  1
 11  713 400.00  0.00 800.00 21.50  0
 12  675 380.00  0.00 800.00 12.90  1
 13  731 410.00  0.00 800.00 21.50  0
 14  693 390.00  0.00 800.00 12.90  1
 15  731 410.00  0.00 800.00 17.20  0
 16  604 340.00  0.00 800.00 17.20  1
 17  604 340.00  0.00 800.00 21.50  1
 18  731 410.00  0.00 800.00 21.50  0
 19  749 420.00  0.00 800.00 21.50  0
 20  711 400.00  0.00 800.00 12.90  0
 21  693 390.00  0.00 800.00 12.90  1
 22  693 380.00  0.00 800.00 17.20  1
 23  675 380.00  0.00 800.00 12.90  1
 24  586 330.00  0.00 800.00 17.20  1
 25  767 430.00  0.00 800.00 21.50  0
 26  693 390.00  0.00 800.00 12.90  1
 27  838 470.00  0.00 800.00 17.20  0
 28  604 340.00  0.00 800.00 17.20  1
 29  749 420.00  0.00 800.00 21.50  0
 30  604 350.00  0.00 800.00 12.90  1
 31  604 350.00  0.00 800.00 21.50  0
 32  711 400.00  0.00 800.00 12.90  1
 33  711 420.00  0.00 800.00 17.20  0
 34  711 380.00  0.00 800.00 17.20  1
 35  622 350.00  0.00 800.00 17.20  0
 36  693 390.00  0.00 800.00 12.90  1
 37  693 410.00  0.00 800.00 17.20  0
 38  604 340.00  0.00 800.00 17.20  1
 39  711 400.00  0.00 800.00 12.90  0
 40  604 360.00  0.00 800.00 12.90  1
 41  604 360.00  0.00 800.00 12.90  1
