Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4023  1.0272    -4.8057 -2.4129
      1  -2.8990  0.8974    -3.8607 -2.3605
      2  -2.6402  0.8914    -3.4121 -2.3321
      3  -2.7681  0.8736    -3.6039 -2.4610
      4  -3.3089  1.4255    -7.3611 -2.5644
      5  -3.2562  1.5353    -7.6092 -2.4554
      6  -2.9925  1.1934    -6.1132 -2.4468
      7  -2.8380  1.0248    -4.7691 -2.4268
      8  -2.7194  0.8123    -3.1414 -2.4222
      9  -2.6746  0.6340    -3.0695 -2.5079
     10  -2.9555  1.1028    -5.5487 -2.4983
     11  -2.8174  0.8378    -3.3911 -2.4997
     12  -2.9440  0.9277    -4.0658 -2.5837
     13  -2.9156  1.0533    -5.1317 -2.4811
     14  -2.7940  0.7844    -3.3432 -2.4778
     15  -2.7229  0.6002    -3.1217 -2.4810
     16  -2.8356  0.7153    -3.3032 -2.5501
     17  -2.8016  0.5561    -3.1772 -2.5876
     18  -2.7438  0.6150    -3.1284 -2.5203
     19  -2.6883  0.5310    -3.1057 -2.4977
     20  -2.6714  0.4125    -3.0980 -2.5756
     21  -2.6473  0.3185    -3.0823 -2.5794
     22  -2.6158  0.2685    -3.0418 -2.5631
     23  -2.5979  0.2148    -2.9899 -2.5641
     24  -2.5846  0.1729    -2.8897 -2.5636
     25  -2.5882  0.1391    -2.8967 -2.5836
     26  -2.6298  0.2458    -3.0648 -2.5819
     27  -2.6861  0.3073    -3.1003 -2.5865
     28  -2.7354  0.3125    -3.1116 -2.5961
     29  -2.7748  0.2881    -3.1162 -2.6105
     30  -2.8021  0.2479    -3.1182 -2.6314
     31  -2.8195  0.2042    -3.1189 -2.6603
     32  -2.8389  0.1752    -3.1201 -2.7320
     33  -2.8446  0.1381    -3.1199 -2.8082
     34  -2.8454  0.1094    -3.1196 -2.8498
     35  -2.8499  0.0869    -3.1196 -2.8604
     36  -2.8523  0.0692    -3.1194 -2.8635
     37  -2.8532  0.0564    -3.1193 -2.8649
     38  -2.8567  0.0564    -3.1203 -2.8673
     39  -2.8553  0.0444    -3.1192 -2.8672
     40  -2.8541  0.0386    -3.1185 -2.8670
     41  -2.8548  0.0311    -3.1184 -2.8678

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0974  0.0611     0.0001  0.1894
      1   0.0988  0.0605     0.0001  0.1896
      2   0.1000  0.0601     0.0001  0.1897
      3   0.0984  0.0609     0.0001  0.1897
      4   0.0390  0.0375     0.0000  0.1114
      5   0.0369  0.0364     0.0000  0.1069
      6   0.0409  0.0362     0.0000  0.1099
      7   0.0483  0.0384     0.0001  0.1204
      8   0.0548  0.0389     0.0004  0.1266
      9   0.0605  0.0387     0.0045  0.1311
     10   0.0310  0.0228     0.0001  0.0701
     11   0.0338  0.0223     0.0001  0.0720
     12   0.0311  0.0218     0.0001  0.0683
     13   0.0259  0.0179     0.0001  0.0552
     14   0.0271  0.0174     0.0004  0.0559
     15   0.0291  0.0172     0.0019  0.0577
     16   0.0257  0.0159     0.0008  0.0520
     17   0.0275  0.0157     0.0022  0.0533
     18   0.0248  0.0139     0.0015  0.0469
     19   0.0263  0.0141     0.0024  0.0483
     20   0.0277  0.0139     0.0039  0.0496
     21   0.0290  0.0137     0.0059  0.0508
     22   0.0304  0.0140     0.0072  0.0526
     23   0.0319  0.0141     0.0080  0.0540
     24   0.0334  0.0142     0.0089  0.0552
     25   0.0346  0.0140     0.0101  0.0563
     26   0.0270  0.0113     0.0071  0.0440
     27   0.0250  0.0111     0.0051  0.0413
     28   0.0257  0.0118     0.0052  0.0442
     29   0.0273  0.0126     0.0063  0.0473
     30   0.0293  0.0132     0.0074  0.0501
     31   0.0311  0.0134     0.0083  0.0524
     32   0.0329  0.0138     0.0090  0.0545
     33   0.0343  0.0138     0.0103  0.0556
     34   0.0349  0.0136     0.0113  0.0561
     35   0.0362  0.0136     0.0130  0.0576
     36   0.0372  0.0136     0.0143  0.0586
     37   0.0379  0.0135     0.0148  0.0591
     38   0.0371  0.0132     0.0145  0.0577
     39   0.0380  0.0131     0.0152  0.0585
     40   0.0392  0.0133     0.0160  0.0600
     41   0.0401  0.0133     0.0168  0.0607

