Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5100  1.0050    -4.7828 -2.4271
      1  -4.0400  0.7799    -4.9836 -3.4299
      2  -4.3189  0.6910    -5.1801 -3.9618
      3  -4.0720  0.6864    -4.7602 -3.7433
      4  -3.9911  0.5184    -4.3287 -3.7505
      5  -3.9488  0.9878    -6.2671 -3.1788
      6  -3.8417  0.7615    -4.4513 -3.2323
      7  -3.8909  1.5197    -7.9983 -2.5856
      8  -3.6375  1.2255    -6.9055 -2.5815
      9  -3.4793  0.9668    -4.9214 -2.5795
     10  -3.5150  0.8026    -4.3807 -2.7645
     11  -3.5503  0.6618    -4.2329 -2.9731
     12  -3.5811  0.5460    -4.2161 -3.1595
     13  -3.6806  0.5203    -4.2882 -3.3056
     14  -3.6267  0.4290    -4.1865 -3.2921
     15  -3.5268  0.5053    -4.1113 -3.1617
     16  -3.4791  0.8804    -4.5210 -2.8501
     17  -3.4416  0.7076    -4.1663 -2.9155
     18  -3.3931  0.5546    -4.0556 -2.9191
     19  -3.3440  0.9114    -4.4770 -2.6522
     20  -3.2599  0.7104    -4.0466 -2.6528
     21  -3.2148  0.5700    -3.9444 -2.6532
     22  -3.2390  0.4927    -3.9432 -2.7303
     23  -3.1331  0.6789    -3.9175 -2.5804
     24  -3.0939  0.5502    -3.8675 -2.5802
     25  -3.1287  0.4906    -3.8801 -2.6272
     26  -3.1600  0.4405    -3.8931 -2.6804
     27  -3.1157  0.3979    -3.8259 -2.6587
     28  -3.1578  0.3696    -3.8555 -2.7313
     29  -3.1203  0.3413    -3.7810 -2.7064
     30  -3.1442  0.3185    -3.7976 -2.7724
     31  -3.1156  0.2994    -3.7114 -2.7501
     32  -3.1390  0.2838    -3.7332 -2.8334
     33  -3.1301  0.2739    -3.6898 -2.8293
     34  -3.1515  0.2621    -3.7111 -2.8704
     35  -3.1287  0.2504    -3.6693 -2.8655
     36  -3.1123  0.2412    -3.6529 -2.8626
     37  -3.1304  0.2314    -3.6570 -2.8801
     38  -3.2225  0.2571    -3.8086 -2.9116
     39  -3.2046  0.2485    -3.7545 -2.9048
     40  -3.1114  0.2736    -3.6760 -2.7822
     41  -3.1341  0.2644    -3.6823 -2.8562

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0606     0.0004  0.1896
      1   0.0992  0.0608     0.0007  0.1898
      2   0.1004  0.0607     0.0016  0.1901
      3   0.0976  0.0613     0.0001  0.1896
      4   0.1081  0.0586     0.0055  0.1911
      5   0.0435  0.0372     0.0000  0.1137
      6   0.0477  0.0368     0.0001  0.1167
      7   0.0120  0.0112     0.0000  0.0303
      8   0.0137  0.0110     0.0000  0.0316
      9   0.0147  0.0107     0.0001  0.0323
     10   0.0168  0.0112     0.0001  0.0343
     11   0.0187  0.0115     0.0005  0.0371
     12   0.0205  0.0117     0.0012  0.0391
     13   0.0208  0.0118     0.0013  0.0395
     14   0.0223  0.0119     0.0021  0.0408
     15   0.0194  0.0105     0.0013  0.0353
     16   0.0120  0.0071     0.0001  0.0213
     17   0.0129  0.0070     0.0002  0.0225
     18   0.0132  0.0068     0.0006  0.0227
     19   0.0089  0.0047     0.0001  0.0138
     20   0.0093  0.0044     0.0002  0.0138
     21   0.0094  0.0043     0.0004  0.0139
     22   0.0099  0.0044     0.0005  0.0151
     23   0.0080  0.0032     0.0002  0.0121
     24   0.0081  0.0030     0.0004  0.0122
     25   0.0084  0.0032     0.0004  0.0125
     26   0.0087  0.0033     0.0005  0.0128
     27   0.0090  0.0035     0.0005  0.0131
     28   0.0093  0.0037     0.0006  0.0133
     29   0.0096  0.0038     0.0006  0.0135
     30   0.0100  0.0039     0.0007  0.0136
     31   0.0103  0.0041     0.0007  0.0138
     32   0.0107  0.0041     0.0008  0.0140
     33   0.0109  0.0042     0.0008  0.0144
     34   0.0113  0.0042     0.0009  0.0154
     35   0.0117  0.0042     0.0010  0.0162
     36   0.0121  0.0042     0.0011  0.0168
     37   0.0125  0.0042     0.0012  0.0173
     38   0.0103  0.0038     0.0007  0.0135
     39   0.0107  0.0038     0.0008  0.0136
     40   0.0088  0.0031     0.0006  0.0127
     41   0.0091  0.0033     0.0006  0.0128

