Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -4.0156  1.1226    -5.7979 -2.4845
      2  -3.0773  0.6970    -3.9689 -2.3880
      3  -3.4757  0.5550    -4.1577 -3.1197
      4  -3.2884  0.4611    -3.7326 -2.9943
      5  -3.4419  0.4353    -3.8744 -3.2309
      6  -3.4219  1.0188    -5.6293 -2.7799
      7  -3.6828  1.1770    -6.8601 -2.9081
      8  -3.5077  0.9234    -5.0457 -2.9193
      9  -3.4330  1.0501    -5.8776 -2.7421
     10  -3.3128  0.8023    -4.1474 -2.7475
     11  -3.2952  0.6393    -3.9253 -2.9059
     12  -3.2135  0.5607    -3.6818 -2.8797
     13  -3.2117  0.4412    -3.6706 -2.9744
     14  -3.1866  0.3389    -3.6491 -2.9833
     15  -3.1735  0.2685    -3.6365 -2.9916
     16  -3.2250  0.2721    -3.6627 -3.1337
     17  -3.3162  0.3039    -3.6922 -3.1472
     18  -3.3734  0.2814    -3.7752 -3.1771
     19  -3.3982  0.2378    -3.7904 -3.2199
     20  -3.4107  0.1970    -3.7909 -3.2788
     21  -3.4130  0.1637    -3.7793 -3.3199
     22  -3.5022  0.2948    -3.9879 -3.4114
     23  -3.4695  0.2370    -3.9283 -3.4103
     24  -3.5884  0.3715    -4.1527 -3.4180
     25  -3.5553  0.3031    -4.0511 -3.4170
     26  -3.5291  0.2529    -3.9550 -3.4159
     27  -3.5045  0.2169    -3.9393 -3.4145
     28  -3.5822  0.2693    -4.0157 -3.4245
     29  -3.5647  0.2301    -3.9558 -3.4235
     30  -3.5475  0.2040    -3.9469 -3.4220
     31  -3.5348  0.1848    -3.9405 -3.4211
     32  -3.4952  0.1778    -3.9271 -3.4145
     33  -3.5490  0.1954    -3.9435 -3.4232
     34  -3.5861  0.1883    -3.9497 -3.4351
     35  -3.5972  0.1708    -3.9503 -3.4422
     36  -3.6124  0.1569    -3.9515 -3.4517
     37  -3.6299  0.1436    -3.9530 -3.4658
     38  -3.6372  0.1336    -3.9532 -3.4748
     39  -3.6427  0.1260    -3.9532 -3.4831
     40  -3.6494  0.1184    -3.9534 -3.4955
     41  -3.6382  0.1187    -3.9494 -3.4818

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0588     0.0066  0.1898
      2   0.1016  0.0586     0.0070  0.1898
      3   0.1007  0.0589     0.0061  0.1896
      4   0.1047  0.0581     0.0087  0.1904
      5   0.1059  0.0579     0.0086  0.1906
      6   0.0392  0.0366     0.0001  0.1114
      7   0.0257  0.0235     0.0000  0.0685
      8   0.0292  0.0236     0.0001  0.0717
      9   0.0248  0.0212     0.0000  0.0628
     10   0.0261  0.0210     0.0001  0.0639
     11   0.0292  0.0214     0.0009  0.0672
     12   0.0325  0.0230     0.0015  0.0734
     13   0.0354  0.0231     0.0029  0.0759
     14   0.0367  0.0229     0.0044  0.0770
     15   0.0376  0.0227     0.0058  0.0777
     16   0.0359  0.0207     0.0061  0.0720
     17   0.0304  0.0162     0.0046  0.0573
     18   0.0311  0.0164     0.0052  0.0585
     19   0.0331  0.0169     0.0069  0.0610
     20   0.0350  0.0171     0.0078  0.0631
     21   0.0362  0.0170     0.0088  0.0643
     22   0.0232  0.0114     0.0032  0.0409
     23   0.0248  0.0115     0.0048  0.0425
     24   0.0174  0.0081     0.0016  0.0285
     25   0.0184  0.0080     0.0023  0.0297
     26   0.0193  0.0080     0.0032  0.0307
     27   0.0202  0.0080     0.0042  0.0318
     28   0.0173  0.0068     0.0024  0.0264
     29   0.0180  0.0068     0.0032  0.0268
     30   0.0186  0.0068     0.0041  0.0271
     31   0.0192  0.0067     0.0052  0.0274
     32   0.0193  0.0068     0.0052  0.0276
     33   0.0181  0.0064     0.0040  0.0264
     34   0.0183  0.0064     0.0042  0.0266
     35   0.0189  0.0064     0.0054  0.0269
     36   0.0194  0.0064     0.0068  0.0272
     37   0.0200  0.0064     0.0072  0.0275
     38   0.0204  0.0064     0.0074  0.0279
     39   0.0208  0.0064     0.0076  0.0286
     40   0.0213  0.0064     0.0078  0.0293
     41   0.0218  0.0064     0.0081  0.0301

