trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  235 140.00  0.00 800.00  0.71  1
  1  790 440.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  1
  4  804 450.00  0.00 800.00 26.00  0
  5  714 400.00  0.00 800.00 26.00  1
  6  714 410.00  0.00 800.00 21.50  0
  7  732 410.00  0.00 800.00 26.00  1
  8  805 450.00  0.00 800.00 52.00  0
  9  696 390.00  0.00 800.00 26.00  0
 10 1421 790.00  0.00 800.00 520.00  0
 11  640 360.00  0.00 800.00 17.20  1
 12  750 420.00  0.00 800.00 26.00  0
 13  658 370.00  0.00 800.00 17.20  1
 14  750 420.00  0.00 800.00 52.00  0
 15  750 440.00  0.00 800.00 52.00  0
 16  750 420.00  0.00 800.00 21.50  1
 17  732 410.00  0.00 800.00 26.00  1
 18  714 400.00  0.00 800.00 26.00  1
 19  678 380.00  0.00 800.00 26.00  1
 20  660 370.00  0.00 800.00 26.00  1
 21  660 370.00  0.00 800.00 21.50  1
 22  894 500.00  0.00 800.00 26.00  1
 23  697 390.00  0.00 800.00 52.00  0
 24  930 520.00  0.00 800.00 26.00  1
 25  805 450.00  0.00 800.00 52.00  0
 26  769 430.00  0.00 800.00 52.00  0
 27  715 400.00  0.00 800.00 52.00  0
 28  912 510.00  0.00 800.00 26.00  1
 29  805 450.00  0.00 800.00 52.00  0
 30  751 420.00  0.00 800.00 52.00  0
 31  769 430.00  0.00 800.00 52.00  0
 32  822 460.00  0.00 800.00 26.00  0
 33  876 490.00  0.00 800.00 26.00  1
 34  804 450.00  0.00 800.00 26.00  1
 35  642 360.00  0.00 800.00 26.00  1
 36  696 390.00  0.00 800.00 26.00  1
 37  732 410.00  0.00 800.00 26.00  1
 38  732 400.00  0.00 800.00 21.50  1
 39  732 390.00  0.00 800.00 21.50  1
 40  732 410.00  0.00 800.00 21.50  1
 41  732 390.00  0.00 800.00 52.00  0
