Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7593  2.0713    -9.1278 -2.6643
      1  -7.6358  1.0571    -5.5835 -6.2587
      2  -6.7208  0.6767    -7.7132 -6.1523
      3  -6.2584  0.5895    -6.9320 -5.7172
      4  -6.0461  0.6234    -6.6274 -5.1208
      5  -5.4502  1.1056    -6.6474 -3.1401
      6  -5.8479  0.6865    -6.6328 -4.8353
      7  -5.4776  0.9488    -6.7312 -3.7372
      8  -5.6422  0.7169    -6.5724 -4.6802
      9  -5.7351  0.5748    -6.4972 -5.1670
     10  -5.7989  0.4761    -6.4695 -5.4103
     11  -5.9030  0.4584    -6.6029 -5.6218
     12  -5.8555  0.3691    -6.4088 -5.6235
     13  -5.9038  0.3185    -6.4191 -5.6735
     14  -5.8734  0.2592    -6.3484 -5.6702
     15  -5.8991  0.2162    -6.3558 -5.7285
     16  -5.9073  0.1825    -6.3533 -5.7706
     17  -5.9971  0.2703    -6.4465 -5.8959
     18  -6.0036  0.2353    -6.4442 -5.9023
     19  -6.0072  0.2122    -6.4422 -5.9062
     20  -6.0951  0.2390    -6.6059 -5.9229
     21  -6.1565  0.2384    -6.6712 -5.9515
     22  -6.3143  0.3780    -7.0881 -6.0338
     23  -6.2647  0.3046    -6.9083 -6.0228
     24  -6.2287  0.2513    -6.7383 -6.0123
     25  -6.2026  0.2129    -6.6914 -6.0032
     26  -6.3106  0.3025    -6.9202 -6.0942
     27  -6.2855  0.2598    -6.8293 -6.0856
     28  -6.2616  0.2280    -6.7201 -6.0726
     29  -6.2414  0.2041    -6.7029 -6.0601
     30  -6.3211  0.2510    -6.8415 -6.1663
     31  -6.3071  0.2249    -6.7656 -6.1613
     32  -6.3168  0.2090    -6.7671 -6.1771
     33  -6.3018  0.1941    -6.7179 -6.1757
     34  -6.2879  0.1830    -6.7091 -6.1743
     35  -6.3210  0.1782    -6.7160 -6.1861
     36  -6.3276  0.1720    -6.7162 -6.1903
     37  -6.3634  0.1664    -6.7229 -6.2034
     38  -6.3866  0.1582    -6.7584 -6.2161
     39  -6.3892  0.1545    -6.7545 -6.2189
     40  -6.4110  0.1455    -6.7936 -6.2376
     41  -6.4015  0.1399    -6.7231 -6.2326

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1015  0.0589     0.0063  0.1898
      2   0.0993  0.0598     0.0044  0.1896
      3   0.0972  0.0606     0.0030  0.1893
      4   0.0959  0.0617     0.0023  0.1894
      5   0.0299  0.0316     0.0001  0.0929
      6   0.0391  0.0340     0.0001  0.1045
      7   0.0177  0.0154     0.0000  0.0447
      8   0.0209  0.0160     0.0001  0.0482
      9   0.0238  0.0166     0.0001  0.0521
     10   0.0264  0.0170     0.0011  0.0550
     11   0.0267  0.0174     0.0012  0.0565
     12   0.0294  0.0178     0.0026  0.0599
     13   0.0319  0.0187     0.0038  0.0638
     14   0.0345  0.0190     0.0061  0.0670
     15   0.0369  0.0195     0.0077  0.0698
     16   0.0383  0.0194     0.0089  0.0712
     17   0.0272  0.0135     0.0045  0.0483
     18   0.0282  0.0134     0.0061  0.0494
     19   0.0290  0.0133     0.0073  0.0503
     20   0.0258  0.0120     0.0051  0.0447
     21   0.0255  0.0124     0.0045  0.0453
     22   0.0165  0.0083     0.0012  0.0284
     23   0.0177  0.0083     0.0018  0.0299
     24   0.0188  0.0083     0.0026  0.0312
     25   0.0198  0.0083     0.0036  0.0322
     26   0.0149  0.0063     0.0014  0.0233
     27   0.0156  0.0062     0.0018  0.0241
     28   0.0163  0.0062     0.0024  0.0249
     29   0.0170  0.0062     0.0030  0.0255
     30   0.0144  0.0054     0.0016  0.0204
     31   0.0149  0.0053     0.0020  0.0206
     32   0.0153  0.0053     0.0024  0.0207
     33   0.0158  0.0053     0.0029  0.0215
     34   0.0162  0.0052     0.0036  0.0224
     35   0.0165  0.0053     0.0039  0.0230
     36   0.0168  0.0053     0.0048  0.0234
     37   0.0170  0.0053     0.0049  0.0237
     38   0.0173  0.0054     0.0057  0.0244
     39   0.0175  0.0053     0.0067  0.0246
     40   0.0179  0.0054     0.0070  0.0251
     41   0.0183  0.0054     0.0072  0.0255

