trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  243 140.00  0.00 800.00 12.90  1
  1  647 360.00  0.00 800.00 520.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  845 470.00  0.00 800.00 520.00  0
  4  737 410.00  0.00 800.00 520.00  0
  5  862 480.00  0.00 800.00 260.00  0
  6  807 450.00  0.00 800.00 156.00  1
  7  754 420.00  0.00 800.00 260.00  0
  8  663 370.00  0.00 800.00 156.00  1
  9  592 330.00  0.00 800.00 260.00  1
 10  646 360.00  0.00 800.00 260.00  1
 11  790 440.00  0.00 800.00 260.00  1
 12  719 400.00  0.00 800.00 520.00  0
 13  754 420.00  0.00 800.00 260.00  1
 14  701 390.00  0.00 800.00 520.00  0
 15  736 410.00  0.00 800.00 260.00  1
 16  701 370.00  0.00 800.00 260.00  1
 17  683 380.00  0.00 800.00 520.00  1
 18  683 370.00  0.00 800.00 260.00  1
 19  683 360.00  0.00 800.00 260.00  1
 20  665 370.00  0.00 800.00 520.00  1
 21  647 360.00  0.00 800.00 520.00  1
 22  845 470.00  0.00 800.00 520.00  1
 23  953 530.00  0.00 800.00 520.00  0
 24  917 510.00  0.00 800.00 520.00  0
 25  899 500.00  0.00 800.00 520.00  0
 26  881 490.00  0.00 800.00 520.00  1
 27  989 550.00  0.00 800.00 520.00  0
 28  935 520.00  0.00 800.00 520.00  0
 29  917 510.00  0.00 800.00 520.00  0
 30  881 490.00  0.00 800.00 520.00  1
 31 1025 570.00  0.00 800.00 520.00  0
 32  449 250.00  0.00 800.00 520.00  1
 33  971 540.00  0.00 800.00 520.00  0
 34  953 530.00  0.00 800.00 520.00  0
 35  683 380.00  0.00 800.00 520.00  1
 36  683 390.00  0.00 800.00 260.00  1
 37  719 400.00  0.00 800.00 520.00  1
 38  665 370.00  0.00 800.00 520.00  1
 39  665 360.00  0.00 800.00 260.00  1
 40  683 380.00  0.00 800.00 520.00  1
 41  971 540.00  0.00 800.00 520.00  0
