trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  312 180.00  0.00 800.00  6.44  1
  1  682 380.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  0
  3  695 390.00  0.00 800.00 21.50  1
  4  732 410.00  0.00 800.00 26.00  1
  5  822 460.00  0.00 800.00 26.00  1
  6  679 380.00  0.00 800.00 52.00  1
  7  805 450.00  0.00 800.00 52.00  0
  8  661 370.00  0.00 800.00 52.00  1
  9  805 430.00  0.00 800.00 26.00  1
 10  805 470.00  0.00 800.00 104.00  0
 11  787 440.00  0.00 800.00 52.00  0
 12  661 370.00  0.00 800.00 52.00  1
 13  787 420.00  0.00 800.00 104.00  1
 14  824 460.00  0.00 800.00 104.00  0
 15  806 450.00  0.00 800.00 104.00  0
 16  770 430.00  0.00 800.00 104.00  0
 17  716 400.00  0.00 800.00 104.00  1
 18    0  10.00  0.00 800.00  0.43  1
 19  896 500.00  0.00 800.00 104.00  0
 20  535 300.00  0.00 800.00 52.00  1
 21  842 470.00  0.00 800.00 104.00  0
 22  716 400.00  0.00 800.00 104.00  0
 23  643 360.00  0.00 800.00 52.00  1
 24  680 380.00  0.00 800.00 104.00  1
 25  625 350.00  0.00 800.00 52.00  1
 26  824 460.00  0.00 800.00 104.00  0
 27  752 420.00  0.00 800.00 104.00  0
 28  679 380.00  0.00 800.00 52.00  1
 29  662 370.00  0.00 800.00 104.00  1
 30  518 290.00  0.00 800.00 104.00  1
 31  536 300.00  0.00 800.00 104.00  1
 32  518 310.00  0.00 800.00 156.00  0
 33  590 330.00  0.00 800.00 104.00  0
 34  698 390.00  0.00 800.00 104.00  1
 35  500 280.00  0.00 800.00 104.00  1
 36  500 260.00  0.00 800.00 156.00  0
 37  554 310.00  0.00 800.00 104.00  1
 38  518 290.00  0.00 800.00 104.00  1
 39  518 300.00  0.00 800.00 52.00  1
 40  536 300.00  0.00 800.00 104.00  1
 41  518 300.00  0.00 800.00 52.00  1
