Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.7853  1.5102    -8.4626 -4.6188
      1  -5.5900  0.8959    -6.9593 -4.4680
      2  -4.8748  0.6228    -5.6180 -4.2052
      3  -5.2323  0.4849    -5.8450 -4.9329
      4  -5.3936  0.4586    -6.0350 -5.1684
      5  -5.7190  0.8154    -7.4277 -5.1190
      6  -5.5702  0.5925    -6.4180 -5.1949
      7  -5.6727  0.5573    -6.5151 -5.3679
      8  -5.6052  0.4304    -6.1322 -5.3734
      9  -5.5847  0.3274    -6.0231 -5.3827
     10  -5.5900  0.2569    -6.0012 -5.4014
     11  -5.5930  0.2100    -5.9869 -5.4135
     12  -5.5947  0.1802    -5.9770 -5.4209
     13  -5.7931  0.4848    -6.5528 -5.4480
     14  -5.7465  0.3887    -6.3640 -5.4537
     15  -5.7199  0.3177    -6.2407 -5.4577
     16  -5.6591  0.2893    -6.1476 -5.4197
     17  -5.6197  0.2533    -6.1080 -5.4034
     18  -5.6437  0.2174    -6.1150 -5.4590
     19  -5.6583  0.1893    -6.1186 -5.5295
     20  -5.6339  0.1623    -6.0768 -5.5063
     21  -5.6552  0.1509    -6.0977 -5.6212
     22  -5.6716  0.1455    -6.1125 -5.6286
     23  -5.6471  0.1204    -6.0651 -5.6267
     24  -5.6448  0.1108    -6.0566 -5.6268
     25  -5.6514  0.1069    -6.0681 -5.6303
     26  -5.7118  0.1485    -6.1357 -5.6358
     27  -5.6738  0.1279    -6.1083 -5.6322
     28  -5.6820  0.1274    -6.1150 -5.6342
     29  -5.6853  0.1258    -6.1171 -5.6352
     30  -5.6956  0.1294    -6.1242 -5.6367
     31  -5.7642  0.1457    -6.1482 -5.6465
     32  -5.8189  0.1341    -6.1558 -5.6660
     33  -5.8526  0.1135    -6.1588 -5.7007
     34  -5.8715  0.0944    -6.1600 -5.7563
     35  -5.8817  0.0796    -6.1605 -5.8369
     36  -5.8824  0.0768    -6.1603 -5.8498
     37  -5.8805  0.0738    -6.1590 -5.8430
     38  -5.8787  0.0725    -6.1580 -5.8327
     39  -5.8775  0.0719    -6.1574 -5.8257
     40  -5.8762  0.0722    -6.1569 -5.8173
     41  -5.8754  0.0725    -6.1566 -5.8116

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0592     0.0052  0.1897
      1   0.0996  0.0595     0.0048  0.1895
      2   0.0987  0.0598     0.0041  0.1894
      3   0.1012  0.0598     0.0041  0.1900
      4   0.1004  0.0600     0.0040  0.1899
      5   0.0378  0.0349     0.0001  0.1055
      6   0.0455  0.0360     0.0001  0.1137
      7   0.0457  0.0359     0.0001  0.1138
      8   0.0527  0.0367     0.0025  0.1213
      9   0.0561  0.0362     0.0070  0.1237
     10   0.0579  0.0357     0.0094  0.1250
     11   0.0592  0.0354     0.0114  0.1259
     12   0.0601  0.0352     0.0131  0.1266
     13   0.0206  0.0118     0.0008  0.0393
     14   0.0223  0.0118     0.0019  0.0407
     15   0.0237  0.0117     0.0033  0.0415
     16   0.0246  0.0119     0.0041  0.0434
     17   0.0259  0.0123     0.0055  0.0455
     18   0.0274  0.0125     0.0072  0.0472
     19   0.0287  0.0126     0.0078  0.0482
     20   0.0301  0.0128     0.0086  0.0504
     21   0.0312  0.0131     0.0090  0.0523
     22   0.0322  0.0134     0.0096  0.0537
     23   0.0340  0.0137     0.0107  0.0555
     24   0.0343  0.0136     0.0114  0.0558
     25   0.0355  0.0138     0.0126  0.0577
     26   0.0295  0.0111     0.0095  0.0466
     27   0.0305  0.0113     0.0101  0.0477
     28   0.0314  0.0115     0.0109  0.0486
     29   0.0321  0.0115     0.0118  0.0495
     30   0.0329  0.0116     0.0126  0.0508
     31   0.0299  0.0104     0.0107  0.0457
     32   0.0294  0.0103     0.0104  0.0452
     33   0.0301  0.0106     0.0107  0.0463
     34   0.0310  0.0109     0.0115  0.0475
     35   0.0320  0.0111     0.0125  0.0484
     36   0.0323  0.0110     0.0132  0.0486
     37   0.0328  0.0109     0.0141  0.0492
     38   0.0334  0.0109     0.0145  0.0500
     39   0.0339  0.0109     0.0148  0.0505
     40   0.0344  0.0109     0.0152  0.0512
     41   0.0349  0.0108     0.0155  0.0516

