Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8292  1.2766    -6.5305 -2.4508
      1  -4.5766  1.1299    -7.5187 -3.6983
      2  -5.2346  1.2242    -8.4402 -4.4177
      3  -6.2666  1.4355    -9.0837 -4.8271
      4  -5.3483  0.7696    -6.8470 -4.7295
      5  -5.0839  0.5962    -5.8881 -4.6156
      6  -5.1499  0.4997    -5.8645 -4.9040
      7  -5.0821  0.8256    -6.7102 -4.3324
      8  -5.5094  1.3500    -8.5415 -3.3345
      9  -5.4525  1.1417    -8.0813 -3.8517
     10  -5.4120  0.9678    -7.4892 -4.3026
     11  -5.3867  0.8409    -7.0541 -4.5179
     12  -5.2329  0.6686    -6.3511 -4.5232
     13  -5.1437  0.5565    -5.9957 -4.5239
     14  -5.2055  0.4710    -5.9968 -4.7652
     15  -5.3668  0.5034    -6.2108 -4.8889
     16  -5.3057  0.4186    -6.0125 -4.8839
     17  -5.2583  0.3605    -5.8658 -4.8741
     18  -5.3025  0.3137    -5.8732 -5.0331
     19  -5.3299  0.2789    -5.8765 -5.0875
     20  -5.2892  0.2444    -5.8210 -5.0813
     21  -5.2635  0.2196    -5.7588 -5.0782
     22  -5.3131  0.1991    -5.7982 -5.1102
     23  -5.3449  0.1796    -5.8170 -5.1520
     24  -5.3240  0.1607    -5.7602 -5.1419
     25  -5.3414  0.1448    -5.7726 -5.1845
     26  -5.3460  0.1362    -5.7728 -5.2059
     27  -5.3335  0.1237    -5.7091 -5.1947
     28  -5.3464  0.1119    -5.7268 -5.2714
     29  -5.3363  0.1013    -5.6291 -5.2537
     30  -5.3381  0.0977    -5.6281 -5.2728
     31  -5.3408  0.0934    -5.6292 -5.3071
     32  -5.3430  0.0898    -5.6300 -5.3422
     33  -5.3363  0.0823    -5.6132 -5.3216
     34  -5.3316  0.0776    -5.6095 -5.3026
     35  -5.3337  0.0740    -5.6096 -5.3367
     36  -5.3298  0.0714    -5.6070 -5.3112
     37  -5.3310  0.0691    -5.6071 -5.3321
     38  -5.3005  0.1038    -5.6039 -5.1537
     39  -5.2518  0.1319    -5.5990 -5.1073
     40  -5.1970  0.1394    -5.5901 -5.0916
     41  -5.1513  0.1289    -5.5743 -5.0853

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0610     0.0015  0.1891
      1   0.0922  0.0617     0.0014  0.1885
      2   0.0821  0.0628     0.0006  0.1867
      3   0.0384  0.0414     0.0001  0.1319
      4   0.0549  0.0484     0.0001  0.1562
      5   0.0693  0.0534     0.0002  0.1711
      6   0.0796  0.0548     0.0023  0.1774
      7   0.0343  0.0301     0.0000  0.0897
      8   0.0093  0.0102     0.0000  0.0261
      9   0.0112  0.0102     0.0000  0.0274
     10   0.0125  0.0100     0.0000  0.0285
     11   0.0133  0.0098     0.0001  0.0292
     12   0.0151  0.0103     0.0002  0.0319
     13   0.0166  0.0106     0.0006  0.0336
     14   0.0181  0.0109     0.0010  0.0354
     15   0.0158  0.0093     0.0007  0.0303
     16   0.0172  0.0094     0.0011  0.0319
     17   0.0184  0.0096     0.0015  0.0331
     18   0.0197  0.0098     0.0020  0.0342
     19   0.0207  0.0099     0.0026  0.0355
     20   0.0220  0.0101     0.0035  0.0375
     21   0.0231  0.0102     0.0046  0.0388
     22   0.0239  0.0104     0.0054  0.0399
     23   0.0250  0.0107     0.0067  0.0410
     24   0.0262  0.0108     0.0075  0.0425
     25   0.0273  0.0109     0.0080  0.0441
     26   0.0279  0.0109     0.0086  0.0446
     27   0.0290  0.0109     0.0093  0.0457
     28   0.0300  0.0110     0.0100  0.0468
     29   0.0310  0.0111     0.0110  0.0476
     30   0.0313  0.0110     0.0117  0.0478
     31   0.0318  0.0109     0.0126  0.0481
     32   0.0323  0.0109     0.0136  0.0483
     33   0.0331  0.0109     0.0143  0.0496
     34   0.0339  0.0110     0.0147  0.0507
     35   0.0343  0.0109     0.0150  0.0510
     36   0.0351  0.0110     0.0155  0.0520
     37   0.0354  0.0109     0.0157  0.0522
     38   0.0314  0.0094     0.0144  0.0454
     39   0.0298  0.0090     0.0138  0.0427
     40   0.0299  0.0093     0.0134  0.0437
     41   0.0308  0.0098     0.0139  0.0458

