trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 26.0, 400, 0
6.0, 800, 26.0, 200, 0
7.0, 800, 26.0, 100, 0
8.0, 800, 26.0, 50, 0
9.0, 800, 26.0, 25, 0
10.0, 800, 26.0, 12, 0
11.0, 400, 0.0, 800, 52
12.0, 200, 0.0, 800, 52
13.0, 100, 0.0, 800, 52
14.0, 50, 0.0, 800, 52
15.0, 25, 0.0, 800, 52
16.0, 12, 0.0, 800, 52
17.0, 400, 0.0, 800, 2
18.0, 200, 0.0, 800, 2
19.0, 100, 0.0, 800, 2
20.0, 50, 0.0, 800, 2
21.0, 25, 0.0, 800, 2
22.0, 12, 0.0, 800, 2
23.0, 800, 520.0, 400, 0
24.0, 800, 520.0, 200, 0
25.0, 800, 520.0, 100, 0
26.0, 800, 520.0, 50, 0
27.0, 800, 520.0, 25, 0
28.0, 800, 520.0, 12, 0
29.0, 400, 0.0, 800, 4
30.0, 200, 0.0, 800, 4
31.0, 100, 0.0, 800, 4
32.0, 50, 0.0, 800, 4
33.0, 25, 0.0, 800, 4
34.0, 12, 0.0, 800, 4
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 700, 0
38.0, 800, 1.0, 750, 0
39.0, 800, 1.0, 775, 0
40.0, 800, 1.0, 787, 0
41.0, 400, 0.0, 800, 156
42.0, 200, 0.0, 800, 156
43.0, 100, 0.0, 800, 156
44.0, 50, 0.0, 800, 156
45.0, 25, 0.0, 800, 156
46.0, 12, 0.0, 800, 156
