Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5260  1.3969    -6.7899 -2.5362
      1  -3.3618  0.8458    -4.5002 -2.4160
      2  -3.8866  0.6247    -4.6702 -3.4107
      3  -3.5879  0.5610    -4.1341 -3.2297
      4  -3.7560  0.5377    -4.2300 -3.5197
      5  -3.6969  0.4044    -3.9585 -3.5190
      6  -3.7059  0.3024    -3.9570 -3.6902
      7  -3.6982  0.2242    -3.9557 -3.6919
      8  -3.6912  0.1637    -3.9543 -3.6921
      9  -3.6903  0.1247    -3.9538 -3.6938
     10  -3.6899  0.0984    -3.9535 -3.6948
     11  -3.6895  0.0816    -3.9533 -3.6953
     12  -3.6892  0.0713    -3.9531 -3.6955
     13  -3.6881  0.0607    -3.9525 -3.6955
     14  -3.6876  0.0555    -3.9522 -3.6955
     15  -3.6873  0.0526    -3.9521 -3.6955
     16  -3.6869  0.0503    -3.9518 -3.6955
     17  -3.6866  0.0485    -3.9515 -3.6955
     18  -3.6823  0.0344    -3.9476 -3.6952
     19  -3.6846  0.0227    -3.9477 -3.6974
     20  -3.6847  0.0220    -3.9477 -3.6975
     21  -3.6851  0.0187    -3.9477 -3.6979
     22  -3.6851  0.0184    -3.9476 -3.6979
     23  -3.6850  0.0180    -3.9476 -3.6979
     24  -3.6850  0.0176    -3.9476 -3.6979
     25  -3.6850  0.0173    -3.9475 -3.6979
     26  -3.6849  0.0171    -3.9475 -3.6979
     27  -3.6849  0.0170    -3.9475 -3.6979
     28  -3.6849  0.0167    -3.9475 -3.6979
     29  -3.6849  0.0166    -3.9475 -3.6979
     30  -3.6849  0.0164    -3.9475 -3.6979
     31  -3.6849  0.0160    -3.9474 -3.6979
     32  -3.6849  0.0159    -3.9474 -3.6979
     33  -3.6849  0.0158    -3.9474 -3.6979
     34  -3.6849  0.0157    -3.9474 -3.6979
     35  -3.6848  0.0155    -3.9474 -3.6979
     36  -3.6848  0.0153    -3.9474 -3.6979
     37  -3.6848  0.0152    -3.9474 -3.6979
     38  -3.6848  0.0151    -3.9474 -3.6979
     39  -3.6848  0.0148    -3.9473 -3.6979
     40  -3.6848  0.0147    -3.9473 -3.6979
     41  -3.6917  0.0453    -3.9540 -3.6983

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0593     0.0049  0.1898
      1   0.1008  0.0592     0.0051  0.1897
      2   0.1000  0.0594     0.0046  0.1896
      3   0.1010  0.0594     0.0049  0.1898
      4   0.1026  0.0596     0.0045  0.1903
      5   0.1128  0.0565     0.0118  0.1917
      6   0.1214  0.0529     0.0223  0.1926
      7   0.1230  0.0516     0.0275  0.1927
      8   0.1238  0.0509     0.0301  0.1928
      9   0.1251  0.0499     0.0336  0.1929
     10   0.1261  0.0491     0.0361  0.1930
     11   0.1266  0.0487     0.0375  0.1930
     12   0.1268  0.0485     0.0383  0.1930
     13   0.1272  0.0482     0.0393  0.1930
     14   0.1273  0.0481     0.0398  0.1930
     15   0.1274  0.0480     0.0401  0.1930
     16   0.1276  0.0478     0.0406  0.1931
     17   0.1278  0.0477     0.0412  0.1931
     18   0.1323  0.0457     0.0477  0.1936
     19   0.1355  0.0441     0.0529  0.1939
     20   0.1356  0.0440     0.0533  0.1940
     21   0.1384  0.0427     0.0578  0.1943
     22   0.1384  0.0427     0.0579  0.1943
     23   0.1384  0.0426     0.0579  0.1943
     24   0.1385  0.0426     0.0580  0.1943
     25   0.1385  0.0426     0.0581  0.1943
     26   0.1385  0.0425     0.0582  0.1943
     27   0.1385  0.0425     0.0583  0.1943
     28   0.1386  0.0425     0.0584  0.1943
     29   0.1386  0.0425     0.0585  0.1943
     30   0.1386  0.0424     0.0585  0.1943
     31   0.1387  0.0424     0.0587  0.1943
     32   0.1387  0.0424     0.0588  0.1943
     33   0.1387  0.0423     0.0589  0.1943
     34   0.1387  0.0423     0.0589  0.1943
     35   0.1388  0.0423     0.0590  0.1943
     36   0.1388  0.0422     0.0593  0.1943
     37   0.1389  0.0422     0.0595  0.1943
     38   0.1389  0.0421     0.0596  0.1943
     39   0.1390  0.0421     0.0597  0.1943
     40   0.1390  0.0421     0.0597  0.1943
     41   0.1021  0.0418     0.0376  0.1761

