Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2762  1.1037    -5.4959 -2.3939
      1  -2.8316  1.0135    -4.5305 -2.3475
      2  -3.1481  1.0950    -5.8005 -2.6350
      3  -3.0919  0.9048    -4.4371 -2.8578
      4  -3.6786  1.4260    -7.6498 -2.8694
      5  -3.3570  1.0628    -5.8814 -2.8681
      6  -3.4093  0.9772    -5.4163 -2.9467
      7  -3.2672  0.7695    -3.9095 -2.9380
      8  -3.2409  0.6155    -3.6788 -3.0775
      9  -3.1798  0.4691    -3.5188 -3.0682
     10  -3.2326  0.8663    -4.1378 -2.8796
     11  -3.2485  0.7692    -3.7767 -2.9339
     12  -3.2160  0.6140    -3.6164 -3.0141
     13  -3.1667  0.4580    -3.4265 -3.0145
     14  -3.1599  0.3576    -3.4068 -3.1338
     15  -3.1410  0.2673    -3.4004 -3.1336
     16  -3.1399  0.2032    -3.3998 -3.1394
     17  -3.1392  0.1552    -3.3994 -3.1426
     18  -3.1894  0.3518    -3.5956 -3.1440
     19  -3.1643  0.2664    -3.5071 -3.1436
     20  -3.1552  0.1954    -3.4836 -3.1437
     21  -3.1438  0.1483    -3.4044 -3.1434
     22  -3.1366  0.1155    -3.3990 -3.1431
     23  -3.1422  0.1279    -3.4028 -3.1444
     24  -3.1402  0.0970    -3.4023 -3.1444
     25  -3.1513  0.1242    -3.4759 -3.1453
     26  -3.1715  0.1554    -3.5849 -3.1467
     27  -3.2285  0.2166    -3.6479 -3.1509
     28  -3.1920  0.1840    -3.6206 -3.1479
     29  -3.2222  0.1951    -3.6440 -3.1508
     30  -3.1816  0.1692    -3.6058 -3.1474
     31  -3.1781  0.1398    -3.6015 -3.1474
     32  -3.2230  0.1736    -3.6440 -3.1512
     33  -3.1890  0.1481    -3.6177 -3.1482
     34  -3.1865  0.1304    -3.6151 -3.1482
     35  -3.1618  0.1043    -3.5575 -3.1465
     36  -3.1463  0.0801    -3.4238 -3.1456
     37  -3.1407  0.0630    -3.4032 -3.1454
     38  -3.1475  0.0761    -3.4441 -3.1459
     39  -3.1408  0.0590    -3.4032 -3.1456
     40  -3.1404  0.0542    -3.4029 -3.1456
     41  -3.1400  0.0511    -3.4025 -3.1456

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0946  0.0618     0.0001  0.1889
      1   0.0967  0.0613     0.0001  0.1893
      2   0.0884  0.0629     0.0001  0.1878
      3   0.1001  0.0614     0.0001  0.1900
      4   0.0397  0.0390     0.0000  0.1158
      5   0.0479  0.0395     0.0001  0.1233
      6   0.0497  0.0405     0.0001  0.1281
      7   0.0578  0.0410     0.0001  0.1357
      8   0.0638  0.0415     0.0042  0.1419
      9   0.0702  0.0411     0.0102  0.1468
     10   0.0390  0.0251     0.0001  0.0813
     11   0.0418  0.0256     0.0001  0.0848
     12   0.0455  0.0255     0.0039  0.0882
     13   0.0482  0.0248     0.0089  0.0897
     14   0.0511  0.0248     0.0124  0.0928
     15   0.0535  0.0244     0.0156  0.0946
     16   0.0556  0.0242     0.0180  0.0962
     17   0.0576  0.0241     0.0206  0.0982
     18   0.0394  0.0174     0.0097  0.0671
     19   0.0415  0.0171     0.0129  0.0683
     20   0.0418  0.0168     0.0141  0.0684
     21   0.0436  0.0166     0.0156  0.0699
     22   0.0454  0.0167     0.0172  0.0721
     23   0.0441  0.0163     0.0164  0.0697
     24   0.0442  0.0162     0.0167  0.0698
     25   0.0410  0.0152     0.0151  0.0649
     26   0.0379  0.0143     0.0138  0.0603
     27   0.0320  0.0123     0.0100  0.0509
     28   0.0337  0.0125     0.0113  0.0529
     29   0.0326  0.0121     0.0108  0.0513
     30   0.0343  0.0125     0.0120  0.0534
     31   0.0346  0.0124     0.0127  0.0535
     32   0.0313  0.0113     0.0106  0.0480
     33   0.0328  0.0115     0.0119  0.0500
     34   0.0330  0.0114     0.0125  0.0502
     35   0.0345  0.0116     0.0140  0.0520
     36   0.0358  0.0117     0.0147  0.0534
     37   0.0368  0.0116     0.0154  0.0541
     38   0.0360  0.0115     0.0150  0.0533
     39   0.0371  0.0115     0.0158  0.0541
     40   0.0372  0.0114     0.0160  0.0541
     41   0.0373  0.0114     0.0162  0.0541

