Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3004  1.7678    -9.1828 -3.6849
      1  -4.8215  0.9670    -6.3646 -3.5173
      2  -4.1262  0.6371    -5.0372 -3.4405
      3  -3.7189  0.5077    -4.3273 -3.3331
      4  -3.5503  0.4340    -3.9699 -3.2306
      5  -3.7116  0.3954    -4.1216 -3.5358
      6  -3.6779  0.2992    -3.9537 -3.5360
      7  -3.5556  0.6472    -3.9870 -3.1308
      8  -3.4521  0.6071    -3.9262 -2.9959
      9  -3.4703  0.4713    -3.9130 -3.2563
     10  -3.4460  0.3551    -3.8926 -3.2718
     11  -3.5200  0.3983    -3.9374 -3.4105
     12  -3.5029  0.3067    -3.9299 -3.4118
     13  -3.5249  0.2582    -3.9342 -3.4231
     14  -3.5170  0.2111    -3.9303 -3.4236
     15  -3.7172  0.7078    -4.2364 -3.2815
     16  -3.6954  0.5543    -4.1906 -3.4157
     17  -3.6901  0.4388    -4.1683 -3.4439
     18  -3.6906  0.3500    -4.1571 -3.4695
     19  -3.8178  0.5564    -4.3601 -3.5107
     20  -3.7748  0.4338    -4.2270 -3.5140
     21  -3.7449  0.3458    -4.2062 -3.5135
     22  -3.7205  0.2842    -4.1856 -3.5090
     23  -3.7282  0.2362    -4.1863 -3.5564
     24  -3.7037  0.2044    -4.1561 -3.5381
     25  -3.6874  0.1768    -4.1196 -3.5280
     26  -3.6850  0.1567    -4.1123 -3.5305
     27  -3.6958  0.1395    -4.1212 -3.5862
     28  -3.6937  0.1302    -4.1132 -3.5884
     29  -3.6927  0.1249    -4.1084 -3.5905
     30  -3.7021  0.1165    -4.1191 -3.6770
     31  -3.7013  0.1140    -4.1157 -3.6793
     32  -3.7003  0.1118    -4.1113 -3.6815
     33  -3.6618  0.1205    -3.9633 -3.5109
     34  -3.6736  0.1094    -3.9891 -3.5545
     35  -3.7106  0.1309    -4.1487 -3.6469
     36  -3.7199  0.1258    -4.1568 -3.6876
     37  -3.7686  0.1496    -4.1981 -3.6946
     38  -3.8142  0.1566    -4.2126 -3.7031
     39  -3.8553  0.1526    -4.2201 -3.7144
     40  -3.8777  0.1434    -4.2227 -3.7248
     41  -3.9141  0.1427    -4.2320 -3.7473

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0072  0.1899
      1   0.1023  0.0586     0.0071  0.1899
      2   0.1032  0.0584     0.0079  0.1901
      3   0.1029  0.0584     0.0078  0.1900
      4   0.1055  0.0579     0.0095  0.1905
      5   0.1087  0.0572     0.0108  0.1910
      6   0.1165  0.0545     0.0180  0.1920
      7   0.0530  0.0389     0.0011  0.1260
      8   0.0534  0.0396     0.0016  0.1285
      9   0.0606  0.0396     0.0050  0.1346
     10   0.0620  0.0391     0.0078  0.1354
     11   0.0525  0.0318     0.0071  0.1094
     12   0.0537  0.0314     0.0089  0.1100
     13   0.0573  0.0318     0.0120  0.1147
     14   0.0584  0.0315     0.0141  0.1153
     15   0.0209  0.0125     0.0001  0.0404
     16   0.0226  0.0123     0.0012  0.0413
     17   0.0242  0.0122     0.0027  0.0430
     18   0.0255  0.0121     0.0044  0.0444
     19   0.0187  0.0093     0.0009  0.0323
     20   0.0197  0.0091     0.0020  0.0329
     21   0.0207  0.0090     0.0031  0.0335
     22   0.0216  0.0090     0.0043  0.0341
     23   0.0224  0.0089     0.0061  0.0347
     24   0.0233  0.0090     0.0072  0.0363
     25   0.0242  0.0091     0.0075  0.0375
     26   0.0244  0.0090     0.0078  0.0377
     27   0.0253  0.0090     0.0083  0.0386
     28   0.0256  0.0089     0.0086  0.0388
     29   0.0258  0.0089     0.0088  0.0389
     30   0.0265  0.0089     0.0093  0.0396
     31   0.0267  0.0088     0.0095  0.0397
     32   0.0268  0.0088     0.0098  0.0398
     33   0.0238  0.0077     0.0084  0.0342
     34   0.0245  0.0078     0.0088  0.0347
     35   0.0209  0.0065     0.0077  0.0294
     36   0.0215  0.0065     0.0079  0.0303
     37   0.0195  0.0059     0.0074  0.0268
     38   0.0190  0.0058     0.0073  0.0264
     39   0.0190  0.0058     0.0073  0.0265
     40   0.0195  0.0059     0.0074  0.0269
     41   0.0179  0.0055     0.0067  0.0252

