trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  824 460.00  0.00 800.00 104.00  1
  1 1025 570.00  0.00 800.00 520.00  0
  2  647 360.00  0.00 800.00 520.00  0
  3  682 380.00  0.00 800.00 260.00  0
  4  771 430.00  0.00 800.00 156.00  0
  5  806 450.00  0.00 800.00 104.00  0
  6  662 370.00  0.00 800.00 104.00  1
  7  681 380.00  0.00 800.00 156.00  0
  8  662 370.00  0.00 800.00 156.00  0
  9  662 370.00  0.00 800.00 156.00  1
 10  608 340.00  0.00 800.00 104.00  1
 11  699 390.00  0.00 800.00 156.00  1
 12    7  10.00  0.00 800.00  8.60  1
 13  590 330.00  0.00 800.00 104.00  1
 14  681 380.00  0.00 800.00 156.00  1
 15  645 360.00  0.00 800.00 156.00  1
 16  879 490.00  0.00 800.00 156.00  1
 17    4  10.00  0.00 800.00  3.00  1
 18  826 460.00  0.00 800.00 260.00  0
 19  808 450.00  0.00 800.00 260.00  1
 20    0  10.00  0.00 800.00  0.43  1
 21    0  10.00  0.00 800.00  0.71  1
 22  934 520.00  0.00 800.00 260.00  1
 23    0  10.00  0.00 800.00  0.71  1
 24    0  10.00  0.00 800.00  0.71  1
 25  934 520.00  0.00 800.00 260.00  0
 26  934 520.00  0.00 800.00 520.00  0
 27  916 510.00  0.00 800.00 260.00  1
 28  952 530.00  0.00 800.00 260.00  0
 29  952 540.00  0.00 800.00 520.00  0
 30  934 520.00  0.00 800.00 260.00  1
 31  934 520.00  0.00 800.00 520.00  0
 32  880 490.00  0.00 800.00 260.00  0
 33  520 290.00  0.00 800.00 260.00  1
 34  970 540.00  0.00 800.00 260.00  1
 35  862 480.00  0.00 800.00 260.00  1
 36  682 380.00  0.00 800.00 260.00  1
 37  773 430.00  0.00 800.00 520.00  0
 38  988 550.00  0.00 800.00 260.00  0
 39  988 570.00  0.00 800.00 156.00  1
 40  988 540.00  0.00 800.00 520.00  0
 41  610 340.00  0.00 800.00 260.00  0
