Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8958  1.9960    -9.1419 -2.9141
      1  -4.2837  1.1122    -6.0701 -2.7377
      2  -5.0926  0.6842    -6.1448 -4.2863
      3  -5.6451  0.4776    -6.3347 -5.2836
      4  -5.9537  0.4962    -6.6900 -5.6782
      5  -6.2909  0.8223    -8.1614 -5.6909
      6  -6.8338  1.1533    -9.0006 -5.2695
      7  -6.5421  0.9249    -8.3723 -5.5460
      8  -6.3742  0.7289    -7.5648 -5.6910
      9  -6.3050  0.5779    -7.1206 -5.7932
     10  -6.1704  0.5538    -6.8984 -5.6603
     11  -5.9442  0.8152    -7.0364 -4.8139
     12  -5.9581  0.6603    -6.8279 -5.1711
     13  -5.6667  1.0736    -7.8104 -3.8251
     14  -5.7057  2.0378    -9.1003 -2.6687
     15  -5.7122  2.0180    -9.0944 -2.6807
     16  -5.7108  1.9849    -9.0808 -2.6961
     17  -5.7188  2.0541    -9.1098 -2.6676
     18  -5.7465  2.0538    -9.1165 -2.6747
     19  -5.7206  2.0568    -9.1114 -2.6663
     20  -5.7483  2.0565    -9.1181 -2.6734
     21  -5.7760  2.0559    -9.1246 -2.6807
     22  -5.8034  2.0569    -9.1318 -2.6870
     23  -5.7761  2.0558    -9.1245 -2.6807
     24  -5.8027  2.0537    -9.1300 -2.6889
     25  -5.7755  2.0526    -9.1227 -2.6825
     26  -5.8030  2.0518    -9.1290 -2.6900
     27  -5.7759  2.0507    -9.1216 -2.6837
     28  -5.7483  2.0512    -9.1151 -2.6764
     29  -5.7749  2.0493    -9.1207 -2.6844
     30  -5.7478  2.0480    -9.1132 -2.6782
     31  -5.7753  2.0474    -9.1197 -2.6856
     32  -5.8016  2.0453    -9.1252 -2.6938
     33  -5.8279  2.0429    -9.1306 -2.7023
     34  -5.8006  2.0439    -9.1244 -2.6945
     35  -5.7751  2.0469    -9.1194 -2.6858
     36  -5.7485  2.0486    -9.1136 -2.6778
     37  -5.7760  2.0481    -9.1201 -2.6852
     38  -5.8024  2.0460    -9.1257 -2.6934
     39  -5.8287  2.0436    -9.1311 -2.7018
     40  -5.8558  2.0441    -9.1381 -2.7087
     41  -5.8819  2.0413    -9.1432 -2.7176

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0584     0.0077  0.1899
      1   0.1027  0.0582     0.0081  0.1899
      2   0.1024  0.0583     0.0080  0.1899
      3   0.1011  0.0588     0.0065  0.1897
      4   0.0955  0.0604     0.0034  0.1889
      5   0.0433  0.0403     0.0001  0.1240
      6   0.0144  0.0130     0.0000  0.0370
      7   0.0178  0.0146     0.0001  0.0429
      8   0.0211  0.0157     0.0001  0.0477
      9   0.0237  0.0161     0.0003  0.0509
     10   0.0239  0.0165     0.0002  0.0522
     11   0.0136  0.0097     0.0000  0.0281
     12   0.0144  0.0094     0.0001  0.0287
     13   0.0072  0.0052     0.0000  0.0133
     14   0.0002  0.0010     0.0000  0.0001
     15   0.0004  0.0013     0.0000  0.0001
     16   0.0006  0.0018     0.0000  0.0022
     17   0.0001  0.0002     0.0000  0.0001
     18   0.0001  0.0002     0.0000  0.0001
     19   0.0001  0.0000     0.0000  0.0001
     20   0.0001  0.0000     0.0000  0.0001
     21   0.0001  0.0000     0.0000  0.0001
     22   0.0001  0.0000     0.0000  0.0001
     23   0.0001  0.0000     0.0000  0.0001
     24   0.0001  0.0000     0.0000  0.0001
     25   0.0001  0.0000     0.0000  0.0001
     26   0.0001  0.0000     0.0000  0.0001
     27   0.0001  0.0000     0.0000  0.0001
     28   0.0001  0.0000     0.0000  0.0001
     29   0.0001  0.0000     0.0000  0.0001
     30   0.0001  0.0001     0.0000  0.0001
     31   0.0001  0.0001     0.0000  0.0001
     32   0.0001  0.0001     0.0000  0.0001
     33   0.0001  0.0001     0.0000  0.0001
     34   0.0001  0.0001     0.0000  0.0001
     35   0.0001  0.0000     0.0000  0.0001
     36   0.0001  0.0000     0.0000  0.0001
     37   0.0001  0.0000     0.0000  0.0001
     38   0.0001  0.0000     0.0000  0.0001
     39   0.0001  0.0000     0.0000  0.0001
     40   0.0001  0.0000     0.0000  0.0001
     41   0.0001  0.0000     0.0000  0.0001

