trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  906 510.00  0.00 800.00  6.44  1
  1  647 360.00  0.00 800.00 520.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  771 430.00  0.00 800.00 156.00  1
  4  790 440.00  0.00 800.00 260.00  1
  5  647 360.00  0.00 800.00 520.00  1
  6  791 440.00  0.00 800.00 520.00  1
  7 1007 560.00  0.00 800.00 520.00  0
  8  935 520.00  0.00 800.00 520.00  0
  9  953 530.00  0.00 800.00 520.00  0
 10  737 410.00  0.00 800.00 520.00  0
 11  539 300.00  0.00 800.00 520.00  0
 12    5  10.00  0.00 800.00  4.30  1
 13  538 300.00  0.00 800.00 260.00  0
 14    0  10.00  0.00 800.00  0.43  0
 15    7  10.00  0.00 800.00  8.60  1
 16    3  10.00  0.00 800.00  2.00  1
 17    0  10.00  0.00 800.00  0.43  0
 18  718 400.00  0.00 800.00 260.00  1
 19   14  10.00  0.00 800.00 104.00  0
 20  736 410.00  0.00 800.00 260.00  1
 21  718 400.00  0.00 800.00 260.00  1
 22  736 430.00  0.00 800.00 520.00  1
 23  736 390.00  0.00 800.00 520.00  0
 24  736 410.00  0.00 800.00 156.00  1
 25  736 390.00  0.00 800.00 520.00  0
 26  718 400.00  0.00 800.00 260.00  1
 27  718 400.00  0.00 800.00 520.00  0
 28  736 410.00  0.00 800.00 260.00  0
 29  718 420.00  0.00 800.00 156.00  1
 30  718 390.00  0.00 800.00 520.00  0
 31  736 410.00  0.00 800.00 260.00  1
 32  718 380.00  0.00 800.00 156.00  1
 33  718 400.00  0.00 800.00 156.00  1
 34  736 410.00  0.00 800.00 260.00  0
 35   14  10.00  0.00 800.00 104.00  0
 36  736 410.00  0.00 800.00 156.00  0
 37  718 400.00  0.00 800.00 260.00  1
 38  736 390.00  0.00 800.00 156.00  1
 39  718 400.00  0.00 800.00 156.00  1
 40  736 410.00  0.00 800.00 520.00  1
 41  736 430.00  0.00 800.00 156.00  1
