Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.1706  1.3052    -7.1526 -5.3779
      1  -8.1462  0.8440    -3.7983 -7.2664
      2  -8.5717  0.6779    -2.3150 -7.9565
      3  -8.8389  0.6133    -1.3307 -8.4026
      4  -8.9638  0.5326    -0.9671 -8.6768
      5  -9.0048  0.4141    -0.9221 -8.7263
      6  -9.0378  0.3343    -0.8606 -8.7837
      7  -9.1039  0.2906    -0.6656 -8.9547
      8  -9.1268  0.2452    -0.6171 -8.9725
      9  -9.1334  0.1948    -0.6134 -8.9769
     10  -9.1376  0.1634    -0.6095 -8.9805
     11  -9.1413  0.1441    -0.6039 -8.9844
     12  -9.1469  0.1308    -0.5920 -8.9909
     13  -9.1480  0.1243    -0.5904 -8.9921
     14  -9.1484  0.1209    -0.5897 -8.9927
     15  -9.1603  0.1100    -0.5606 -9.0089
     16  -9.1608  0.1084    -0.5597 -9.0097
     17  -9.1618  0.1068    -0.5575 -9.0116
     18  -9.1713  0.0972    -0.5357 -9.0314
     19  -9.1792  0.0879    -0.5188 -9.0565
     20  -9.1794  0.0875    -0.5184 -9.0573
     21  -9.1813  0.0850    -0.5144 -9.0656
     22  -9.1818  0.0843    -0.5135 -9.0678
     23  -9.1877  0.0758    -0.5015 -9.1030
     24  -9.1891  0.0737    -0.4988 -9.1139
     25  -9.1891  0.0736    -0.4988 -9.1141
     26  -9.1937  0.0658    -0.4901 -9.1630
     27  -9.1937  0.0657    -0.4900 -9.1640
     28  -9.1940  0.0653    -0.4895 -9.1673
     29  -9.1942  0.0648    -0.4891 -9.1707
     30  -9.1942  0.0648    -0.4890 -9.1709
     31  -9.1977  0.0577    -0.4825 -9.1683
     32  -9.1985  0.0560    -0.4812 -9.1427
     33  -9.1985  0.0560    -0.4812 -9.1423
     34  -9.1985  0.0559    -0.4811 -9.1410
     35  -9.1985  0.0559    -0.4811 -9.1407
     36  -9.1986  0.0558    -0.4810 -9.1394
     37  -9.1986  0.0558    -0.4810 -9.1391
     38  -9.1986  0.0558    -0.4810 -9.1388
     39  -9.1992  0.0542    -0.4798 -9.1157
     40  -9.2017  0.0481    -0.4754 -9.0321
     41  -9.2022  0.0467    -0.4745 -9.0156

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0594     0.0044  0.1896
      1   0.1013  0.0590     0.0055  0.1897
      2   0.1042  0.0580     0.0082  0.1902
      3   0.1072  0.0573     0.0099  0.1907
      4   0.1145  0.0557     0.0148  0.1919
      5   0.1218  0.0526     0.0245  0.1927
      6   0.1286  0.0499     0.0340  0.1936
      7   0.1321  0.0485     0.0389  0.1940
      8   0.1372  0.0465     0.0463  0.1947
      9   0.1388  0.0450     0.0513  0.1948
     10   0.1406  0.0436     0.0562  0.1949
     11   0.1429  0.0421     0.0613  0.1951
     12   0.1460  0.0404     0.0669  0.1954
     13   0.1470  0.0396     0.0696  0.1955
     14   0.1475  0.0391     0.0710  0.1955
     15   0.1504  0.0379     0.0754  0.1959
     16   0.1511  0.0374     0.0771  0.1959
     17   0.1522  0.0366     0.0797  0.1960
     18   0.1547  0.0355     0.0837  0.1963
     19   0.1570  0.0344     0.0875  0.1965
     20   0.1574  0.0340     0.0886  0.1966
     21   0.1589  0.0331     0.0916  0.1967
     22   0.1596  0.0326     0.0933  0.1967
     23   0.1615  0.0316     0.0968  0.1969
     24   0.1627  0.0309     0.0992  0.1970
     25   0.1628  0.0308     0.0995  0.1970
     26   0.1644  0.0299     0.1027  0.1972
     27   0.1646  0.0297     0.1033  0.1972
     28   0.1650  0.0293     0.1043  0.1972
     29   0.1654  0.0290     0.1053  0.1973
     30   0.1655  0.0290     0.1055  0.1973
     31   0.1670  0.0282     0.1082  0.1974
     32   0.1678  0.0276     0.1103  0.1975
     33   0.1678  0.0276     0.1104  0.1975
     34   0.1679  0.0274     0.1108  0.1975
     35   0.1680  0.0274     0.1109  0.1975
     36   0.1681  0.0273     0.1112  0.1975
     37   0.1681  0.0272     0.1113  0.1975
     38   0.1682  0.0272     0.1115  0.1975
     39   0.1689  0.0267     0.1130  0.1975
     40   0.1701  0.0260     0.1153  0.1977
     41   0.1707  0.0256     0.1170  0.1977

