trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  766 430.00  0.00 800.00 17.20  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  0
  4  845 470.00  0.00 800.00 520.00  0
  5  737 410.00  0.00 800.00 520.00  0
  6  808 450.00  0.00 800.00 260.00  0
  7  681 380.00  0.00 800.00 156.00  1
  8  628 350.00  0.00 800.00 260.00  1
  9  700 390.00  0.00 800.00 260.00  1
 10  736 410.00  0.00 800.00 260.00  0
 11    5  10.00  0.00 800.00  4.30  1
 12  556 310.00  0.00 800.00 260.00  1
 13  610 340.00  0.00 800.00 260.00  1
 14  737 410.00  0.00 800.00 520.00  0
 15  844 470.00  0.00 800.00 260.00  0
 16  574 320.00  0.00 800.00 260.00  1
 17  808 450.00  0.00 800.00 260.00  0
 18  844 470.00  0.00 800.00 260.00  0
 19  592 330.00  0.00 800.00 260.00  1
 20  844 470.00  0.00 800.00 156.00  1
 21  844 490.00  0.00 800.00 520.00  0
 22  826 460.00  0.00 800.00 260.00  0
 23  844 470.00  0.00 800.00 520.00  0
 24  844 450.00  0.00 800.00 156.00  0
 25  592 330.00  0.00 800.00 260.00  1
 26  592 340.00  0.00 800.00 156.00  1
 27  610 340.00  0.00 800.00 260.00  1
 28  880 490.00  0.00 800.00 260.00  0
 29  610 320.00  0.00 800.00 156.00  1
 30  610 360.00  0.00 800.00 156.00  1
 31  862 480.00  0.00 800.00 260.00  0
 32  628 350.00  0.00 800.00 260.00  1
 33  880 490.00  0.00 800.00 260.00  0
 34  628 330.00  0.00 800.00 156.00  1
 35  628 370.00  0.00 800.00 520.00  1
 36  880 490.00  0.00 800.00 260.00  0
 37  880 490.00  0.00 800.00 520.00  0
 38  880 490.00  0.00 800.00 520.00  0
 39  862 480.00  0.00 800.00 260.00  0
 40  880 510.00  0.00 800.00 520.00  0
 41  862 480.00  0.00 800.00 156.00  0
