Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7601  2.0710    -9.1279 -2.6648
      1  -3.8741  1.0480    -5.5239 -2.4711
      2  -4.6862  0.6502    -5.5998 -3.9994
      3  -5.1005  0.5062    -5.7649 -4.7450
      4  -4.8141  0.4494    -5.3181 -4.5430
      5  -5.1931  0.9274    -7.3304 -4.2489
      6  -5.0759  0.7126    -6.0891 -4.4184
      7  -5.1399  0.6015    -5.9242 -4.7942
      8  -5.0709  0.4813    -5.5837 -4.8014
      9  -5.2410  0.7920    -6.6786 -4.5616
     10  -5.1863  0.6145    -5.8934 -4.7430
     11  -5.1084  0.5616    -5.6879 -4.6863
     12  -5.1232  0.4403    -5.6105 -4.8509
     13  -5.0828  0.3641    -5.5626 -4.8502
     14  -5.0970  0.2879    -5.5576 -4.9414
     15  -5.0454  0.3937    -5.5189 -4.8123
     16  -5.0605  0.3135    -5.5058 -4.8576
     17  -5.0724  0.2521    -5.5000 -4.9136
     18  -5.0736  0.2023    -5.4895 -4.9451
     19  -5.0595  0.1642    -5.3890 -4.9376
     20  -5.0687  0.1362    -5.3944 -5.0313
     21  -5.0653  0.1156    -5.3529 -5.0335
     22  -5.0508  0.1108    -5.3344 -4.9580
     23  -5.0605  0.0907    -5.3350 -5.0667
     24  -5.0615  0.0817    -5.3348 -5.0681
     25  -5.0940  0.1383    -5.5155 -5.0723
     26  -5.0820  0.1152    -5.4614 -5.0717
     27  -5.0800  0.1039    -5.4482 -5.0718
     28  -5.1273  0.1563    -5.5683 -5.0760
     29  -5.1227  0.1423    -5.5622 -5.0760
     30  -5.0901  0.1359    -5.5142 -5.0685
     31  -5.0802  0.1183    -5.4739 -5.0680
     32  -5.0785  0.1096    -5.4635 -5.0682
     33  -5.0604  0.1079    -5.3419 -4.9904
     34  -5.0661  0.0965    -5.3492 -5.0658
     35  -5.0675  0.0910    -5.3473 -5.0673
     36  -5.0631  0.0835    -5.3381 -5.0669
     37  -5.0673  0.0762    -5.3385 -5.0708
     38  -5.0592  0.0735    -5.3336 -5.0672
     39  -5.0574  0.0700    -5.3320 -5.0670
     40  -5.0608  0.0629    -5.3322 -5.0704
     41  -5.0636  0.0565    -5.3324 -5.0731

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0584     0.0077  0.1899
      1   0.1024  0.0585     0.0076  0.1899
      2   0.1022  0.0588     0.0067  0.1900
      3   0.1018  0.0589     0.0063  0.1899
      4   0.0977  0.0593     0.0049  0.1890
      5   0.0327  0.0331     0.0000  0.0976
      6   0.0381  0.0340     0.0001  0.1043
      7   0.0446  0.0366     0.0001  0.1157
      8   0.0514  0.0380     0.0014  0.1242
      9   0.0243  0.0191     0.0000  0.0572
     10   0.0268  0.0188     0.0001  0.0591
     11   0.0287  0.0196     0.0001  0.0620
     12   0.0315  0.0195     0.0017  0.0647
     13   0.0343  0.0200     0.0035  0.0680
     14   0.0368  0.0199     0.0065  0.0702
     15   0.0285  0.0159     0.0023  0.0543
     16   0.0307  0.0158     0.0046  0.0561
     17   0.0326  0.0158     0.0071  0.0582
     18   0.0335  0.0156     0.0081  0.0588
     19   0.0352  0.0155     0.0094  0.0603
     20   0.0367  0.0156     0.0108  0.0616
     21   0.0372  0.0154     0.0118  0.0618
     22   0.0380  0.0156     0.0125  0.0632
     23   0.0396  0.0158     0.0141  0.0651
     24   0.0399  0.0156     0.0146  0.0654
     25   0.0290  0.0114     0.0087  0.0464
     26   0.0302  0.0113     0.0096  0.0473
     27   0.0304  0.0112     0.0100  0.0474
     28   0.0245  0.0090     0.0077  0.0378
     29   0.0249  0.0089     0.0081  0.0380
     30   0.0238  0.0086     0.0076  0.0360
     31   0.0246  0.0086     0.0081  0.0370
     32   0.0248  0.0086     0.0083  0.0372
     33   0.0243  0.0084     0.0081  0.0361
     34   0.0249  0.0084     0.0085  0.0369
     35   0.0252  0.0083     0.0087  0.0371
     36   0.0258  0.0083     0.0092  0.0378
     37   0.0264  0.0083     0.0097  0.0384
     38   0.0266  0.0084     0.0098  0.0388
     39   0.0271  0.0084     0.0104  0.0392
     40   0.0277  0.0083     0.0111  0.0396
     41   0.0282  0.0083     0.0120  0.0400

