trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  659 370.00  0.00 800.00 21.50  1
  1  737 410.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  1
  3  682 380.00  0.00 800.00 260.00  0
  4  681 380.00  0.00 800.00 156.00  0
  5  698 390.00  0.00 800.00 104.00  0
  6  805 450.00  0.00 800.00 52.00  0
  7  589 330.00  0.00 800.00 52.00  1
  8  625 350.00  0.00 800.00 52.00  1
  9  643 360.00  0.00 800.00 52.00  1
 10  608 340.00  0.00 800.00 104.00  0
 11  716 400.00  0.00 800.00 104.00  0
 12  697 390.00  0.00 800.00 52.00  0
 13  499 280.00  0.00 800.00 52.00  1
 14  571 320.00  0.00 800.00 52.00  1
 15  841 470.00  0.00 800.00 52.00  1
 16  842 470.00  0.00 800.00 104.00  0
 17  752 420.00  0.00 800.00 104.00  0
 18  679 380.00  0.00 800.00 52.00  0
 19  481 270.00  0.00 800.00 52.00  1
 20  553 310.00  0.00 800.00 52.00  1
 21  859 480.00  0.00 800.00 52.00  1
 22  806 450.00  0.00 800.00 104.00  0
 23 1003 560.00  0.00 800.00 52.00  0
 24  643 360.00  0.00 800.00 52.00  1
 25  697 390.00  0.00 800.00 52.00  1
 26  734 410.00  0.00 800.00 104.00  0
 27  679 380.00  0.00 800.00 52.00  1
 28  679 380.00  0.00 800.00 26.00  1
 29  697 390.00  0.00 800.00 52.00  0
 30  751 420.00  0.00 800.00 52.00  0
 31  823 460.00  0.00 800.00 52.00  1
 32  661 370.00  0.00 800.00 52.00  1
 33  661 390.00  0.00 800.00 104.00  0
 34  679 380.00  0.00 800.00 52.00  0
 35  823 460.00  0.00 800.00 52.00  0
 36  877 490.00  0.00 800.00 52.00  0
 37  859 480.00  0.00 800.00 52.00  0
 38  841 470.00  0.00 800.00 52.00  0
 39  859 490.00  0.00 800.00 26.00  0
 40  481 270.00  0.00 800.00 52.00  1
 41  913 510.00  0.00 800.00 52.00  0
