Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.7337  1.5275    -8.6628 -4.5212
      1  -7.9097  0.9224    -4.6488 -6.7873
      2  -8.4565  0.6830    -2.7602 -7.8213
      3  -8.7881  0.5855    -1.5547 -8.3094
      4  -8.9453  0.5214    -1.0283 -8.6385
      5  -8.9966  0.4225    -0.9345 -8.7094
      6  -9.0325  0.3416    -0.8675 -8.7655
      7  -9.1018  0.2966    -0.6666 -8.9515
      8  -9.1131  0.2324    -0.6584 -8.9589
      9  -9.1197  0.1909    -0.6525 -8.9637
     10  -9.1251  0.1648    -0.6445 -8.9688
     11  -9.1418  0.1451    -0.6019 -8.9846
     12  -9.1554  0.1280    -0.5695 -9.0012
     13  -9.1567  0.1195    -0.5679 -9.0029
     14  -9.1674  0.1069    -0.5434 -9.0221
     15  -9.1762  0.0954    -0.5245 -9.0459
     16  -9.1766  0.0930    -0.5238 -9.0472
     17  -9.1837  0.0832    -0.5093 -9.0775
     18  -9.1838  0.0824    -0.5091 -9.0782
     19  -9.1844  0.0812    -0.5080 -9.0813
     20  -9.1849  0.0802    -0.5070 -9.0843
     21  -9.1854  0.0794    -0.5061 -9.0872
     22  -9.1870  0.0770    -0.5030 -9.0975
     23  -9.1884  0.0748    -0.5002 -9.1082
     24  -9.1887  0.0742    -0.4995 -9.1109
     25  -9.1888  0.0741    -0.4993 -9.1116
     26  -9.1892  0.0736    -0.4987 -9.1143
     27  -9.1892  0.0734    -0.4986 -9.1150
     28  -9.1937  0.0657    -0.4899 -9.1641
     29  -9.1938  0.0656    -0.4898 -9.1649
     30  -9.1938  0.0655    -0.4898 -9.1652
     31  -9.1974  0.0584    -0.4831 -9.1792
     32  -9.1975  0.0583    -0.4830 -9.1776
     33  -9.1982  0.0566    -0.4817 -9.1514
     34  -9.1983  0.0565    -0.4816 -9.1501
     35  -9.1984  0.0562    -0.4813 -9.1447
     36  -9.1986  0.0558    -0.4810 -9.1394
     37  -9.1986  0.0558    -0.4810 -9.1383
     38  -9.1987  0.0554    -0.4807 -9.1333
     39  -9.1987  0.0554    -0.4807 -9.1330
     40  -9.1989  0.0551    -0.4804 -9.1281
     41  -9.2014  0.0488    -0.4759 -9.0417

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0590     0.0059  0.1898
      1   0.1019  0.0588     0.0067  0.1899
      2   0.1040  0.0580     0.0089  0.1902
      3   0.1064  0.0572     0.0106  0.1904
      4   0.1120  0.0561     0.0139  0.1914
      5   0.1207  0.0535     0.0219  0.1927
      6   0.1280  0.0507     0.0312  0.1936
      7   0.1317  0.0492     0.0365  0.1941
      8   0.1346  0.0470     0.0442  0.1943
      9   0.1369  0.0453     0.0502  0.1945
     10   0.1397  0.0435     0.0562  0.1947
     11   0.1436  0.0420     0.0617  0.1952
     12   0.1471  0.0405     0.0670  0.1956
     13   0.1481  0.0396     0.0699  0.1957
     14   0.1512  0.0382     0.0749  0.1961
     15   0.1541  0.0368     0.0797  0.1964
     16   0.1547  0.0362     0.0815  0.1964
     17   0.1572  0.0349     0.0859  0.1966
     18   0.1574  0.0347     0.0866  0.1967
     19   0.1583  0.0340     0.0889  0.1967
     20   0.1590  0.0334     0.0909  0.1968
     21   0.1597  0.0328     0.0926  0.1968
     22   0.1610  0.0320     0.0956  0.1969
     23   0.1622  0.0312     0.0982  0.1970
     24   0.1628  0.0308     0.0995  0.1970
     25   0.1630  0.0306     0.1001  0.1971
     26   0.1635  0.0302     0.1014  0.1971
     27   0.1637  0.0300     0.1020  0.1971
     28   0.1652  0.0292     0.1048  0.1972
     29   0.1654  0.0290     0.1053  0.1973
     30   0.1655  0.0290     0.1055  0.1973
     31   0.1669  0.0282     0.1082  0.1974
     32   0.1670  0.0280     0.1086  0.1974
     33   0.1678  0.0275     0.1106  0.1975
     34   0.1680  0.0274     0.1109  0.1975
     35   0.1683  0.0271     0.1116  0.1975
     36   0.1686  0.0269     0.1123  0.1975
     37   0.1687  0.0268     0.1126  0.1975
     38   0.1690  0.0266     0.1133  0.1975
     39   0.1690  0.0265     0.1135  0.1975
     40   0.1693  0.0263     0.1142  0.1976
     41   0.1704  0.0257     0.1165  0.1977

