trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  926 520.00  0.00 800.00 10.80  0
  1  658 370.00  0.00 800.00 17.20  1
  2  642 360.00  0.00 800.00 26.00  0
  3  658 370.00  0.00 800.00 17.20  0
  4 1382 770.00  0.00 800.00 104.00  0
  5  676 380.00  0.00 800.00 17.20  1
  6 1419 790.00  0.00 800.00 156.00  0
  7  747 420.00  0.00 800.00 12.90  1
  8  767 430.00  0.00 800.00 21.50  0
  9  640 360.00  0.00 800.00 17.20  1
 10  696 390.00  0.00 800.00 26.00  0
 11  729 410.00  0.00 800.00 12.90  0
 12  640 360.00  0.00 800.00 17.20  1
 13  622 350.00  0.00 800.00 17.20  1
 14  604 340.00  0.00 800.00 17.20  0
 15 1419 790.00  0.00 800.00 156.00  0
 16  929 520.00  0.00 800.00 21.50  0
 17  839 470.00  0.00 800.00 21.50  0
 18  658 370.00  0.00 800.00 17.20  1
 19  675 380.00  0.00 800.00 12.90  1
 20  622 350.00  0.00 800.00 17.20  1
 21  586 330.00  0.00 800.00 17.20  1
 22  622 370.00  0.00 800.00 12.90  0
 23  857 480.00  0.00 800.00 21.50  1
 24 1421 790.00  0.00 800.00 520.00  0
 25 1421 780.00  0.00 800.00 260.00  0
 26  983 550.00  0.00 800.00 21.50  0
 27  947 530.00  0.00 800.00 21.50  0
 28  947 510.00  0.00 800.00 17.20  0
 29  531 300.00  0.00 800.00 12.90  1
 30  911 510.00  0.00 800.00 21.50  0
 31  893 500.00  0.00 800.00 21.50  0
 32  460 260.00  0.00 800.00 17.20  1
 33  875 490.00  0.00 800.00 21.50  0
 34  603 340.00  0.00 800.00 12.90  1
 35  496 280.00  0.00 800.00 17.20  1
 36  821 460.00  0.00 800.00 21.50  0
 37  532 300.00  0.00 800.00 17.20  1
 38  839 470.00  0.00 800.00 21.50  0
 39  532 290.00  0.00 800.00 21.50  1
 40  532 280.00  0.00 800.00 12.90  1
 41  803 450.00  0.00 800.00 21.50  1
