trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 156
6.0, 200, 0.0, 800, 156
7.0, 100, 0.0, 800, 156
8.0, 50, 0.0, 800, 156
9.0, 25, 0.0, 800, 156
10.0, 12, 0.0, 800, 156
11.0, 400, 0.0, 800, 520
12.0, 600, 0.0, 800, 520
13.0, 500, 0.0, 800, 520
14.0, 450, 0.0, 800, 520
15.0, 425, 0.0, 800, 520
16.0, 412, 0.0, 800, 520
17.0, 800, 4.0, 400, 0
18.0, 800, 4.0, 600, 0
19.0, 800, 4.0, 700, 0
20.0, 800, 4.0, 750, 0
21.0, 800, 4.0, 725, 0
22.0, 800, 4.0, 737, 0
23.0, 800, 26.0, 400, 0
24.0, 800, 26.0, 200, 0
25.0, 800, 26.0, 300, 0
26.0, 800, 26.0, 350, 0
27.0, 800, 26.0, 375, 0
28.0, 800, 26.0, 387, 0
29.0, 400, 0.0, 800, 1
30.0, 600, 0.0, 800, 1
31.0, 700, 0.0, 800, 1
32.0, 750, 0.0, 800, 1
33.0, 775, 0.0, 800, 1
34.0, 787, 0.0, 800, 1
35.0, 800, 52.0, 400, 0
36.0, 800, 52.0, 200, 0
37.0, 800, 52.0, 300, 0
38.0, 800, 52.0, 250, 0
39.0, 800, 52.0, 225, 0
40.0, 800, 52.0, 237, 0
41.0, 400, 0.0, 800, 2
42.0, 600, 0.0, 800, 2
43.0, 700, 0.0, 800, 2
44.0, 750, 0.0, 800, 2
45.0, 775, 0.0, 800, 2
46.0, 787, 0.0, 800, 2
