trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  271 160.00  0.00 800.00  0.71  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  845 470.00  0.00 800.00 520.00  1
  4  935 520.00  0.00 800.00 520.00  1
  5 1025 570.00  0.00 800.00 520.00  1
  6 1115 620.00  0.00 800.00 520.00  1
  7 1205 670.00  0.00 800.00 520.00  1
  8 1277 710.00  0.00 800.00 520.00  0
  9 1295 720.00  0.00 800.00 520.00  0
 10 1295 700.00  0.00 800.00 260.00  0
 11 1313 730.00  0.00 800.00 520.00  0
 12 1259 700.00  0.00 800.00 520.00  0
 13 1259 680.00  0.00 800.00 260.00  1
 14 1205 670.00  0.00 800.00 520.00  0
 15 1061 590.00  0.00 800.00 520.00  1
 16 1187 660.00  0.00 800.00 520.00  1
 17 1295 720.00  0.00 800.00 520.00  0
 18 1151 640.00  0.00 800.00 520.00  1
 19 1277 710.00  0.00 800.00 520.00  0
 20 1133 630.00  0.00 800.00 520.00  1
 21 1133 610.00  0.00 800.00 260.00  1
 22 1133 640.00  0.00 800.00 260.00  1
 23 1133 610.00  0.00 800.00 260.00  1
 24 1133 620.00  0.00 800.00 260.00  1
 25 1151 640.00  0.00 800.00 520.00  1
 26 1133 620.00  0.00 800.00 260.00  1
 27 1259 700.00  0.00 800.00 520.00  0
 28 1133 620.00  0.00 800.00 260.00  1
 29 1133 620.00  0.00 800.00 260.00  1
 30 1133 620.00  0.00 800.00 260.00  1
 31 1133 620.00  0.00 800.00 260.00  1
 32 1133 650.00  0.00 800.00 260.00  1
 33 1133 620.00  0.00 800.00 260.00  1
 34 1133 650.00  0.00 800.00 260.00  1
 35 1133 630.00  0.00 800.00 260.00  1
 36 1133 610.00  0.00 800.00 260.00  1
 37 1133 610.00  0.00 800.00 260.00  1
 38 1133 650.00  0.00 800.00 260.00  1
 39 1259 700.00  0.00 800.00 520.00  0
 40 1133 650.00  0.00 800.00 260.00  1
 41 1133 610.00  0.00 800.00 260.00  1
