Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7576  2.0719    -9.1276 -2.6627
      1  -7.5064  1.1118    -6.0428 -6.0023
      2  -8.3208  0.7177    -3.2549 -7.5675
      3  -8.6938  0.5695    -1.9439 -8.1546
      4  -8.8861  0.4848    -1.2809 -8.4862
      5  -8.9957  0.4125    -0.9471 -8.7075
      6  -9.0310  0.3352    -0.8784 -8.7631
      7  -9.0994  0.2920    -0.6751 -8.9490
      8  -9.1097  0.2300    -0.6683 -8.9554
      9  -9.1305  0.1971    -0.6193 -8.9729
     10  -9.1365  0.1653    -0.6116 -8.9789
     11  -9.1394  0.1460    -0.6083 -8.9818
     12  -9.1533  0.1292    -0.5745 -8.9981
     13  -9.1547  0.1210    -0.5726 -8.9999
     14  -9.1556  0.1163    -0.5711 -9.0014
     15  -9.1571  0.1129    -0.5680 -9.0038
     16  -9.1584  0.1106    -0.5653 -9.0059
     17  -9.1595  0.1089    -0.5628 -9.0078
     18  -9.1695  0.0992    -0.5398 -9.0268
     19  -9.1777  0.0898    -0.5219 -9.0508
     20  -9.1779  0.0894    -0.5215 -9.0516
     21  -9.1799  0.0868    -0.5173 -9.0595
     22  -9.1801  0.0865    -0.5170 -9.0602
     23  -9.1803  0.0863    -0.5167 -9.0608
     24  -9.1820  0.0839    -0.5130 -9.0690
     25  -9.1837  0.0817    -0.5096 -9.0774
     26  -9.1837  0.0816    -0.5095 -9.0775
     27  -9.1838  0.0816    -0.5095 -9.0777
     28  -9.1853  0.0794    -0.5064 -9.0864
     29  -9.1854  0.0793    -0.5062 -9.0869
     30  -9.1857  0.0788    -0.5056 -9.0890
     31  -9.1871  0.0768    -0.5028 -9.0981
     32  -9.1920  0.0688    -0.4933 -9.1419
     33  -9.1922  0.0684    -0.4929 -9.1446
     34  -9.1923  0.0684    -0.4928 -9.1452
     35  -9.1925  0.0680    -0.4923 -9.1478
     36  -9.1963  0.0607    -0.4851 -9.2063
     37  -9.1994  0.0539    -0.4795 -9.1111
     38  -9.1994  0.0539    -0.4795 -9.1101
     39  -9.1994  0.0538    -0.4795 -9.1098
     40  -9.2018  0.0477    -0.4751 -9.0276
     41  -9.2037  0.0422    -0.4718 -8.9640

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0071  0.1899
      1   0.1020  0.0586     0.0072  0.1899
      2   0.1034  0.0581     0.0088  0.1900
      3   0.1060  0.0570     0.0112  0.1903
      4   0.1110  0.0557     0.0149  0.1912
      5   0.1174  0.0541     0.0201  0.1922
      6   0.1250  0.0515     0.0286  0.1932
      7   0.1289  0.0501     0.0334  0.1937
      8   0.1313  0.0482     0.0400  0.1939
      9   0.1364  0.0464     0.0465  0.1946
     10   0.1394  0.0445     0.0532  0.1948
     11   0.1411  0.0432     0.0575  0.1949
     12   0.1449  0.0416     0.0631  0.1954
     13   0.1460  0.0407     0.0661  0.1955
     14   0.1470  0.0399     0.0689  0.1956
     15   0.1485  0.0388     0.0721  0.1957
     16   0.1499  0.0379     0.0753  0.1958
     17   0.1511  0.0371     0.0779  0.1959
     18   0.1537  0.0360     0.0819  0.1962
     19   0.1561  0.0349     0.0857  0.1965
     20   0.1565  0.0345     0.0869  0.1965
     21   0.1581  0.0335     0.0902  0.1966
     22   0.1584  0.0332     0.0911  0.1966
     23   0.1587  0.0330     0.0919  0.1967
     24   0.1601  0.0322     0.0947  0.1968
     25   0.1613  0.0314     0.0973  0.1969
     26   0.1614  0.0313     0.0976  0.1969
     27   0.1615  0.0312     0.0979  0.1969
     28   0.1626  0.0305     0.1001  0.1970
     29   0.1628  0.0303     0.1007  0.1970
     30   0.1633  0.0300     0.1019  0.1970
     31   0.1642  0.0294     0.1040  0.1971
     32   0.1657  0.0286     0.1065  0.1973
     33   0.1661  0.0283     0.1074  0.1973
     34   0.1662  0.0282     0.1078  0.1973
     35   0.1665  0.0279     0.1087  0.1973
     36   0.1679  0.0273     0.1112  0.1974
     37   0.1691  0.0266     0.1134  0.1976
     38   0.1692  0.0265     0.1137  0.1976
     39   0.1692  0.0264     0.1138  0.1976
     40   0.1704  0.0258     0.1162  0.1977
     41   0.1715  0.0251     0.1184  0.1978

