Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8544  2.0197    -9.1377 -2.8385
      1  -4.2274  1.1281    -6.0457 -2.6648
      2  -5.0778  0.6802    -6.1295 -4.2834
      3  -4.6614  0.4839    -5.3356 -4.2427
      4  -4.9458  0.3809    -5.4953 -4.6814
      5  -4.7927  0.3338    -5.2516 -4.5769
      6  -4.7941  0.2606    -5.2395 -4.6073
      7  -4.7943  0.2150    -5.2324 -4.6251
      8  -4.7764  0.1688    -5.1286 -4.6227
      9  -4.7596  0.1373    -5.0546 -4.6161
     10  -4.7611  0.1211    -5.0545 -4.6249
     11  -4.7586  0.1106    -5.0522 -4.6255
     12  -4.7606  0.1019    -5.0522 -4.6353
     13  -4.7616  0.0975    -5.0522 -4.6404
     14  -4.7610  0.0950    -5.0516 -4.6409
     15  -4.7601  0.0931    -5.0508 -4.6405
     16  -4.7730  0.1220    -5.0635 -4.6449
     17  -4.7907  0.0952    -5.0652 -4.7915
     18  -4.7822  0.0788    -5.0567 -4.7911
     19  -4.7832  0.0734    -5.0567 -4.7921
     20  -4.7811  0.0670    -5.0545 -4.7922
     21  -4.7821  0.0635    -5.0545 -4.7932
     22  -4.7786  0.0601    -5.0522 -4.7920
     23  -4.7791  0.0583    -5.0522 -4.7924
     24  -4.7781  0.0577    -5.0516 -4.7920
     25  -4.7788  0.0557    -5.0516 -4.7926
     26  -4.7788  0.0550    -5.0515 -4.7927
     27  -4.7793  0.0534    -5.0515 -4.7932
     28  -4.7794  0.0529    -5.0515 -4.7934
     29  -4.7794  0.0525    -5.0514 -4.7935
     30  -4.7798  0.0515    -5.0514 -4.7938
     31  -4.7797  0.0516    -5.0514 -4.7937
     32  -4.7787  0.0539    -5.0513 -4.7928
     33  -4.7788  0.0536    -5.0513 -4.7929
     34  -4.7788  0.0537    -5.0513 -4.7929
     35  -4.7789  0.0535    -5.0513 -4.7929
     36  -4.7786  0.0541    -5.0513 -4.7927
     37  -4.7790  0.0531    -5.0513 -4.7930
     38  -4.7792  0.0524    -5.0513 -4.7932
     39  -4.7795  0.0518    -5.0514 -4.7935
     40  -4.7795  0.0516    -5.0514 -4.7935
     41  -4.7793  0.0523    -5.0513 -4.7933

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0073  0.1898
      1   0.1026  0.0583     0.0079  0.1899
      2   0.1026  0.0585     0.0075  0.1900
      3   0.1032  0.0581     0.0089  0.1900
      4   0.1034  0.0579     0.0092  0.1900
      5   0.1033  0.0573     0.0101  0.1898
      6   0.1053  0.0561     0.0142  0.1900
      7   0.1066  0.0554     0.0166  0.1901
      8   0.1108  0.0539     0.0213  0.1907
      9   0.1161  0.0526     0.0254  0.1916
     10   0.1167  0.0522     0.0268  0.1916
     11   0.1187  0.0512     0.0296  0.1918
     12   0.1193  0.0508     0.0311  0.1919
     13   0.1196  0.0505     0.0319  0.1919
     14   0.1204  0.0501     0.0334  0.1920
     15   0.1222  0.0493     0.0357  0.1922
     16   0.0575  0.0305     0.0151  0.1124
     17   0.0617  0.0307     0.0176  0.1166
     18   0.0643  0.0309     0.0195  0.1195
     19   0.0646  0.0308     0.0203  0.1197
     20   0.0661  0.0307     0.0216  0.1210
     21   0.0663  0.0306     0.0221  0.1211
     22   0.0694  0.0314     0.0234  0.1256
     23   0.0696  0.0313     0.0237  0.1257
     24   0.0721  0.0317     0.0252  0.1286
     25   0.0723  0.0316     0.0256  0.1287
     26   0.0732  0.0315     0.0268  0.1295
     27   0.0734  0.0314     0.0273  0.1295
     28   0.0743  0.0313     0.0282  0.1302
     29   0.0751  0.0312     0.0289  0.1308
     30   0.0752  0.0312     0.0292  0.1308
     31   0.0767  0.0312     0.0302  0.1324
     32   0.0793  0.0318     0.0313  0.1361
     33   0.0800  0.0317     0.0321  0.1365
     34   0.0813  0.0317     0.0332  0.1377
     35   0.0822  0.0317     0.0343  0.1384
     36   0.0839  0.0318     0.0353  0.1405
     37   0.0840  0.0318     0.0355  0.1405
     38   0.0841  0.0318     0.0356  0.1406
     39   0.0841  0.0317     0.0358  0.1406
     40   0.0849  0.0317     0.0365  0.1412
     41   0.0866  0.0318     0.0375  0.1430

