Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8235  1.0981    -5.4156 -2.4613
      1  -4.6197  0.7756    -5.6741 -3.9619
      2  -4.2703  0.6024    -4.9315 -3.8032
      3  -4.0041  0.6572    -4.5879 -3.5127
      4  -4.0392  0.5068    -4.4990 -3.9441
      5  -4.0213  0.3820    -4.4693 -3.9646
      6  -3.9989  0.2790    -4.4276 -3.9652
      7  -3.9888  0.2136    -4.4074 -3.9656
      8  -3.9882  0.1703    -4.4026 -3.9676
      9  -3.9876  0.1436    -4.3996 -3.9686
     10  -3.9843  0.1236    -4.3875 -3.9687
     11  -3.9854  0.1123    -4.3863 -3.9702
     12  -3.9855  0.1064    -4.3853 -3.9707
     13  -3.9856  0.1032    -4.3845 -3.9711
     14  -3.9860  0.1006    -4.3836 -3.9716
     15  -3.9860  0.0992    -4.3829 -3.9719
     16  -3.9847  0.0956    -4.3758 -3.9719
     17  -3.9851  0.0943    -4.3752 -3.9724
     18  -3.9854  0.0932    -4.3746 -3.9729
     19  -3.9854  0.0929    -4.3742 -3.9730
     20  -3.9856  0.0921    -4.3737 -3.9733
     21  -3.9850  0.0907    -4.3704 -3.9733
     22  -3.9842  0.0888    -4.3657 -3.9732
     23  -3.9839  0.0881    -4.3638 -3.9732
     24  -3.9834  0.0871    -4.3609 -3.9732
     25  -3.9835  0.0868    -4.3607 -3.9733
     26  -3.9829  0.0857    -4.3573 -3.9733
     27  -3.9830  0.0854    -4.3571 -3.9734
     28  -3.9824  0.0841    -4.3529 -3.9734
     29  -3.9818  0.0829    -4.3492 -3.9734
     30  -3.9816  0.0826    -4.3479 -3.9733
     31  -3.9818  0.0821    -4.3478 -3.9736
     32  -3.9819  0.0820    -4.3477 -3.9736
     33  -3.9819  0.0819    -4.3476 -3.9737
     34  -3.9819  0.0818    -4.3475 -3.9737
     35  -3.9819  0.0817    -4.3473 -3.9737
     36  -3.9821  0.0814    -4.3472 -3.9739
     37  -3.9821  0.0812    -4.3471 -3.9740
     38  -3.9822  0.0811    -4.3469 -3.9740
     39  -3.9818  0.0805    -4.3447 -3.9740
     40  -3.9819  0.0804    -4.3446 -3.9740
     41  -3.9818  0.0802    -4.3438 -3.9740

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0987  0.0601     0.0023  0.1894
      1   0.0968  0.0606     0.0015  0.1891
      2   0.0996  0.0597     0.0030  0.1896
      3   0.0928  0.0612     0.0004  0.1884
      4   0.1057  0.0587     0.0053  0.1906
      5   0.1092  0.0567     0.0121  0.1909
      6   0.1117  0.0552     0.0174  0.1912
      7   0.1130  0.0543     0.0205  0.1913
      8   0.1143  0.0535     0.0232  0.1914
      9   0.1150  0.0529     0.0248  0.1915
     10   0.1158  0.0525     0.0265  0.1915
     11   0.1169  0.0518     0.0284  0.1916
     12   0.1173  0.0515     0.0293  0.1917
     13   0.1176  0.0513     0.0300  0.1917
     14   0.1182  0.0510     0.0310  0.1917
     15   0.1185  0.0508     0.0316  0.1918
     16   0.1189  0.0506     0.0325  0.1918
     17   0.1194  0.0503     0.0335  0.1919
     18   0.1199  0.0500     0.0345  0.1919
     19   0.1201  0.0499     0.0348  0.1919
     20   0.1205  0.0496     0.0355  0.1920
     21   0.1207  0.0495     0.0358  0.1920
     22   0.1209  0.0494     0.0364  0.1920
     23   0.1210  0.0493     0.0366  0.1920
     24   0.1212  0.0492     0.0370  0.1920
     25   0.1214  0.0491     0.0373  0.1920
     26   0.1216  0.0489     0.0377  0.1921
     27   0.1217  0.0488     0.0381  0.1921
     28   0.1219  0.0487     0.0385  0.1921
     29   0.1221  0.0486     0.0390  0.1921
     30   0.1222  0.0485     0.0391  0.1921
     31   0.1225  0.0484     0.0397  0.1921
     32   0.1226  0.0483     0.0399  0.1922
     33   0.1227  0.0482     0.0401  0.1922
     34   0.1228  0.0482     0.0403  0.1922
     35   0.1228  0.0481     0.0405  0.1922
     36   0.1231  0.0480     0.0410  0.1922
     37   0.1233  0.0479     0.0413  0.1922
     38   0.1234  0.0478     0.0415  0.1922
     39   0.1235  0.0478     0.0418  0.1922
     40   0.1236  0.0477     0.0420  0.1922
     41   0.1236  0.0477     0.0421  0.1923

