Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.9399  1.1205    -5.6118 -2.4750
      1  -3.1081  0.8147    -4.0278 -2.3875
      2  -2.7170  0.7469    -3.3691 -2.3460
      3  -2.5474  0.6573    -3.0136 -2.3309
      4  -2.4234  0.6607    -2.7987 -2.3181
      5  -2.3639  0.4969    -2.5763 -2.3170
      6  -2.3341  0.3562    -2.5710 -2.3167
      7  -2.3183  0.2588    -2.5674 -2.3165
      8  -2.3107  0.1823    -2.5665 -2.3165
      9  -2.3067  0.1321    -2.5657 -2.3164
     10  -2.3047  0.0957    -2.5653 -2.3164
     11  -2.3037  0.0696    -2.5652 -2.3164
     12  -2.3113  0.1983    -2.5659 -2.3164
     13  -2.3564  0.4909    -2.5702 -2.3167
     14  -2.3309  0.3563    -2.5678 -2.3165
     15  -2.3177  0.2609    -2.5666 -2.3165
     16  -2.3106  0.1900    -2.5659 -2.3164
     17  -2.3069  0.1389    -2.5655 -2.3164
     18  -2.3049  0.1014    -2.5653 -2.3164
     19  -2.3038  0.0741    -2.5652 -2.3164
     20  -2.3091  0.1712    -2.5657 -2.3164
     21  -2.3060  0.1243    -2.5654 -2.3164
     22  -2.3044  0.0911    -2.5653 -2.3164
     23  -2.3135  0.2213    -2.5661 -2.3165
     24  -2.3084  0.1612    -2.5656 -2.3164
     25  -2.3057  0.1173    -2.5654 -2.3164
     26  -2.3042  0.0852    -2.5653 -2.3164
     27  -2.3120  0.2043    -2.5660 -2.3164
     28  -2.3076  0.1494    -2.5656 -2.3164
     29  -2.3053  0.1093    -2.5654 -2.3164
     30  -2.3040  0.0795    -2.5652 -2.3164
     31  -2.3034  0.0581    -2.5652 -2.3164
     32  -2.3068  0.1360    -2.5655 -2.3164
     33  -2.3048  0.0992    -2.5653 -2.3164
     34  -2.3038  0.0724    -2.5652 -2.3164
     35  -2.3032  0.0531    -2.5652 -2.3164
     36  -2.3029  0.0388    -2.5651 -2.3164
     37  -2.3045  0.0907    -2.5653 -2.3164
     38  -2.3036  0.0662    -2.5652 -2.3164
     39  -2.3031  0.0489    -2.5651 -2.3164
     40  -2.3029  0.0357    -2.5651 -2.3164
     41  -2.3028  0.0266    -2.5651 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0597     0.0031  0.1895
      1   0.1004  0.0597     0.0033  0.1897
      2   0.1009  0.0593     0.0040  0.1898
      3   0.1048  0.0579     0.0081  0.1903
      4   0.1064  0.0575     0.0090  0.1905
      5   0.1153  0.0544     0.0188  0.1917
      6   0.1189  0.0521     0.0268  0.1920
      7   0.1239  0.0497     0.0347  0.1926
      8   0.1248  0.0489     0.0371  0.1926
      9   0.1288  0.0471     0.0431  0.1931
     10   0.1323  0.0455     0.0486  0.1935
     11   0.1356  0.0440     0.0537  0.1939
     12   0.0919  0.0420     0.0281  0.1677
     13   0.0549  0.0281     0.0120  0.1030
     14   0.0569  0.0276     0.0154  0.1043
     15   0.0591  0.0273     0.0179  0.1061
     16   0.0611  0.0270     0.0207  0.1078
     17   0.0629  0.0269     0.0224  0.1092
     18   0.0648  0.0268     0.0241  0.1108
     19   0.0666  0.0267     0.0261  0.1125
     20   0.0483  0.0190     0.0173  0.0794
     21   0.0496  0.0188     0.0190  0.0803
     22   0.0508  0.0187     0.0208  0.0813
     23   0.0380  0.0142     0.0139  0.0602
     24   0.0389  0.0141     0.0148  0.0608
     25   0.0398  0.0139     0.0156  0.0613
     26   0.0407  0.0138     0.0164  0.0618
     27   0.0316  0.0111     0.0110  0.0478
     28   0.0324  0.0110     0.0122  0.0481
     29   0.0331  0.0109     0.0137  0.0487
     30   0.0337  0.0108     0.0143  0.0494
     31   0.0343  0.0107     0.0148  0.0501
     32   0.0278  0.0090     0.0100  0.0404
     33   0.0284  0.0089     0.0107  0.0407
     34   0.0289  0.0088     0.0116  0.0409
     35   0.0294  0.0087     0.0125  0.0412
     36   0.0298  0.0087     0.0137  0.0414
     37   0.0249  0.0075     0.0091  0.0343
     38   0.0253  0.0074     0.0095  0.0345
     39   0.0257  0.0073     0.0100  0.0348
     40   0.0261  0.0073     0.0105  0.0354
     41   0.0264  0.0073     0.0111  0.0359

