trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  718 400.00  0.00 800.00 260.00  0
  1  661 370.00  0.00 800.00 52.00  0
  2  766 430.00  0.00 800.00 17.20  0
  3  765 430.00  0.00 800.00 12.90  0
  4  728 410.00  0.00 800.00 10.80  0
  5  746 420.00  0.00 800.00 10.80  0
  6  746 410.00  0.00 800.00 12.90  0
  7  675 380.00  0.00 800.00 12.90  0
  8  675 390.00  0.00 800.00 17.20  0
  9  568 320.00  0.00 800.00 17.20  0
 10  728 410.00  0.00 800.00 10.80  0
 11  906 510.00  0.00 800.00  6.44  0
 12  407 230.00  0.00 800.00 21.50  0
 13  924 520.00  0.00 800.00  6.44  1
 14  747 420.00  0.00 800.00 12.90  0
 15  782 440.00  0.00 800.00 10.80  0
 16  319 180.00  0.00 800.00 52.00  0
 17  853 480.00  0.00 800.00  8.60  0
 18  107  60.00  0.00 800.00 520.00  0
 19  764 430.00  0.00 800.00 10.80  0
 20  691 390.00  0.00 800.00  8.60  0
 21  337 190.00  0.00 800.00 52.00  0
 22  782 440.00  0.00 800.00 10.80  0
 23  960 540.00  0.00 800.00  6.44  1
 24  587 330.00  0.00 800.00 21.50  0
 25  213 120.00  0.00 800.00 156.00  0
 26  355 200.00  0.00 800.00 52.00  0
 27  976 550.00  0.00 800.00  3.00  0
 28  605 340.00  0.00 800.00 21.50  0
 29  196 110.00  0.00 800.00 260.00  0
 30  179 100.00  0.00 800.00 520.00  0
 31  765 430.00  0.00 800.00 12.90  0
 32  548 310.00  0.00 800.00 10.80  0
 33  801 450.00  0.00 800.00 12.90  0
 34  197 110.00  0.00 800.00 520.00  0
 35 1032 580.00  0.00 800.00  6.44  0
 36  783 440.00  0.00 800.00 12.90  0
 37  530 300.00  0.00 800.00 10.80  0
 38  588 330.00  0.00 800.00 26.00  0
 39 1170 660.00  0.00 800.00  0.43  1
 40  712 400.00  0.00 800.00 17.20  0
 41  815 460.00  0.00 800.00  4.30  1
