Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7566  2.0723    -9.1275 -2.6619
      1  -4.0157  1.1227    -5.7980 -2.4845
      2  -4.9605  0.6649    -5.8873 -4.2648
      3  -5.3940  0.5258    -6.1078 -5.0609
      4  -5.2002  0.3784    -5.6549 -4.9372
      5  -5.0497  0.3515    -5.4912 -4.8187
      6  -5.0871  0.2515    -5.4909 -5.0698
      7  -5.0937  0.1928    -5.4837 -5.0771
      8  -5.0864  0.1434    -5.4490 -5.0773
      9  -5.0877  0.1164    -5.4456 -5.0793
     10  -5.0882  0.1007    -5.4445 -5.0801
     11  -5.0879  0.0912    -5.4420 -5.0803
     12  -5.4117  0.4498    -6.1015 -5.1240
     13  -5.3544  0.3474    -5.8667 -5.1204
     14  -5.3200  0.2789    -5.7940 -5.1166
     15  -5.2399  0.3396    -5.6832 -5.0781
     16  -5.1710  0.3417    -5.6056 -5.0673
     17  -5.1270  0.2981    -5.5794 -5.0510
     18  -5.0988  0.2473    -5.5438 -5.0430
     19  -5.0922  0.1979    -5.5280 -5.0657
     20  -5.0733  0.1650    -5.4527 -5.0534
     21  -5.0441  0.2009    -5.3391 -4.8877
     22  -5.0563  0.1572    -5.3392 -4.9695
     23  -5.0724  0.1609    -5.4158 -5.0672
     24  -5.0652  0.1314    -5.3400 -5.0675
     25  -5.0783  0.1360    -5.4251 -5.0726
     26  -5.0766  0.1136    -5.4083 -5.0731
     27  -5.0827  0.1022    -5.4349 -5.0765
     28  -5.0744  0.0828    -5.3407 -5.0763
     29  -5.0843  0.0931    -5.4359 -5.0781
     30  -5.0828  0.0841    -5.4211 -5.0782
     31  -5.0752  0.0679    -5.3398 -5.0779
     32  -5.0800  0.0712    -5.3716 -5.0791
     33  -5.1442  0.1796    -5.5758 -5.0777
     34  -5.2131  0.3136    -5.6050 -5.0739
     35  -5.2177  0.2554    -5.6034 -5.0812
     36  -5.2257  0.2164    -5.6031 -5.0877
     37  -5.2352  0.1897    -5.6033 -5.0935
     38  -5.2611  0.1743    -5.6061 -5.1050
     39  -5.2786  0.1565    -5.6073 -5.1173
     40  -5.2823  0.1429    -5.6071 -5.1219
     41  -5.2871  0.1330    -5.6070 -5.1275

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0588     0.0066  0.1898
      2   0.1010  0.0591     0.0057  0.1897
      3   0.1008  0.0594     0.0052  0.1898
      4   0.1054  0.0579     0.0088  0.1905
      5   0.1043  0.0584     0.0084  0.1903
      6   0.1145  0.0550     0.0168  0.1917
      7   0.1201  0.0524     0.0249  0.1923
      8   0.1219  0.0510     0.0299  0.1924
      9   0.1244  0.0495     0.0350  0.1927
     10   0.1270  0.0483     0.0390  0.1930
     11   0.1276  0.0478     0.0407  0.1930
     12   0.0280  0.0164     0.0017  0.0547
     13   0.0307  0.0164     0.0037  0.0575
     14   0.0329  0.0164     0.0067  0.0598
     15   0.0287  0.0145     0.0039  0.0517
     16   0.0290  0.0150     0.0037  0.0532
     17   0.0310  0.0156     0.0052  0.0562
     18   0.0331  0.0160     0.0072  0.0591
     19   0.0340  0.0157     0.0082  0.0597
     20   0.0359  0.0161     0.0092  0.0617
     21   0.0318  0.0147     0.0073  0.0549
     22   0.0334  0.0145     0.0087  0.0563
     23   0.0328  0.0141     0.0087  0.0549
     24   0.0342  0.0141     0.0097  0.0563
     25   0.0335  0.0137     0.0097  0.0548
     26   0.0339  0.0136     0.0103  0.0550
     27   0.0352  0.0138     0.0117  0.0570
     28   0.0366  0.0138     0.0134  0.0585
     29   0.0358  0.0135     0.0129  0.0569
     30   0.0361  0.0134     0.0139  0.0571
     31   0.0374  0.0134     0.0146  0.0586
     32   0.0381  0.0137     0.0150  0.0598
     33   0.0230  0.0084     0.0072  0.0343
     34   0.0172  0.0070     0.0019  0.0263
     35   0.0178  0.0068     0.0027  0.0265
     36   0.0184  0.0066     0.0037  0.0268
     37   0.0190  0.0066     0.0049  0.0271
     38   0.0195  0.0066     0.0058  0.0274
     39   0.0201  0.0066     0.0070  0.0279
     40   0.0204  0.0066     0.0073  0.0284
     41   0.0208  0.0065     0.0075  0.0289

