Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5454  1.0468    -4.9641 -2.4293
      1  -2.9038  0.9028    -3.9207 -2.3607
      2  -2.6418  0.8931    -3.4486 -2.3322
      3  -2.5135  0.8917    -3.1277 -2.3189
      4  -2.4157  0.6862    -2.6846 -2.3173
      5  -2.3622  0.4928    -2.5757 -2.3170
      6  -2.3576  0.4930    -2.5711 -2.3167
      7  -2.3382  0.4009    -2.5685 -2.3166
      8  -2.3212  0.2908    -2.5668 -2.3165
      9  -2.3122  0.2095    -2.5659 -2.3164
     10  -2.3076  0.1508    -2.5655 -2.3164
     11  -2.3052  0.1084    -2.5653 -2.3164
     12  -2.3231  0.3051    -2.5669 -2.3165
     13  -2.3134  0.2219    -2.5660 -2.3165
     14  -2.3083  0.1620    -2.5656 -2.3164
     15  -2.3058  0.1217    -2.5654 -2.3164
     16  -2.3043  0.0891    -2.5652 -2.3164
     17  -2.3126  0.2146    -2.5659 -2.3164
     18  -2.3080  0.1571    -2.5655 -2.3164
     19  -2.3129  0.2176    -2.5659 -2.3164
     20  -2.3689  0.5487    -2.5705 -2.3167
     21  -3.1449  1.7845    -7.9733 -2.3211
     22  -2.7895  1.4146    -6.8545 -2.3189
     23  -2.5682  1.0683    -4.7115 -2.3177
     24  -2.4437  0.7843    -2.6140 -2.3172
     25  -2.3782  0.5754    -2.5732 -2.3168
     26  -2.3421  0.4134    -2.5700 -2.3167
     27  -2.3241  0.3032    -2.5680 -2.3166
     28  -2.3144  0.2230    -2.5669 -2.3165
     29  -2.3090  0.1629    -2.5662 -2.3165
     30  -2.3062  0.1199    -2.5658 -2.3164
     31  -2.3048  0.0934    -2.5655 -2.3164
     32  -2.3038  0.0685    -2.5653 -2.3164
     33  -2.3033  0.0503    -2.5652 -2.3164
     34  -2.3059  0.1176    -2.5656 -2.3164
     35  -2.3044  0.0861    -2.5654 -2.3164
     36  -2.3037  0.0649    -2.5653 -2.3164
     37  -2.3032  0.0479    -2.5652 -2.3164
     38  -2.3030  0.0356    -2.5652 -2.3164
     39  -2.3028  0.0284    -2.5651 -2.3164
     40  -2.3027  0.0214    -2.5651 -2.3164
     41  -2.3033  0.0504    -2.5653 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0980  0.0609     0.0005  0.1895
      1   0.0984  0.0606     0.0001  0.1895
      2   0.0998  0.0602     0.0001  0.1897
      3   0.1015  0.0593     0.0001  0.1898
      4   0.1119  0.0561     0.0110  0.1913
      5   0.1154  0.0537     0.0212  0.1916
      6   0.1164  0.0534     0.0221  0.1917
      7   0.1237  0.0515     0.0296  0.1930
      8   0.1281  0.0490     0.0377  0.1934
      9   0.1318  0.0469     0.0445  0.1937
     10   0.1352  0.0451     0.0505  0.1941
     11   0.1381  0.0435     0.0559  0.1944
     12   0.0961  0.0437     0.0279  0.1730
     13   0.0994  0.0428     0.0321  0.1745
     14   0.1027  0.0421     0.0362  0.1761
     15   0.1059  0.0414     0.0398  0.1776
     16   0.1091  0.0409     0.0433  0.1790
     17   0.0775  0.0326     0.0276  0.1342
     18   0.0800  0.0323     0.0301  0.1361
     19   0.0701  0.0287     0.0251  0.1184
     20   0.0471  0.0214     0.0111  0.0813
     21   0.0178  0.0147     0.0000  0.0403
     22   0.0204  0.0139     0.0000  0.0411
     23   0.0220  0.0132     0.0001  0.0417
     24   0.0229  0.0127     0.0005  0.0422
     25   0.0241  0.0123     0.0021  0.0429
     26   0.0247  0.0120     0.0034  0.0433
     27   0.0257  0.0118     0.0050  0.0441
     28   0.0266  0.0117     0.0070  0.0449
     29   0.0274  0.0116     0.0076  0.0455
     30   0.0283  0.0115     0.0082  0.0461
     31   0.0294  0.0116     0.0089  0.0472
     32   0.0302  0.0115     0.0096  0.0477
     33   0.0310  0.0115     0.0104  0.0482
     34   0.0233  0.0087     0.0074  0.0355
     35   0.0239  0.0086     0.0077  0.0362
     36   0.0244  0.0086     0.0081  0.0368
     37   0.0250  0.0086     0.0085  0.0374
     38   0.0255  0.0085     0.0088  0.0380
     39   0.0263  0.0086     0.0093  0.0389
     40   0.0268  0.0086     0.0098  0.0393
     41   0.0217  0.0070     0.0077  0.0314

