Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0554  1.7157    -7.9068 -2.5873
      1  -3.6183  0.9341    -5.0191 -2.4434
      2  -2.9481  0.6771    -3.7608 -2.3738
      3  -3.3469  0.6005    -3.9755 -2.9669
      4  -3.1721  0.5720    -3.6311 -2.8740
      5  -3.1663  0.4345    -3.5949 -2.9582
      6  -3.1621  0.3335    -3.5735 -3.0360
      7  -3.1592  0.2607    -3.5595 -3.1229
      8  -3.1300  0.1833    -3.4007 -3.1046
      9  -3.1285  0.1436    -3.4003 -3.1307
     10  -3.1279  0.1172    -3.4000 -3.1326
     11  -3.0772  0.1844    -3.3946 -2.9151
     12  -2.9819  0.2124    -3.3806 -2.8785
     13  -3.1039  0.1970    -3.3960 -2.9544
     14  -3.1166  0.1518    -3.3963 -3.0264
     15  -3.1079  0.1317    -3.3940 -2.9948
     16  -3.0790  0.1539    -3.3916 -2.9229
     17  -3.0871  0.1301    -3.3921 -2.9369
     18  -3.1052  0.1026    -3.3932 -2.9924
     19  -3.1095  0.0885    -3.3933 -3.0208
     20  -3.1036  0.0907    -3.3927 -2.9897
     21  -3.0725  0.1190    -3.3904 -2.9193
     22  -2.9876  0.1440    -3.3792 -2.8816
     23  -3.0934  0.1044    -3.3920 -2.9539
     24  -3.0753  0.1171    -3.3906 -2.9226
     25  -3.0976  0.0950    -3.3922 -2.9668
     26  -3.1016  0.0883    -3.3924 -2.9821
     27  -3.1101  0.0756    -3.3929 -3.0325
     28  -3.0865  0.1033    -3.3914 -2.9398
     29  -3.1047  0.0827    -3.3926 -2.9974
     30  -3.1094  0.0756    -3.3928 -3.0271
     31  -3.1189  0.0582    -3.3934 -3.1327
     32  -3.1210  0.0531    -3.3935 -3.1350
     33  -3.0955  0.0932    -3.3920 -2.9612
     34  -3.0973  0.0911    -3.3921 -2.9668
     35  -3.0990  0.0892    -3.3922 -2.9724
     36  -3.0664  0.1173    -3.3898 -2.9138
     37  -2.9885  0.1381    -3.3792 -2.8819
     38  -3.0952  0.0934    -3.3919 -2.9603
     39  -3.1049  0.0816    -3.3925 -2.9987
     40  -3.0901  0.0986    -3.3916 -2.9475
     41  -3.1069  0.0787    -3.3927 -3.0102

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0589     0.0061  0.1897
      1   0.1013  0.0589     0.0061  0.1898
      2   0.1014  0.0588     0.0065  0.1898
      3   0.0980  0.0596     0.0043  0.1892
      4   0.0988  0.0595     0.0047  0.1893
      5   0.1057  0.0570     0.0103  0.1902
      6   0.1106  0.0550     0.0163  0.1908
      7   0.1138  0.0536     0.0214  0.1912
      8   0.1208  0.0507     0.0308  0.1921
      9   0.1219  0.0499     0.0336  0.1922
     10   0.1227  0.0494     0.0356  0.1923
     11   0.0964  0.0463     0.0253  0.1779
     12   0.0869  0.0431     0.0229  0.1660
     13   0.0780  0.0395     0.0207  0.1512
     14   0.0810  0.0394     0.0233  0.1538
     15   0.0853  0.0399     0.0266  0.1587
     16   0.0798  0.0377     0.0249  0.1495
     17   0.0818  0.0375     0.0273  0.1509
     18   0.0842  0.0375     0.0292  0.1533
     19   0.0853  0.0373     0.0306  0.1542
     20   0.0890  0.0379     0.0329  0.1583
     21   0.0843  0.0360     0.0314  0.1501
     22   0.0756  0.0313     0.0291  0.1310
     23   0.0739  0.0310     0.0284  0.1291
     24   0.0747  0.0313     0.0288  0.1307
     25   0.0772  0.0316     0.0304  0.1336
     26   0.0780  0.0314     0.0315  0.1342
     27   0.0793  0.0314     0.0329  0.1354
     28   0.0759  0.0298     0.0316  0.1287
     29   0.0775  0.0300     0.0331  0.1306
     30   0.0783  0.0299     0.0341  0.1312
     31   0.0794  0.0299     0.0352  0.1325
     32   0.0800  0.0299     0.0357  0.1329
     33   0.0717  0.0258     0.0325  0.1161
     34   0.0720  0.0258     0.0330  0.1164
     35   0.0723  0.0257     0.0335  0.1166
     36   0.0716  0.0251     0.0333  0.1146
     37   0.0712  0.0245     0.0332  0.1126
     38   0.0657  0.0221     0.0310  0.1028
     39   0.0663  0.0221     0.0317  0.1034
     40   0.0674  0.0224     0.0324  0.1051
     41   0.0681  0.0225     0.0332  0.1061

