trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   60  40.00  0.00 800.00  6.44  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  827 460.00  0.00 800.00 520.00  1
  4  935 520.00  0.00 800.00 520.00  1
  5 1025 570.00  0.00 800.00 520.00  1
  6 1115 620.00  0.00 800.00 520.00  0
  7 1007 560.00  0.00 800.00 520.00  1
  8 1115 620.00  0.00 800.00 260.00  0
  9 1223 680.00  0.00 800.00 520.00  0
 10 1223 700.00  0.00 800.00 260.00  0
 11 1007 560.00  0.00 800.00 520.00  1
 12 1187 660.00  0.00 800.00 520.00  0
 13  989 550.00  0.00 800.00 520.00  1
 14 1151 640.00  0.00 800.00 520.00  0
 15  989 570.00  0.00 800.00 260.00  1
 16  989 560.00  0.00 800.00 260.00  1
 17  989 570.00  0.00 800.00 260.00  1
 18  989 570.00  0.00 800.00 260.00  1
 19  989 560.00  0.00 800.00 260.00  1
 20  989 570.00  0.00 800.00 260.00  1
 21  989 570.00  0.00 800.00 260.00  1
 22  989 530.00  0.00 800.00 260.00  1
 23 1007 560.00  0.00 800.00 520.00  1
 24 1133 630.00  0.00 800.00 520.00  0
 25  989 550.00  0.00 800.00 520.00  1
 26 1133 620.00  0.00 800.00 260.00  0
 27  989 540.00  0.00 800.00 260.00  1
 28 1151 640.00  0.00 800.00 520.00  0
 29  989 560.00  0.00 800.00 260.00  1
 30  989 560.00  0.00 800.00 260.00  1
 31  989 560.00  0.00 800.00 260.00  1
 32  989 540.00  0.00 800.00 260.00  1
 33  989 570.00  0.00 800.00 260.00  1
 34  989 560.00  0.00 800.00 260.00  1
 35  989 560.00  0.00 800.00 260.00  1
 36  989 560.00  0.00 800.00 260.00  1
 37  989 540.00  0.00 800.00 260.00  1
 38  989 550.00  0.00 800.00 260.00  1
 39  989 540.00  0.00 800.00 260.00  1
 40  989 530.00  0.00 800.00 260.00  1
 41  989 550.00  0.00 800.00 260.00  1
