Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7498  1.3355    -6.9786 -2.4361
      1  -4.5775  1.2852    -8.0302 -3.6819
      2  -3.9303  0.7722    -4.8293 -3.4546
      3  -4.1095  0.7739    -5.3103 -3.7547
      4  -3.9920  0.5252    -4.3024 -3.7576
      5  -4.5951  1.9108    -8.7660 -2.6044
      6  -4.2168  1.6875    -8.4055 -2.5933
      7  -3.9108  1.4130    -7.7023 -2.5858
      8  -3.7038  1.1479    -6.3894 -2.5815
      9  -3.5790  0.9326    -5.0258 -2.5793
     10  -3.6924  0.8077    -4.9103 -2.8445
     11  -3.7491  0.6879    -4.7967 -3.1104
     12  -3.6487  0.5578    -4.4276 -3.0778
     13  -3.4772  0.6497    -4.2782 -2.8136
     14  -3.5210  0.5461    -4.2452 -2.9955
     15  -3.4590  0.4601    -4.1220 -2.9763
     16  -3.5718  0.4654    -4.2101 -3.1513
     17  -3.5959  0.3912    -4.2064 -3.2373
     18  -3.7797  0.5496    -4.5485 -3.3169
     19  -3.7226  0.4579    -4.4067 -3.3029
     20  -3.7391  0.3911    -4.3979 -3.4153
     21  -3.9326  0.5616    -4.7493 -3.4527
     22  -3.8760  0.4728    -4.6038 -3.4453
     23  -3.8323  0.4059    -4.4862 -3.4379
     24  -3.7990  0.3564    -4.4324 -3.4317
     25  -3.8260  0.3193    -4.4409 -3.4781
     26  -3.7998  0.2896    -4.3836 -3.4703
     27  -3.8269  0.2656    -4.3974 -3.5248
     28  -3.8509  0.2470    -4.4098 -3.5963
     29  -3.8241  0.2295    -4.3369 -3.5751
     30  -3.8485  0.2160    -4.3570 -3.6755
     31  -3.8308  0.2041    -4.2825 -3.6576
     32  -3.8085  0.1949    -4.2292 -3.6286
     33  -3.8537  0.1859    -4.2544 -3.6964
     34  -3.8804  0.1754    -4.2945 -3.7109
     35  -3.8847  0.1707    -4.2944 -3.7150
     36  -3.8876  0.1674    -4.2935 -3.7179
     37  -3.9140  0.1579    -4.3332 -3.7353
     38  -3.9336  0.1488    -4.3574 -3.7552
     39  -3.9365  0.1457    -4.3572 -3.7604
     40  -3.9250  0.1395    -4.2946 -3.7535
     41  -3.9407  0.1305    -4.3204 -3.7787

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0941  0.0614     0.0007  0.1888
      1   0.0873  0.0625     0.0002  0.1877
      2   0.0980  0.0610     0.0001  0.1895
      3   0.0985  0.0606     0.0001  0.1894
      4   0.1096  0.0570     0.0064  0.1909
      5   0.0072  0.0099     0.0000  0.0244
      6   0.0095  0.0104     0.0000  0.0268
      7   0.0114  0.0104     0.0000  0.0284
      8   0.0127  0.0103     0.0000  0.0297
      9   0.0135  0.0101     0.0001  0.0304
     10   0.0155  0.0109     0.0001  0.0335
     11   0.0172  0.0114     0.0005  0.0358
     12   0.0188  0.0117     0.0009  0.0380
     13   0.0152  0.0095     0.0005  0.0303
     14   0.0167  0.0098     0.0009  0.0321
     15   0.0179  0.0100     0.0012  0.0334
     16   0.0175  0.0096     0.0011  0.0324
     17   0.0187  0.0097     0.0016  0.0333
     18   0.0134  0.0071     0.0006  0.0238
     19   0.0143  0.0072     0.0009  0.0247
     20   0.0151  0.0072     0.0011  0.0255
     21   0.0108  0.0053     0.0004  0.0183
     22   0.0115  0.0054     0.0006  0.0188
     23   0.0120  0.0054     0.0008  0.0193
     24   0.0126  0.0055     0.0009  0.0197
     25   0.0132  0.0056     0.0011  0.0200
     26   0.0137  0.0056     0.0013  0.0203
     27   0.0143  0.0056     0.0015  0.0206
     28   0.0149  0.0057     0.0018  0.0213
     29   0.0155  0.0057     0.0021  0.0224
     30   0.0160  0.0057     0.0026  0.0234
     31   0.0165  0.0057     0.0032  0.0240
     32   0.0170  0.0057     0.0038  0.0246
     33   0.0172  0.0058     0.0041  0.0251
     34   0.0178  0.0059     0.0050  0.0257
     35   0.0180  0.0059     0.0059  0.0259
     36   0.0182  0.0058     0.0069  0.0260
     37   0.0187  0.0060     0.0071  0.0265
     38   0.0192  0.0061     0.0072  0.0269
     39   0.0194  0.0060     0.0074  0.0270
     40   0.0199  0.0060     0.0076  0.0272
     41   0.0204  0.0061     0.0077  0.0276

