trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 520.0, 400, 0
6.0, 800, 520.0, 200, 0
7.0, 800, 520.0, 100, 0
8.0, 800, 520.0, 50, 0
9.0, 800, 520.0, 25, 0
10.0, 800, 520.0, 12, 0
11.0, 400, 0.0, 800, 1
12.0, 600, 0.0, 800, 1
13.0, 700, 0.0, 800, 1
14.0, 750, 0.0, 800, 1
15.0, 775, 0.0, 800, 1
16.0, 787, 0.0, 800, 1
17.0, 800, 4.0, 400, 0
18.0, 800, 4.0, 600, 0
19.0, 800, 4.0, 700, 0
20.0, 800, 4.0, 650, 0
21.0, 800, 4.0, 675, 0
22.0, 800, 4.0, 687, 0
23.0, 400, 0.0, 800, 2
24.0, 600, 0.0, 800, 2
25.0, 700, 0.0, 800, 2
26.0, 750, 0.0, 800, 2
27.0, 725, 0.0, 800, 2
28.0, 712, 0.0, 800, 2
29.0, 400, 0.0, 800, 52
30.0, 200, 0.0, 800, 52
31.0, 100, 0.0, 800, 52
32.0, 50, 0.0, 800, 52
33.0, 75, 0.0, 800, 52
34.0, 87, 0.0, 800, 52
35.0, 800, 26.0, 400, 0
36.0, 800, 26.0, 200, 0
37.0, 800, 26.0, 300, 0
38.0, 800, 26.0, 250, 0
39.0, 800, 26.0, 275, 0
40.0, 800, 26.0, 287, 0
41.0, 400, 0.0, 800, 156
42.0, 200, 0.0, 800, 156
43.0, 100, 0.0, 800, 156
44.0, 150, 0.0, 800, 156
45.0, 175, 0.0, 800, 156
46.0, 187, 0.0, 800, 156
