Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.9917  1.3903    -7.7780 -5.0034
      1  -5.8035  0.7797    -6.9787 -4.8584
      2  -5.2428  0.5514    -5.9718 -4.7952
      3  -5.5049  0.4548    -6.1096 -5.2147
      4  -5.3364  0.4154    -5.7996 -5.1080
      5  -5.3450  0.3100    -5.7694 -5.1720
      6  -5.3200  0.2324    -5.6109 -5.1733
      7  -5.4898  0.8634    -7.1820 -4.4616
      8  -5.4705  0.6806    -6.4230 -4.8672
      9  -5.4923  0.5457    -6.2228 -5.1248
     10  -5.3982  0.5007    -5.9789 -5.0909
     11  -5.3464  0.4223    -5.8483 -5.0906
     12  -5.3660  0.3324    -5.8381 -5.1787
     13  -5.3831  0.2733    -5.8387 -5.3425
     14  -5.3873  0.2200    -5.8337 -5.3491
     15  -5.3936  0.1883    -5.8356 -5.3542
     16  -5.3938  0.1618    -5.8326 -5.3559
     17  -5.3973  0.1488    -5.8352 -5.3576
     18  -5.3646  0.1058    -5.7272 -5.3557
     19  -5.3623  0.0911    -5.7116 -5.3557
     20  -5.3631  0.0854    -5.7144 -5.3563
     21  -5.5727  0.3657    -6.1562 -5.3659
     22  -5.5440  0.2981    -6.0824 -5.3657
     23  -5.6676  0.4223    -6.3297 -5.3906
     24  -5.6417  0.3421    -6.1748 -5.3943
     25  -5.6186  0.2844    -6.1356 -5.3935
     26  -5.5839  0.2609    -6.0868 -5.3810
     27  -5.5688  0.2239    -6.0381 -5.3797
     28  -5.6107  0.2221    -6.0891 -5.4116
     29  -5.6504  0.2337    -6.1297 -5.4646
     30  -5.6361  0.1995    -6.1041 -5.4611
     31  -5.6115  0.1878    -6.0580 -5.4325
     32  -5.6025  0.1653    -6.0178 -5.4300
     33  -5.6116  0.1481    -6.0226 -5.4566
     34  -5.6197  0.1350    -6.0281 -5.4916
     35  -5.6122  0.1236    -5.9816 -5.4850
     36  -5.5983  0.1184    -5.8930 -5.4572
     37  -5.6066  0.1079    -5.8937 -5.4942
     38  -5.6085  0.1033    -5.8935 -5.5077
     39  -5.6011  0.0987    -5.8886 -5.4897
     40  -5.5952  0.0966    -5.8852 -5.4746
     41  -5.5974  0.0930    -5.8852 -5.4861

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0590     0.0056  0.1899
      1   0.1009  0.0594     0.0045  0.1898
      2   0.1012  0.0596     0.0042  0.1900
      3   0.1016  0.0589     0.0052  0.1898
      4   0.1033  0.0588     0.0053  0.1902
      5   0.1075  0.0567     0.0124  0.1906
      6   0.1151  0.0542     0.0203  0.1917
      7   0.0266  0.0231     0.0000  0.0676
      8   0.0288  0.0227     0.0001  0.0688
      9   0.0321  0.0228     0.0001  0.0722
     10   0.0335  0.0227     0.0005  0.0729
     11   0.0368  0.0235     0.0019  0.0773
     12   0.0401  0.0234     0.0046  0.0804
     13   0.0434  0.0238     0.0073  0.0841
     14   0.0455  0.0236     0.0094  0.0859
     15   0.0479  0.0239     0.0113  0.0886
     16   0.0492  0.0237     0.0133  0.0894
     17   0.0511  0.0239     0.0147  0.0919
     18   0.0551  0.0243     0.0175  0.0962
     19   0.0555  0.0241     0.0185  0.0963
     20   0.0571  0.0241     0.0202  0.0980
     21   0.0192  0.0094     0.0015  0.0331
     22   0.0204  0.0093     0.0025  0.0337
     23   0.0151  0.0073     0.0007  0.0254
     24   0.0160  0.0072     0.0013  0.0259
     25   0.0168  0.0071     0.0019  0.0264
     26   0.0176  0.0072     0.0023  0.0270
     27   0.0183  0.0071     0.0031  0.0274
     28   0.0180  0.0071     0.0029  0.0272
     29   0.0173  0.0069     0.0024  0.0266
     30   0.0180  0.0069     0.0032  0.0270
     31   0.0184  0.0070     0.0036  0.0273
     32   0.0190  0.0069     0.0047  0.0276
     33   0.0196  0.0069     0.0061  0.0285
     34   0.0202  0.0069     0.0071  0.0294
     35   0.0208  0.0069     0.0074  0.0302
     36   0.0212  0.0070     0.0075  0.0309
     37   0.0218  0.0070     0.0078  0.0316
     38   0.0220  0.0070     0.0079  0.0318
     39   0.0226  0.0070     0.0082  0.0324
     40   0.0232  0.0071     0.0085  0.0330
     41   0.0234  0.0071     0.0086  0.0331

